"yr.mth","obj.type","addr","obj.age","layout","fl/t.fl","obj.ping","landd.ping","park.ping","park.10k.pr","unit.10k.pr","total.10k.pr"
"10403(實價)","透天厝","高雄市林園區忠孝西路54巷1~30號","39.8","3房/1廳/1衛","1 /共2層","13","7.87","--",0,7.3,95
"10402(實價)","透天厝","高雄市林園區王公路121~150號","8.8","3房/2廳/3衛","1 /共4層","65.23","0","--",0,0.9,60
"10401(實價)","住宅大樓","高雄市林園區王公路100巷1~30號","20","0房/0廳/0衛","8 /共12層","32.76","6","--",0,6.7,220
"10401(實價)","住宅大樓","高雄市林園區王公路100巷1~30號","20","3房/2廳/2衛","5 /共12層","33.24","6","--",0,6,200
"10401(實價)","透天厝","高雄市林園區忠孝東路81巷18弄1~30號","19.3","4房/2廳/2衛","1 /共3層","51.34","18.45","--",0,6,306
"10401(實價)","住宅大樓","高雄市林園區王公路58巷1~30號","19.7","3房/2廳/2衛","12 /共13層","33.93","3.64","--",0,5.9,200
"10312(實價)","住宅大樓","高雄市林園區王公路100巷1~30號","19.9","0房/0廳/0衛","10 /共12層","39.29","6","--",0,6.3,248
"10312(實價)","華廈","高雄市林園區文化街151~180號","19.3","3房/2廳/2衛","4 /共7層","29.02","3.85","--",0,5.7,165
"10312(實價)","透天厝","高雄市林園區忠孝西路91~120號","39.6","4房/2廳/2衛","1 /共2層","31.7","18.76","--",0,15,475
"10312(實價)","透天厝","高雄市林園區和平路1~30號","19.6","5房/1廳/3衛","1 /共4層","53.27","20.27","--",0,10.5,560
"10312(實價)","透天厝","高雄市林園區林園北路206巷31~60號","41.3","3房/2廳/2衛","1 /共2層","28.4","19.36","--",0,7,200
"10311(實價)","透天厝","高雄市林園區王公路61~90號","13.9","4房/2廳/3衛","1 /共4層","73.7","25.41","--",0,7.5,550
"10310(實價)","華廈","高雄市林園區王公路100巷1~30號","20.2","3房/2廳/2衛","3 /共5層","30.52","7.87","--",0,5.2,160
"10310(實價)","住宅大樓(含車位)","高雄市林園區王公路58巷1~30號","19.4","3房/2廳/2衛","13 /共13層","38.82","4.39","--",0,3.8,146
