"yr.mth","obj.type","addr","obj.age","layout","fl/t.fl","obj.ping","landd.ping","park.ping","park.10k.pr","unit.10k.pr","total.10k.pr"
"10402(實價)","透天厝","嘉義縣朴子市應菜埔4201~4230號","40.2","3房/1廳/2衛","1 /共2層","15","10.89","--",0,20,300
"10402(實價)","透天厝","嘉義縣朴子市?菜埔31~60號","36.8","3房/2廳/2衛","1 /共2層","33.08","32.97","--",0,13.9,460
"10401(實價)","透天厝","嘉義縣朴子市?菜埔31~60號","34.2","3房/1廳/3衛","1 /共3層","48.72","18.76","--",0,11,538
"10312(實價)","透天厝","嘉義縣朴子市向榮路61~90號","35.9","4房/2廳/2衛","1 /共3層","41.24","23.29","--",0,5.6,230
"10311(實價)","華廈","嘉義縣朴子市市東路91~120號","18.5","3房/1廳/1衛","2 /共10層","49.5","8.32","--",0,9.7,482
"10311(實價)","透天厝","嘉義縣朴子市開元路481~510號","0.2","4房/3廳/3衛","1 /共4層","76.49","34.86","--",0,12.4,945
"10311(實價)","透天厝","嘉義縣朴子市海通路121~150號","51.6","5房/2廳/1衛","1 /共2層","36.41","42.96","--",0,20.3,738
"10310(實價)","透天厝","嘉義縣朴子市開元路481~510號","0.1","4房/3廳/3衛","1 /共4層","73.29","0","--",0,6.4,468
"10310(實價)","透天厝","嘉義縣朴子市開元路481~510號","0.1","4房/3廳/3衛","1 /共4層","74.03","35.04","--",0,12.2,900
