"yr.mth","obj.type","addr","obj.age","layout","fl/t.fl","obj.ping","landd.ping","park.ping","park.10k.pr","unit.10k.pr","total.10k.pr"
"10403(實價)","透天厝","台南市永康區鹽行里仁愛街31~60號","21.9","3房/1廳/2衛","1 /共7層","74.72","12.02","--",0,8.4,628
"10403(實價)","套房","台南市永康區鹽行里中正七街1~30號","19.9","1房/1廳/1衛","6 /共8層","7.34","1.02","--",0,10.6,78
"10403(實價)","套房","台南市永康區鹽行里新行街121~150號","21.6","1房/1廳/1衛","14 /共15層","9.48","0.74","--",0,7.9,75
"10403(實價)","住宅大樓","台南市永康區鹽行里中正北路31~60號","20.8","1房/1廳/1衛","8 /共12層","19.42","1.47","--",0,10.3,200
"10403(實價)","住宅大樓","台南市永康區鹽行里新行街121~150號","21.6","1房/0廳/1衛","10 /共15層","9.55","0.74","--",0,7.6,73
"10402(實價)","透天厝","台南市永康區正南五街520巷55弄1~30號","4.2","8房/0廳/8衛","1 /共4層","63.23","21.83","--",0,17.4,1100
"10402(實價)","住宅大樓(含車位)","台南市永康區?洲二街160巷1~30號","20.3","4房/2廳/2衛","4 /共12層","49.77","7.18","--",0,8,400
"10402(實價)","透天厝","台南市永康區正南五街520巷55弄1~30號","4.2","12房/0廳/12衛","1 /共4層","80.86","28.88","--",0,16.1,1298
"10402(實價)","華廈","台南市永康區仁愛街31~60號","21.8","3房/2廳/2衛","5 /共7層","34.49","6.33","--",0,9.1,315
"10402(實價)","透天厝","台南市永康區鹽行里仁愛街136巷28弄31~60號","7.6","6房/2廳/3衛","1 /共4層","64.04","28.29","--",0,14.1,900
"10402(實價)","華廈(含車位)","台南市永康區新民街66巷1~30號","21.2","3房/2廳/2衛","4 /共9層","26.83","5.8","--",0,16.8,450
"10402(實價)","套房(含車位)","台南市永康區鹽行里新行街121~150號","21.5","1房/0廳/1衛","10 /共15層","12.55","1.01","0.98",0,11.6,146
"10401(實價)","公寓","台南市永康區鹽洲一街31~60號","33.2","3房/3廳/2衛","1 /共4層","38.44","13.66","--",0,6.5,250
"10401(實價)","華廈","台南市永康區中正六街151~180號","20.1","4房/2廳/2衛","1 /共8層","49.62","8.35","--",0,13.7,680
"10401(實價)","華廈","台南市永康區中鄭路872巷1~30號","21.7","3房/2廳/2衛","5 /共8層","25.11","0.5","--",0,13.1,330
"10401(實價)","華廈","台南市永康區新民街47巷1~30號","21.1","1房/0廳/1衛","7 /共9層","7.94","1.68","--",0,4.4,35
"10401(實價)","住宅大樓","台南市永康區鹽行里中正北路31~60號","20.7","3房/2廳/1衛","4 /共12層","31.95","2.44","--",0,14.1,449
"10401(實價)","套房","台南市永康區新民街66巷1~30號","21.1","1房/1廳/1衛","8 /共9層","14.04","2.03","--",0,7.1,100
"10401(實價)","套房(含車位)","台南市永康區新民街47巷1~30號","21.1","1房/0廳/1衛","9 /共9層","17.33","1.74","--",0,10.1,175
"10401(實價)","住宅大樓(含車位)","台南市永康區鹽洲二街160巷1~30號","20.2","3房/2廳/2衛","6 /共12層","39.74","5.61","--",0,9.5,376
"10401(實價)","住宅大樓(含車位)","台南市永康區鹽行里新行街121~150號","21.4","2房/2廳/1衛","9 /共16層","27.47","2.57","--",0,8.7,238
"10401(實價)","住宅大樓","台南市永康區鹽行里中正北路31~60號","20.7","1房/1廳/1衛","7 /共12層","19.42","1.47","--",0,9.5,185
"10312(實價)","透天厝","台南市永康區新民街16巷1弄1~30號","3.5","20房/1廳/20衛","1 /共4層","136.22","51.84","--",0,19.5,2650
"10312(實價)","透天厝","台南市永康區鹽洲里鹽行路25巷1~30號","10.4","5房/2廳/3衛","1 /共4層","61.94","29.6","--",0,12.1,750
"10312(實價)","華廈","台南市永康區新民街66巷1~30號","21","1房/0廳/1衛","6 /共9層","12.24","1.72","--",0,8.2,100
"10312(實價)","華廈","台南市永康區新民街31~60號","21","3房/2廳/2衛","9 /共9層","34.08","5.41","--",0,8.8,300
"10312(實價)","華廈(含車位)","台南市永康區中正路871~900號","21.6","4房/2廳/2衛","4 /共8層","54.79","8.81","--",0,10.6,583
"10312(實價)","透天厝","台南市永康區中正北路19巷2弄1~30號","3.9","9房/0廳/9衛","1 /共4層","68.18","25.06","--",0,17.7,1210
