"yr.mth","obj.type","addr","obj.age","layout","fl/t.fl","obj.ping","landd.ping","park.ping","park.10k.pr","unit.10k.pr","total.10k.pr"
"10403(實價)","住宅大樓(含車位)","台中市西屯區市政路91~120號","6.5","3房/2廳/2衛","19 /共19層","69.05","5.61","--",0,34.5,2380
"10403(實價)","住宅大樓(含車位)","台中市西屯區市政北一路91~120號","4.5","3房/2廳/3衛","10 /共26層","97.68","5.87","--",0,36.9,3600
"10402(實價)","住宅大樓(含車位)","台中市西屯區市政路61~90號","4.3","0房/0廳/0衛","19 /共39層","128.9","8.32","--",0,43.8,5650
"10402(實價)","住宅大樓(含車位)","台中市西屯區市政北一路241~270號","8.3","3房/2廳/2衛","25 /共28層","42.96","3.09","9.71",0,31.5,1353
"10402(實價)","住宅大樓(含車位)","台中市西屯區惠民路1~30號","15.5","4房/2廳/2衛","4 /共14層","98.85","14.49","--",0,30.9,3050
"10402(實價)","住宅大樓(含車位)","台中市西屯區市政北一路91~120號","4.4","3房/2廳/3衛","15 /共26層","119.91","7.21","16.04",0,32.9,3950
"10401(實價)","住宅大樓(含車位)","台中市西屯區惠來里市政北二路1~30號","0.3","0房/0廳/0衛","25 /共28層","139.53","7.93","--",0,45.6,6358
"10401(實價)","住宅大樓(含車位)","台中市西屯區惠來里市政北二路1~30號","0.3","0房/0廳/0衛","19 /共28層","105.55","6.48","--",0,37.2,3922
"10401(實價)","住宅大樓(含車位)","台中市西屯區市政路511~540號","1","4房/2廳/3衛","9 /共29層","96.79","5.64","--",0,39.1,3782
"10401(實價)","住宅大樓(含車位)","台中市西屯區市政北一路241~270號","8.2","3房/2廳/2衛","10 /共28層","42.96","3.09","9.71",0,29.3,1260
"10401(實價)","住宅大樓(含車位)","台中市西屯區市政北二路1~30號","3.8","0房/0廳/0衛","16 /共21層","137.95","8.45","19.26",0,28.6,3950
"10401(實價)","住宅大樓(含車位)","台中市西屯區惠中路一段181~210號","4.9","0房/0廳/0衛","0 /共29層","79.88","4.35","--",0,30.4,2430
"10401(實價)","住宅大樓(含車位)","台中市西屯區市政北五路241~270號","14.2","5房/2廳/2衛","21 /共25層","60.96","4.82","9.69",0,39,2380
"10312(實價)","透天厝","台中市西屯區政和路181~210號","6.7","0房/0廳/0衛","1 /共4層","118.26","41.56","--",0,39.4,4658
"10312(實價)","住宅大樓(含車位)","台中市西屯區惠來里市政路151~180號","0.3","4房/2廳/3衛","28 /共38層","132.82","8.48","13.2",400,47.7,6108
"10312(實價)","住宅大樓(含車位)","台中市西屯區惠來里市政路151~180號","0.3","4房/2廳/3衛","28 /共38層","114.37","7.3","11.23",340,48.2,5315
"10312(實價)","住宅大樓(含車位)","台中市西屯區市政北三路121~150號","8.3","3房/2廳/3衛","10 /共23層","121.57","10.04","--",0,44.6,5418
"10312(實價)","住宅大樓(含車位)","台中市西屯區市政北一路91~120號","4.3","3房/2廳/3衛","8 /共26層","119.91","7.21","16.04",0,29.2,3500
"10312(實價)","住宅大樓(含車位)","台中市西屯區河南路四段121~150號","2.3","3房/2廳/2衛","10 /共13層","75.76","9.07","15.19",0,33.5,2538
