"yr.mth","obj.type","addr","obj.age","layout","fl/t.fl","obj.ping","landd.ping","park.ping","park.10k.pr","unit.10k.pr","total.10k.pr"
"10403(實價)","華廈","台北市松山區八德路四段1~30號","24.8","2房/2廳/1衛","3 /共7層","24.84","4.26","--",0,75.1,1866
"10402(實價)","華廈","台北市松山區三民路1~30號","40.1","3房/2廳/2衛","7 /共8層","41.8","6.37","--",0,63.5,2656
"10402(實價)","住宅大樓","台北市松山區健康路151~180號","21.9","3房/2廳/2衛","1 /共12層","33.09","6.28","--",0,70.1,2320
"10402(實價)","公寓","台北市松山區八德路四段106巷2弄1~30號","","3房/2廳/2衛","4 /共4層","36.04","14.52","--",0,53,1910
"10402(實價)","華廈","台北市松山區八德路四段121~150號","23.1","0房/0廳/0衛","4 /共7層","40.7","5.57","--",0,70.8,2880
"10401(實價)","住宅大樓(含車位)","台北市松山區南京東路五段151~180號","4.2","4房/2廳/2衛","11 /共18層","84.68","5.62","10.76",0,94.5,8000
"10401(實價)","住宅大樓(含車位)","台北市松山區八德路四段91~120號","24.9","4房/2廳/2衛","8 /共11層","54.43","8.37","--",0,71.3,3880
"10401(實價)","華廈","台北市松山區八德路四段91巷3弄1~30號","28.1","4房/2廳/2衛","4 /共7層","43.41","8.46","--",0,80.4,3490
"10401(實價)","住宅大樓","台北市松山區南京東路五段151~180號","30.2","3房/2廳/2衛","14 /共17層","39.59","3.25","--",0,83.3,3300
"10401(實價)","華廈","台北市松山區南京東路五段66巷22弄1~30號","30.7","3房/2廳/2衛","7 /共7層","38.87","7.58","--",0,81.5,3168
"10401(實價)","華廈","台北市松山區光復北路121~150號","31.5","0房/0廳/0衛","1 /共7層","17.29","3.42","--",0,186.8,3230
"10401(實價)","住宅大樓","台北市松山區南京東路五段181~210號","30.9","2房/1廳/1衛","8 /共14層","23.76","2.18","--",0,90.1,2140
"10401(實價)","住宅大樓","台北市松山區南京東路五段61~90號","34.9","3房/2廳/2衛","6 /共13層","33.83","3.52","--",0,68,2300
"10401(實價)","公寓","台北市松山區八德路四段207巷1~30號","13.1","0房/0廳/1衛","5 /共5層","8.58","2.69","--",0,79.8,685
"10401(實價)","華廈","台北市松山區延壽街330巷7弄1~30號","22.8","3房/2廳/2衛","7 /共7層","35.04","7.42","--",0,59.9,2100
"10401(實價)","住宅大樓","台北市松山區八德路三段241~270號","32.3","2房/1廳/1衛","8 /共12層","13.51","1.02","--",0,86.6,1170
"10401(實價)","公寓","台北市松山區南京東路五段123巷6弄1~30號","","0房/0廳/0衛","1 /共4層","16.93","6.09","--",0,42,711
"10401(實價)","公寓","台北市松山區南京路五段123巷4弄1~30號","","0房/0廳/0衛","1 /共4層","8.95","3.81","--",0,254,2274
