"yr.mth","obj.type","addr","obj.age","layout","fl/t.fl","obj.ping","landd.ping","park.ping","park.10k.pr","unit.10k.pr","total.10k.pr"
"10402(實價)","住宅大樓(含車位)","台北市文山區久康街151~180號","1.2","0房/2廳/2衛","4 /共13層","80.09","9.05","24.33",0,44.1,3530
"10402(實價)","公寓","台北市文山區永安街22巷1~30號","","0房/0廳/0衛","4 /共4層","26.88","7.25","--",0,18.6,500
"10401(實價)","套房(含車位)","台北市文山區久康街1~30號","5.4","1房/1廳/1衛","5 /共7層","13.78","2.63","2.55",0,51.5,710
"10401(實價)","住宅大樓(含車位)","台北市文山區保儀路61~90號","0.6","4房/1廳/2衛","20 /共24層","77.15","5.61","14.27",270,70.6,4711
"10401(實價)","住宅大樓(含車位)","台北市文山區保儀路61~90號","0.6","4房/1廳/2衛","19 /共24層","69.69","5.32","10.41",240,67.3,4229
"10401(實價)","套房","台北市文山區久康街24巷1~30號","7.8","2房/1廳/1衛","4 /共8層","14.31","3.06","--",0,59.4,850
"10401(實價)","住宅大樓(含車位)","台北市文山區木柵路三段91~120號","0.6","4房/2廳/3衛","24 /共26層","102.57","7.69","26.51",0,47.3,4848
"10401(實價)","住宅大樓(含車位)","台北市文山區保儀路31~60號","0.6","3房/2廳/2衛","6 /共24層","68.94","5.02","14.27",0,47.9,3300
"10401(實價)","住宅大樓(含車位)","台北市文山區忠順街二段85巷1~30號","2","3房/2廳/2衛","11 /共15層","74.28","8.87","12.51",450,71,4835
"10401(實價)","透天厝","台北市文山區永安街48巷1~30號","","2房/2廳/1衛","1 /共2層","17.85","26.44","--",0,126,2250
"10312(實價)","住宅大樓(含車位)","台北市文山區木柵路三段91~120號","0.5","4房/2廳/2衛","6 /共26層","68.73","5.56","13.29",0,46.2,3178
"10312(實價)","公寓","台北市文山區保儀路109巷21弄1~30號","","3房/2廳/2衛","1 /共4層","26.11","8.47","--",0,46,1200
"10312(實價)","住宅大樓(含車位)","台北市文山區忠順街二段85巷1~30號","1.9","3房/2廳/2衛","13 /共15層","49.85","6.12","6.34",225,76,3530
"10312(實價)","華廈(含車位)","台北市文山區久康街110巷2弄1~30號","3.3","2房/1廳/1衛","3 /共6層","40.95","10.46","5.61",0,52.5,2150
"10312(實價)","套房","台北市文山區木新路二段43巷1~30號","20.4","1房/1廳/1衛","4 /共11層","10.01","2.74","--",0,59,590
"10312(實價)","住宅大樓(含車位)","台北市文山區木新路二段61~90號","11.9","4房/2廳/2衛","3 /共14層","85.25","21.24","16.54",200,57.5,4150
"10312(實價)","住宅大樓(含車位)","台北市文山區木柵路四段9巷1~30號","16.3","3房/2廳/2衛","4 /共19層","63.65","28.42","--",0,40.8,2600
"10312(實價)","公寓","台北市文山區保儀路109巷21弄1~30號","","3房/2廳/1衛","2 /共4層","28.17","9.08","--",0,32.2,907
"10312(實價)","套房","台北市文山區木新路二段1~30號","19.2","0房/0廳/1衛","5 /共14層","9.36","2.33","--",0,17.4,162
"10312(實價)","透天厝","台北市文山區開元街52巷1~30號","","0房/0廳/0衛","1 /共3層","89","22.37","--",0,42.7,3800
"10312(實價)","公寓","台北市文山區永安街1~30號","34.5","3房/2廳/2衛","0 /共5層","35.54","8.98","--",0,36.9,1310
