"yr.mth","obj.type","addr","obj.age","layout","fl/t.fl","obj.ping","landd.ping","park.ping","park.10k.pr","unit.10k.pr","total.10k.pr"
"10403(實價)","透天厝","高雄市鳳山區長興街31~60號","10.8","4房/2廳/4衛","1 /共4層","78.83","36.05","--",0,17.4,1370
"10403(實價)","公寓","高雄市鳳山區立信街105巷1~30號","33.1","3房/2廳/2衛","5 /共5層","23.6","7.69","--",0,7,165
"10402(實價)","華廈(含車位)","高雄市鳳山區大東二路121~150號","21.6","4房/2廳/2衛","9 /共9層","42.47","6.43","--",0,10.8,460
"10402(實價)","透天厝","高雄市鳳山區中山路60巷1~30號","43.3","5房/2廳/5衛","1 /共3層","69.64","33.58","--",0,11.8,822
"10402(實價)","透天厝","高雄市鳳山區長興街1~30號","0.8","7房/2廳/5衛","1 /共5層","61.05","16.34","--",0,23.9,1458
"10402(實價)","公寓","高雄市鳳山區中山路60巷1~30號","31.2","3房/2廳/2衛","5 /共5層","24.6","6.32","--",0,7.2,178
"10401(實價)","透天厝","高雄市鳳山區立信街105巷9弄1~30號","41.8","3房/2廳/2衛","1 /共2層","19.06","13.31","--",0,7.9,150
"10401(實價)","透天厝","高雄市鳳山區長興街91~120號","23.3","5房/5廳/5衛","1 /共4層","77.88","29.95","--",0,19.3,1500
"10401(實價)","公寓","高雄市鳳山區立信街105巷1~30號","32.9","3房/2廳/2衛","4 /共5層","23.6","7.69","--",0,8.5,200
"10401(實價)","透天厝","高雄市鳳山區松江街31~60號","29.7","5房/2廳/3衛","1 /共4層","51.13","18.15","--",0,16.1,825
"10401(實價)","住宅大樓(含車位)","高雄市鳳山區立德街230巷1~30號","17.1","3房/2廳/3衛","1 /共13層","59.87","5.67","3.3",0,11.4,680
"10401(實價)","華廈","高雄市鳳山區長興街61~90號","24.8","3房/2廳/2衛","1 /共6層","47.03","11.72","--",0,12.8,600
"10312(實價)","透天厝","高雄市鳳山區光華東路143巷1~30號","29.5","4房/2廳/2衛","1 /共2層","41.5","22.99","--",0,16.3,675
"10312(實價)","公寓","高雄市鳳山區樂園街121~150號","29.3","3房/2廳/2衛","5 /共5層","41.88","9.85","--",0,9.1,380
"10312(實價)","住宅大樓","高雄市鳳山區和德街31~60號","4","2房/1廳/1衛","13 /共15層","24.38","2.88","--",0,15.8,386
"10312(實價)","公寓","高雄市鳳山區立志街1~30號","31.6","4房/2廳/2衛","3 /共5層","19.54","6.2","--",0,12.2,238
"10311(實價)","住宅大樓(含車位)","高雄市鳳山區立德街151~180號","3","2房/1廳/1衛","4 /共15層","26.97","1.88","--",0,17.2,465
"10311(實價)","住宅大樓(含車位)","高雄市鳳山區和德街1~30號","2.9","4房/2廳/3衛","5 /共14層","59.33","8.72","5.02",0,17.9,1060
"10311(實價)","住宅大樓(含車位)","高雄市鳳山區立德街151~180號","3","3房/2廳/2衛","14 /共15層","42.87","3.24","--",0,18.9,810
"10311(實價)","公寓","高雄市鳳山區和興街31~60號","30.7","3房/2廳/1衛","4 /共5層","22.75","6.56","--",0,10.8,245
"10311(實價)","透天厝","高雄市鳳山區立志街91~120號","34.9","4房/2廳/4衛","1 /共4層","38.07","11.8","--",0,19.7,750
"10310(實價)","透天厝","高雄市鳳山區大東二路151~180號","29.8","4房/2廳/2衛","1 /共2層","32.32","19.66","--",0,26.9,870
"10310(實價)","透天厝","高雄市鳳山區大東二路181~210號","0.4","5房/2廳/4衛","1 /共5層","72.78","19.97","--",0,24.3,1770
"10310(實價)","住宅大樓(含車位)","高雄市鳳山區和德街1~30號","2.8","4房/2廳/2衛","10 /共14層","64.3","9.9","--",0,17.5,1125
"10310(實價)","華廈(含車位)","高雄市鳳山區立志街100巷1~30號","30.9","3房/2廳/2衛","8 /共8層","31.61","6.91","--",0,12.6,398
"10310(實價)","住宅大樓(含車位)","高雄市鳳山區和德街1~30號","2.8","3房/2廳/2衛","6 /共14層","39.53","8.04","5.02",0,24.3,960
"10310(實價)","住宅大樓","高雄市鳳山區立德街151~180號","19.4","3房/2廳/2衛","11 /共16層","30.75","3.42","--",0,11.4,350
"10310(實價)","住宅大樓(含車位)","高雄市鳳山區立德街151~180號","2.9","4房/2廳/2衛","6 /共15層","63.57","4.57","--",0,17.3,1100
"10310(實價)","透天厝","高雄市鳳山區五甲一路1~30號","35.6","4房/2廳/2衛","1 /共5層","92.21","21.17","--",0,10,918
