"yr.mth","obj.type","addr","obj.age","layout","fl/t.fl","obj.ping","landd.ping","park.ping","park.10k.pr","unit.10k.pr","total.10k.pr"
"10403(實價)","住宅大樓(含車位)","新北市板橋區中山路二段121~150號","16.4","0房/2廳/2衛","2 /共14層","32.6","3.51","--",0,85.9,2800
"10402(實價)","住宅大樓","新北市板橋區板新路1~30號","16.2","2房/1廳/1衛","4 /共14層","24.05","2.85","--",0,8.5,204
"10402(實價)","公寓","新北市板橋區漢生東路193巷83弄1~30號","34.4","3房/2廳/1衛","2 /共5層","25.2","7.2","--",0,33.3,838
"10402(實價)","住宅大樓(含車位)","新北市板橋區民生路二段1~30號","17.5","3房/2廳/2衛","24 /共24層","31.75","1.5","--",0,40,1270
"10402(實價)","公寓","新北市板橋區三民路二段正泰二巷1~30號","28.8","3房/2廳/2衛","4 /共5層","38.21","10.56","--",0,30.6,1168
"10401(實價)","公寓","新北市板橋區永豐街75巷1~30號","33.8","5房/3廳/2衛","5 /共5層","21.35","6.35","--",0,32.3,690
"10401(實價)","華廈(含車位)","新北市板橋區三民路二段正隆巷31~60號","19.8","2房/1廳/1衛","7 /共7層","38.89","7.55","--",0,34.7,1350
"10401(實價)","套房","新北市板橋區民生路二段1~30號","17.4","1房/0廳/1衛","12 /共24層","11.33","0.56","--",0,41.9,475
"10312(實價)","公寓","新北市板橋區觀光街3巷1~30號","37.1","4房/1廳/2衛","4 /共5層","31.59","13.19","--",0,26.4,835
"10312(實價)","公寓","新北市板橋區永豐街55巷27弄1~30號","31","1房/2廳/1衛","1 /共5層","14.47","4.09","--",0,54.6,790
"10312(實價)","公寓","新北市板橋區縣民大道三段128巷1~30號","33.3","3房/2廳/2衛","5 /共5層","28.08","8.23","--",0,26.7,750
"10312(實價)","公寓","新北市板橋區中山路二段60巷1弄1~30號","40.6","3房/2廳/1衛","3 /共3層","28.82","14.62","--",0,40.6,1170
"10312(實價)","住宅大樓","新北市板橋區中山路二段91~120號","18.5","4房/2廳/2衛","7 /共12層","56.48","5.87","--",0,44.3,2500
"10312(實價)","華廈","新北市板橋區中山路二段212巷1~30號","16.7","3房/2廳/2衛","3 /共5層","29.87","7.82","--",0,36.2,1080
"10312(實價)","套房","新北市板橋區民生路二段1~30號","17.3","1房/1廳/1衛","16 /共24層","13.97","0.81","--",0,52,726
"10312(實價)","公寓","新北市板橋區中山路二段60巷1弄1~30號","41.3","3房/1廳/1衛","1 /共3層","25.06","12.61","--",0,23.9,600
"10312(實價)","公寓","新北市板橋區民享街91~120號","31.2","4房/1廳/1衛","5 /共5層","21.54","5.08","--",0,39.5,850
"10312(實價)","住宅大樓(含車位)","新北市板橋區民生路一段1~30號","13.3","3房/2廳/2衛","5 /共26層","49.43","3.2","7.37",0,6.4,317
"10311(實價)","住宅大樓","新北市板橋區民生路二段31~60號","21","4房/2廳/2衛","3 /共12層","55.9","7.17","--",0,39.4,2200
"10311(實價)","公寓","新北市板橋區中山路二段90巷31~60號","31.3","3房/2廳/2衛","3 /共5層","24.43","6.9","--",0,33.6,820
"10311(實價)","住宅大樓(含車位)","新北市板橋區板新路1~30號","21.2","3房/2廳/2衛","12 /共12層","39.51","4.01","--",0,44.5,1760
"10311(實價)","華廈(含車位)","新北市板橋區觀光街31~60號","3.8","3房/1廳/1衛","7 /共7層","94.96","14.97","20.93",0,7.4,700
"10311(實價)","住宅大樓","新北市板橋區民生路二段121~150號","","2房/2廳/1衛","7 /共12層","15.11","1.48","--",0,41.7,630
"10311(實價)","華廈(含車位)","新北市板橋區永豐街55巷1~30號","1.3","3房/2廳/2衛","7 /共7層","49.47","11.59","4.64",0,43.7,2160
"10311(實價)","住宅大樓","新北市板橋區板新路1~30號","21.2","2房/2廳/2衛","12 /共12層","29.05","3.36","--",0,47.4,1378
"10311(實價)","住宅大樓","新北市板橋區民生路二段1~30號","17.3","2房/2廳/1衛","16 /共24層","22.56","1.32","--",0,47,1060
"10311(實價)","住宅大樓(含車位)","新北市板橋區中山路二段121~150號","16.1","3房/2廳/2衛","7 /共14層","37.4","3.08","--",0,41.2,1540
"10311(實價)","公寓","新北市板橋區民生路二段91~120號","38.3","3房/2廳/1衛","3 /共4層","23.06","6.13","--",0,34.9,805
"10311(實價)","公寓","新北市板橋區永豐街75巷1~30號","30.8","3房/1廳/1衛","3 /共5層","29.81","9","--",0,30.2,900
"10311(實價)","華廈","新北市板橋區永豐街91~120號","16.4","0房/0廳/2衛","6 /共7層","31.32","4.86","--",0,39.9,1250
"10310(實價)","公寓","新北市板橋區中山路二段40巷1~30號","34.2","3房/2廳/1衛","3 /共5層","26.79","8.71","--",0,41.1,1100
"10310(實價)","公寓","新北市板橋區中山路二段40巷10弄1~30號","32.8","3房/2廳/1衛","2 /共5層","23.59","7.74","--",0,39,920
"10310(實價)","住宅大樓(含車位)","新北市板橋區民生路一段91~120號","4.2","2房/1廳/1衛","12 /共21層","20.15","1.61","6.63",0,27.3,550
"10310(實價)","公寓","新北市板橋區縣民大道三段31~60號","38.2","2房/1廳/1衛","3 /共4層","14.97","6.35","--",0,35.4,530
"10310(實價)","透天厝","新北市板橋區中山路一段206巷31~60號","48.8","3房/1廳/1衛","1 /共2層","7.41","5.37","--",0,36.1,267
"10310(實價)","公寓","新北市板橋區三民路二段186巷6弄1~30號","27.9","4房/2廳/2衛","3 /共5層","33.53","10.02","--",0,37.9,1270
"10310(實價)","公寓","新北市板橋區成功路1~30號","46.3","3房/3廳/3衛","1 /共3層","56.36","18.75","--",0,46.7,2630
