"yr.mth","obj.type","addr","obj.age","layout","fl/t.fl","obj.ping","landd.ping","park.ping","park.10k.pr","unit.10k.pr","total.10k.pr"
"10403(實價)","公寓","新北市中和區宜安路23巷1~30號","43.3","3房/2廳/1衛","4 /共4層","25.52","10.06","--",0,40.7,1038
"10402(實價)","公寓","新北市中和區宜安路23巷31~60號","42.8","3房/2廳/1衛","2 /共4層","28.16","8.87","--",0,32.3,910
"10402(實價)","套房","新北市中和區捷運路1~30號","3.8","0房/0廳/0衛","4 /共19層","14.86","2.66","--",0,50.1,745
"10402(實價)","公寓","新北市中和區宜安路23巷31~60號","42.8","2房/2廳/1衛","3 /共4層","20.51","7.52","--",0,37.1,760
"10402(實價)","住宅大樓(含車位)","新北市中和區景平路151巷1~30號","7.3","2房/2廳/1衛","4 /共13層","24.52","3.08","3.16",0,40.8,1000
"10402(實價)","公寓","新北市中和區大勇街25巷39弄1~30號","41.6","3房/1廳/1衛","2 /共4層","15.72","6.89","--",0,21,330
"10401(實價)","套房","新北市中和區捷運路31~60號","3.8","1房/1廳/1衛","16 /共19層","19.43","3.58","--",0,50.9,988
"10401(實價)","住宅大樓(含車位)","新北市中和區景平路151~180號","3.8","2房/2廳/2衛","24 /共25層","44.26","5.02","10.82",0,42.7,1892
"10401(實價)","華廈(含車位)","新北市中和區興南路一段56巷31~60號","14.5","3房/2廳/2衛","9 /共9層","46.82","7.21","10.65",0,37.4,1750
"10401(實價)","公寓","新北市中和區仁愛街1~30號","38.7","2房/2廳/1衛","4 /共4層","20.3","6.81","--",0,45.8,930
"10401(實價)","公寓","新北市中和區保健路106巷31~60號","26.6","3房/2廳/2衛","3 /共5層","29.63","6.77","--",0,41,1215
"10401(實價)","住宅大樓(含車位)","新北市中和區捷運路1~30號","3.8","3房/2廳/2衛","5 /共19層","56.58","8.37","14.63",0,36.7,2075
"10401(實價)","住宅大樓","新北市中和區景平路259巷1~30號","6.3","2房/2廳/1衛","2 /共11層","25.14","3.54","--",0,47.2,1188
"10401(實價)","住宅大樓(含車位)","新北市中和區宜安路1巷1~30號","8.3","4房/2廳/2衛","11 /共11層","61.08","7.37","12.44",0,36.8,2250
"10401(實價)","套房","新北市中和區景平路239巷1~30號","5.8","0房/0廳/0衛","10 /共13層","10.02","1.41","--",0,54.9,550
"10401(實價)","住宅大樓(含車位)","新北市中和區捷運路31~60號","3.8","3房/2廳/2衛","15 /共19層","67.69","10.5","14.63",0,33.5,2270
"10401(實價)","套房","新北市中和區捷運路31~60號","3.8","1房/1廳/1衛","8 /共19層","12.74","2.36","--",0,56.5,720
"10401(實價)","公寓","新北市永和區中正路2巷3弄1~30號","43.5","3房/2廳/1衛","3 /共4層","21.83","8.13","--",0,44.7,975
"10401(實價)","套房","新北市中和區景平路111巷1~30號","5.3","0房/1廳/1衛","12 /共15層","11.63","1.56","--",0,54.6,635
"10401(實價)","公寓","新北市中和區和平街76巷4弄1~30號","34.8","3房/2廳/2衛","0 /共5層","27.59","6.81","--",0,42.8,1180
"10401(實價)","住宅大樓","新北市中和區景平路271~300號","12.4","2房/1廳/1衛","13 /共25層","17.55","1.41","--",0,59.8,1050
"10401(實價)","套房","新北市中和區景平路241~270號","14.7","1房/1廳/1衛","7 /共34層","17.49","1.3","--",0,40,700
