"yr.mth","obj.type","addr","obj.age","layout","fl/t.fl","obj.ping","landd.ping","park.ping","park.10k.pr","unit.10k.pr","total.10k.pr"
"10403(實價)","透天厝","桃園市中壢區和平路31~60號","40.9","4房/1廳/2衛","1 /共3層","64.92","1.64","--",0,2.2,143
"10402(實價)","透天厝","桃園市中壢區元化路1~30號","39.2","4房/1廳/2衛","1 /共3層","50.62","0","--",0,0.6,31
"10402(實價)","透天厝","桃園市中壢區新興路241~270號","30.3","0房/0廳/0衛","1 /共4層","145.58","35.09","--",0,25.9,3768
"10401(實價)","透天厝","桃園市中壢區寶慶街31~60號","0.4","4房/2廳/3衛","1 /共5層","88.38","31.76","--",0,25.5,2250
"10401(實價)","住宅大樓(含車位)","桃園市中壢區溪洲街1~30號","6.7","2房/2廳/1衛","11 /共15層","36.16","3.91","--",0,19.4,700
"10401(實價)","公寓","桃園市中壢區長江路91~120號","34","5房/0廳/5衛","2 /共5層","23.29","9.07","--",0,21.8,508
"10401(實價)","透天厝","桃園市中壢區永康三街31~60號","25.1","4房/2廳/2衛","1 /共4層","47.14","0","--",0,3.2,150
"10401(實價)","華廈","桃園市中壢區中平路31~60號","21.3","1房/1廳/1衛","2 /共7層","12.43","2.4","--",0,28.2,350
"10401(實價)","華廈","桃園市中壢區中山路31~60號","20.3","3房/0廳/3衛","4 /共10層","30.61","2.99","--",0,13.7,420
"10401(實價)","華廈","桃園市中壢區永康三街31~60號","22","5房/1廳/5衛","6 /共6層","34.4","8.17","--",0,14.8,510
"10401(實價)","公寓","桃園市中壢區東興街61~90號","37.8","2房/2廳/1衛","4 /共4層","19.88","5.29","--",0,12.6,250
"10401(實價)","透天厝","桃園市中壢區中北路二段437巷1~30號","25","6房/2廳/3衛","1 /共4層","67.21","19.66","--",0,16.4,1100
"10401(實價)","公寓","桃園市中壢區安東街1~30號","34.4","3房/2廳/1衛","2 /共0層","26.84","14.01","--",0,12,322
"10312(實價)","透天厝","桃園市中壢區嘉興二街1~30號","26.1","4房/4廳/4衛","1 /共2層","57.34","47.19","--",0,42.3,2426
"10312(實價)","華廈","桃園市中壢區吉安街1~30號","20.1","3房/2廳/1衛","3 /共6層","28.57","4.91","--",0,16.8,480
"10312(實價)","公寓","桃園市中壢區長江路61~90號","37","2房/1廳/1衛","4 /共4層","21.85","6.35","--",0,16.7,365
"10312(實價)","透天厝","桃園市中壢區健行路98巷13弄1~30號","43","6房/2廳/3衛","1 /共2層","36.63","21.17","--",0,13.6,500
"10312(實價)","住宅大樓","桃園市中壢區中北路二段91~120號","21.4","1房/1廳/1衛","9 /共15層","16.5","1.4","--",0,20.4,336
"10312(實價)","透天厝","桃園市中壢區東明街91~120號","40.9","3房/2廳/2衛","1 /共2層","15.65","25.71","--",0,22.9,357
"10312(實價)","住宅大樓(含車位)","桃園市中壢區新興路230巷31~60號","3.3","1房/1廳/2衛","5 /共15層","31.93","2.22","12.74",160,26.1,660
"10312(實價)","華廈","桃園市中壢區永康三街31~60號","21.9","3房/2廳/2衛","6 /共6層","32.57","7.28","--",0,18.1,589
"10311(實價)","公寓","桃園縣中壢市石頭里4鄰中山路31~60號","20.2","0房/0廳/0衛","5 /共10層","14.86","1.39","--",0,15.5,230
"10311(實價)","套房","桃園縣中壢市中山路31~60號","20.2","1房/1廳/1衛","4 /共10層","4.66","0.65","--",0,17.2,80
"10311(實價)","套房","桃園市中壢區新興路230巷31~60號","3.2","1房/1廳/1衛","11 /共14層","18.43","2.11","--",0,28.8,530
"10311(實價)","套房","桃園市中壢區新興路230巷31~60號","3.2","1房/1廳/1衛","4 /共15層","19.86","2.3","--",0,29.1,578
"10311(實價)","華廈","桃園市中壢區嘉善街31~60號","21.9","3房/2廳/2衛","2 /共6層","23.35","4.6","--",0,18,420
"10311(實價)","住宅大樓(含車位)","桃園市中壢區新興路230巷1~30號","3.2","2房/1廳/1衛","4 /共14層","40.93","3.35","--",0,22.7,928
"10311(實價)","華廈","桃園縣中壢市廈門街1~30號","22.1","3房/2廳/1衛","2 /共6層","33.85","6.8","--",0,18.3,620
"10310(實價)","住宅大樓","桃園縣中壢市中山路61~90號","19.3","1房/0廳/1衛","4 /共12層","7.82","0.61","--",0,19.2,150
"10310(實價)","華廈","桃園市中壢區中北新村1~30號","23.2","10房/0廳/10衛","6 /共6層","44.81","9.69","--",0,16.7,750
"10310(實價)","套房","桃園縣中壢市新興路230巷31~60號","3.1","1房/1廳/1衛","8 /共14層","18.43","2.11","--",0,27.2,502
"10310(實價)","華廈(含車位)","桃園縣中壢市寶慶街1~30號","21.9","3房/2廳/1衛","6 /共7層","35.4","6.43","--",0,19.8,700
"10310(實價)","公寓","桃園縣中壢市東明街91~120號","34.2","5房/0廳/5衛","3 /共4層","26.89","10.66","--",0,18.8,505
"10310(實價)","公寓","桃園縣中壢市金山一街1~30號","31.3","4房/0廳/4衛","5 /共5層","30.55","8.95","--",0,11,335
"10310(實價)","透天厝","桃園縣中壢市廈門街61~90號","25.1","10房/3廳/7衛","1 /共4層","104.73","39.63","--",0,16.7,1750
"10310(實價)","住宅大樓","桃園縣中壢市中北路二段208巷1~30號","12.5","4房/2廳/2衛","8 /共14層","41.74","4.34","--",0,21.6,900
"10310(實價)","住宅大樓","桃園市中壢區新興路230巷31~60號","3.1","2房/2廳/1衛","4 /共14層","19.03","2.18","--",0,31.5,600
"10310(實價)","華廈","桃園縣中壢市中壢市中北路二段301~330號","20.4","3房/2廳/2衛","4 /共7層","32.94","5.68","--",0,20.2,664
"10310(實價)","透天厝","桃園縣中壢市健行路122巷1~30號","38","2房/1廳/3衛","1 /共2層","42.01","29.95","--",0,23.8,1000
"10310(實價)","公寓","桃園縣中壢市漢口街61~90號","33.4","5房/0廳/5衛","5 /共5層","25.02","8.59","--",0,10.6,265
"10310(實價)","住宅大樓(含車位)","桃園縣中壢市溪洲街1~30號","6.4","3房/2廳/2衛","13 /共15層","47.2","5.58","--",0,24.5,1158
"10310(實價)","公寓","桃園縣中壢市健行路56巷1~30號","24.8","3房/2廳/2衛","2 /共5層","20.28","6.44","--",0,20.7,420
"10310(實價)","華廈","桃園縣中壢市新興北街31~60號","22.8","3房/2廳/1衛","6 /共7層","42","6.88","--",0,12.1,510
"10310(實價)","透天厝","桃園縣中壢市中山東路一段91巷1~30號","42.3","7房/2廳/2衛","1 /共2層","22.6","19.97","--",0,19.9,450
