"yr.mth","obj.type","addr","obj.age","layout","fl/t.fl","obj.ping","landd.ping","park.ping","park.10k.pr","unit.10k.pr","total.10k.pr"
"10403(實價)","住宅大樓","高雄市小港區康莊路31~60號","21.8","3房/1廳/2衛","7 /共16層","33.39","3.12","--",0,7.8,260
"10403(實價)","住宅大樓","高雄市小港區宏平路421~450號","0.3","2房/1廳/1衛","6 /共18層","27.49","1.83","--",0,14.5,398
"10403(實價)","住宅大樓","高雄市小港區大鵬路121~150號","20.3","4房/2廳/3衛","17 /共18層","59.42","3.27","--",0,7.3,436
"10403(實價)","透天厝","高雄市小港區永順街31~60號","26.3","6房/2廳/5衛","1 /共5層","90.52","26.92","--",0,3.8,347
"10403(實價)","透天厝","高雄市小港區濟南里廠新街121~150號","0.7","5房/2廳/4衛","1 /共4層","65.14","23.9","--",0,19,1238
"10403(實價)","透天厝","高雄市小港區濟南里廠新街99巷1~30號","0.7","5房/2廳/4衛","1 /共4層","65.02","26.89","--",0,16.4,1065
"10403(實價)","透天厝","高雄市小港區濟南里廠新街99巷1~30號","0.7","5房/2廳/4衛","1 /共4層","65.02","26.89","--",0,16.5,1070
"10403(實價)","公寓","高雄市小港區永順街13巷1~30號","30.8","3房/2廳/2衛","2 /共5層","26.54","7.64","--",0,3.8,100
"10403(實價)","住宅大樓","高雄市小港區宏平路421~450號","18.5","1房/1廳/1衛","12 /共12層","23.46","2.04","--",0,5.1,120
"10403(實價)","公寓","高雄市小港區崇文路12巷1~30號","30.4","3房/2廳/2衛","3 /共5層","22.82","5.54","--",0,9.6,220
"10403(實價)","套房","高雄市小港區中光街1~30號","19.2","1房/1廳/1衛","4 /共7層","9.83","1.47","--",0,9.5,93
"10403(實價)","住宅大樓","高雄市小港區平治街1~30號","21.8","2房/2廳/2衛","11 /共16層","33.85","3.18","--",0,10.2,345
"10403(實價)","住宅大樓","高雄市小港區宏平路421~450號","0.3","2房/1廳/1衛","8 /共18層","29.27","2.02","--",0,17.4,508
"10403(實價)","住宅大樓(含車位)","高雄市小港區宏平路421~450號","0.3","3房/2廳/2衛","11 /共18層","43.64","2.96","6.72",115,15.4,682
"10403(實價)","住宅大樓(含車位)","高雄市小港區宏平路421~450號","0.3","3房/2廳/2衛","4 /共18層","40.84","2.77","3.92",70,14.4,600
"10403(實價)","住宅大樓(含車位)","高雄市小港區宏平路421~450號","0.3","3房/2廳/2衛","6 /共18層","47.04","3.2","6.72",115,15.6,745
"10403(實價)","透天厝","高雄市小港區濟南里廠新街99巷1~30號","0.7","5房/2廳/4衛","1 /共4層","65.5","26.89","--",0,17.6,1150
"10402(實價)","華廈(含車位)","高雄市小港區漢民路511~540號","18.6","4房/2廳/2衛","6 /共8層","57.25","9.18","--",0,10,570
"10402(實價)","透天厝","高雄市小港區濟南里廠邊三路42巷21弄1~30號","14.7","5房/2廳/4衛","1 /共4層","70.62","29.02","--",0,13.9,983
"10402(實價)","公寓","高雄市小港區平治街151~180號","32.2","3房/2廳/2衛","5 /共5層","21.28","5.41","--",0,7,148
"10402(實價)","住宅大樓(含車位)","高雄市小港區宏平路421~450號","0.3","2房/1廳/2衛","13 /共18層","30.96","2.13","3.8",52,16.8,508
"10402(實價)","公寓","高雄市小港區漢民路301~330號","31.1","4房/1廳/2衛","3 /共5層","32.01","8.47","--",0,9.2,295
"10402(實價)","透天厝","高雄市小港區濟南里廠新街99巷1~30號","0.6","5房/2廳/4衛","1 /共5層","66.87","26.89","--",0,15.7,1050
"10402(實價)","公寓","高雄市小港區永順街117巷1~30號","30.2","3房/2廳/2衛","1 /共5層","23.14","6.14","--",0,15.1,350
"10402(實價)","透天厝","高雄市小港區濟南里廠新街93巷1~30號","0.6","5房/2廳/4衛","1 /共4層","64.29","24.2","--",0,19.5,1252
"10402(實價)","透天厝","高雄市小港區濟南里廠新街99巷1~30號","0.6","5房/2廳/4衛","1 /共4層","65.5","26.89","--",0,16.3,1070
"10402(實價)","公寓","高雄市小港區康莊路10巷1~30號","31.2","3房/2廳/2衛","2 /共5層","23.05","6.71","--",0,13.2,305
"10402(實價)","華廈(含車位)","高雄市小港區中光街31~60號","19.3","4房/2廳/2衛","6 /共7層","45.39","6.6","--",0,7.7,350
"10402(實價)","住宅大樓","高雄市小港區宏平路421~450號","0.3","2房/1廳/1衛","16 /共18層","26.97","1.85","--",0,17.4,470
"10402(實價)","住宅大樓","高雄市小港區宏平路421~450號","0.3","2房/1廳/1衛","16 /共18層","25.63","1.76","--",0,17.9,460
"10402(實價)","公寓","高雄市小港區康莊路54巷1~30號","30.8","3房/2廳/2衛","5 /共5層","35.78","7.58","--",0,4.4,157
"10401(實價)","公寓","高雄市小港區安和街91~120號","31.8","3房/1廳/2衛","5 /共5層","22.42","6.08","--",0,7.2,162
"10401(實價)","住宅大樓(含車位)","高雄市小港區青山街123巷1~30號","19.5","3房/2廳/2衛","4 /共14層","41.64","3.68","--",0,9.6,400
"10401(實價)","透天厝","高雄市小港區濟南里廠新街91~120號","0.8","5房/2廳/4衛","1 /共4層","71.65","31.16","--",0,18.1,1300
"10401(實價)","住宅大樓(含車位)","高雄市小港區宏平路421~450號","0.2","3房/2廳/2衛","12 /共18層","43.64","2.96","6.72",115,15.5,686
"10401(實價)","透天厝","高雄市小港區濟南里廠新街99巷1~30號","0.5","5房/2廳/4衛","1 /共5層","66.77","27.5","--",0,15.7,1050
"10401(實價)","透天厝","高雄市小港區華盛街91~120號","26.3","6房/2廳/4衛","1 /共4層","126.06","39.63","--",0,13.1,1650
"10401(實價)","住宅大樓(含車位)","高雄市小港區宏平路421~450號","0.2","3房/2廳/2衛","12 /共18層","47.17","3.21","6.72",115,17.1,807
"10401(實價)","華廈","高雄市小港區青山街93巷1~30號","20.6","2房/2廳/2衛","1 /共7層","48.28","9.23","--",0,10.5,506
"10401(實價)","公寓","高雄市小港區宏平路493巷1~30號","29.1","3房/2廳/2衛","3 /共5層","25.37","7.42","--",0,7.1,180
"10401(實價)","透天厝","高雄市小港區永順街181~210號","27.8","3房/3廳/3衛","1 /共3層","51.14","18.45","--",0,16.5,843
"10401(實價)","公寓","高雄市小港區永順街167巷1~30號","29.7","3房/2廳/2衛","1 /共5層","33","8.61","--",0,11.6,383
"10401(實價)","透天厝","高雄市小港區濟南里廠新街99巷31~60號","0.5","5房/2廳/4衛","1 /共5層","66.72","27.19","--",0,17.2,1150
"10401(實價)","住宅大樓","高雄市小港區宏平路421~450號","0.2","2房/1廳/1衛","12 /共18層","27.11","1.85","--",0,16,433
"10312(實價)","透天厝","高雄市小港區小港區宏平路460巷31~60號","17.3","0房/0廳/0衛","1 /共4層","115.92","34","--",0,3.1,357
"10312(實價)","華廈(含車位)","高雄市小港區漢民路515巷1~30號","18.4","3房/2廳/2衛","6 /共8層","56.9","9.11","--",0,11.2,635
"10312(實價)","透天厝","高雄市小港區樂利路31~60號","29.3","4房/1廳/4衛","1 /共5層","87.5","18.45","--",0,9.7,850
"10312(實價)","透天厝","高雄市小港區濟南里廠新街91~120號","0.4","5房/2廳/4衛","1 /共4層","65.07","23.9","--",0,19,1236
"10312(實價)","透天厝","高雄市小港區青山街121~150號","9.1","5房/2廳/4衛","1 /共4層","56.01","22.67","--",0,17,950
"10312(實價)","公寓","高雄市小港區平治街1~30號","31","3房/1廳/1衛","4 /共5層","22.41","6.36","--",0,6.1,136
"10312(實價)","公寓","高雄市小港區崇文路55巷1~30號","30.4","3房/2廳/2衛","5 /共5層","22.86","7.73","--",0,5.9,135
"10312(實價)","住宅大樓","高雄市小港區宏平路421~450號","0.1","3房/2廳/2衛","13 /共18層","36.91","2.5","--",0,15.7,580
"10312(實價)","住宅大樓(含車位)","高雄市小港區宏平路421~450號","0.1","3房/2廳/2衛","17 /共18層","56.56","3.88","6.72",115,16.6,942
"10312(實價)","住宅大樓","高雄市小港區宏平路421~450號","0.1","2房/1廳/1衛","3 /共18層","25.11","1.71","--",0,15.9,400
"10312(實價)","住宅大樓","高雄市小港區宏平路421~450號","0.1","2房/1廳/1衛","6 /共18層","26","1.72","--",0,14.5,378
"10312(實價)","住宅大樓","高雄市小港區宏平路421~450號","0.1","2房/1廳/1衛","4 /共18層","27.11","1.85","--",0,16.9,458
"10312(實價)","住宅大樓(含車位)","高雄市小港區宏平路421~450號","0.1","2房/1廳/1衛","10 /共18層","31.04","2.12","3.92",55,15.5,475
"10312(實價)","住宅大樓","高雄市小港區宏平路421~450號","0.1","2房/1廳/1衛","13 /共18層","27.11","1.85","--",0,16.4,445
"10312(實價)","住宅大樓(含車位)","高雄市小港區宏平路421~450號","0.1","2房/1廳/1衛","14 /共18層","30.92","2.11","3.8",62,16,497
"10312(實價)","住宅大樓","高雄市小港區宏平路421~450號","0.1","2房/1廳/1衛","7 /共18層","28.13","1.91","--",0,16.1,453
"10312(實價)","住宅大樓(含車位)","高雄市小港區宏平路421~450號","0.1","3房/2廳/2衛","13 /共18層","47.17","3.21","6.72",125,17.8,845
"10312(實價)","華廈(含車位)","高雄市小港區漢民路515巷1~30號","18.4","3房/2廳/2衛","5 /共8層","55.93","8.97","0.03",0,9.8,550
