"yr.mth","obj.type","addr","obj.age","layout","fl/t.fl","obj.ping","landd.ping","park.ping","park.10k.pr","unit.10k.pr","total.10k.pr"
"10402(實價)","公寓(含車位)","台北市中正區臨沂街59巷1~30號","21.5","3房/2廳/2衛","3 /共5層","50.76","13.98","--",0,85.7,4350
"10401(實價)","華廈","台北市中正區杭州南路一段143巷1~30號","31.3","2房/2廳/2衛","1 /共6層","35.92","7.66","--",0,97.4,3500
"10401(實價)","華廈","台北市大安區永康街4巷1~30號","7.3","1房/1廳/1衛","2 /共10層","16.07","3.15","--",0,105,1688
"10401(實價)","住宅大樓","台北市中正區仁愛路二段31~60號","","0房/0廳/0衛","0 /共12層","2.65","0.83","--",0,45.2,120
"10401(實價)","華廈(含車位)","台北市中正區臨沂街59巷1~30號","3.5","3房/2廳/2衛","7 /共7層","62.35","14.27","5.9",0,107.3,6688
"10401(實價)","公寓","台北市中正區杭州南路一段111巷1~30號","","3房/2廳/2衛","4 /共5層","27.35","6.4","--",0,82.3,2250
"10401(實價)","公寓","台北市大安區永康街2巷1~30號","","3房/2廳/2衛","3 /共4層","35.09","11.34","--",0,88.3,3100
"10312(實價)","華廈","台北市中正區臨沂街61~90號","30.9","2房/1廳/1衛","2 /共7層","20.09","3.84","--",0,89.6,1800
"10312(實價)","套房","台北市中正區杭州南路一段143巷1~30號","10.3","0房/0廳/0衛","3 /共5層","7.9","2.2","--",0,109.5,865
"10312(實價)","公寓","台北市大安區永康街41巷1~30號","","3房/2廳/2衛","2 /共4層","33.33","11.5","--",0,57,1900
"10312(實價)","套房","台北市中正區臨沂街75巷1~30號","18.3","0房/1廳/1衛","-1 /共9層","10.38","2.49","--",0,45,467
"10312(實價)","華廈(含車位)","台北市中正區仁愛路二段20巷1~30號","4.8","0房/0廳/0衛","1 /共6層","11.92","1.61","--",0,50.3,600
"10312(實價)","公寓","台北市中正區杭州南路一段111巷1~30號","31.6","2房/1廳/1衛","3 /共5層","16.31","4.04","--",0,79.7,1300
"10312(實價)","華廈","台北市大安區信義路二段31~60號","","4房/2廳/2衛","6 /共10層","48.54","5.58","--",0,98.9,4800
"10312(實價)","公寓","台北市大安區金華街91~120號","47.9","3房/2廳/1衛","4 /共4層","30.45","8.47","--",0,93.6,2850
"10312(實價)","公寓","台北市中正區杭州南路一段143巷31~60號","46.5","2房/2廳/1衛","4 /共4層","17.97","6.87","--",0,48.1,864
"10312(實價)","華廈","台北市中正區金山南路一段151~180號","24.5","0房/0廳/0衛","-2 /共8層","142.26","27.72","--",0,26.7,3800
"10312(實價)","套房","台北市大安區信義路二段1~30號","6.3","1房/0廳/1衛","8 /共13層","11.01","1.07","--",0,114.4,1260
"10311(實價)","公寓","台北市中正區臨沂街69巷7弄1~30號","25.7","2房/2廳/1衛","3 /共5層","26.44","8.03","--",0,85.4,2258
"10311(實價)","華廈(含車位)","台北市中正區臨沂街59巷1~30號","3.3","3房/2廳/3衛","6 /共7層","63.34","14.15","5.9",0,96.1,6088
"10311(實價)","公寓","台北市中正區新生南路一段170巷1~30號","","0房/0廳/0衛","1 /共4層","35.15","13.01","--",0,133.9,4708
"10311(實價)","公寓","台北市中正區杭州南路一段105巷1~30號","","4房/2廳/2衛","3 /共5層","39.65","11.8","--",0,37.8,1500
"10311(實價)","公寓","台北市中正區杭州南路一段105巷1~30號","43.5","4房/2廳/2衛","2 /共5層","39.56","12.74","--",0,82.2,3250
"10311(實價)","公寓","台北市中正區仁愛路二段38巷6弄1~30號","33.3","3房/2廳/2衛","4 /共5層","36.46","8.25","--",0,79,2880
"10311(實價)","套房","台北市中正區信義路二段61~90號","17","1房/1廳/1衛","7 /共12層","9.53","0.97","--",0,105,1000
"10311(實價)","公寓","台北市大安區麗水街1~30號","41.4","3房/2廳/1衛","3 /共5層","25.7","7.81","--",0,105,2700
"10311(實價)","公寓","台北市大安區金山南路二段13巷1~30號","31.8","2房/2廳/1衛","4 /共5層","29.76","7.29","--",0,30.2,900
"10311(實價)","公寓","台北市大安區永康街23巷1~30號","31.3","4房/3廳/2衛","5 /共5層","37.02","8.27","--",0,74.5,2758
"10311(實價)","華廈(含車位)","台北市大安區杭州南路二段9巷1~30號","4.4","2房/2廳/2衛","5 /共7層","45.3","9.31","4.69",0,92.7,4200
"10311(實價)","套房","台北市大安區信義路二段31~60號","4.8","1房/1廳/1衛","11 /共13層","11.95","1.08","--",0,128,1530
"10310(實價)","華廈(含車位)","台北市中正區臨沂街61巷1~30號","2.3","0房/0廳/0衛","1 /共6層","66.08","15.55","10.35",450,187.5,10899
"10310(實價)","華廈(含車位)","台北市中正區臨沂街59巷1~30號","17.1","4房/2廳/2衛","3 /共5層","42.31","11.48","--",0,80.1,3390
"10310(實價)","公寓","台北市中正區連雲街26巷1~30號","42.6","3房/2廳/1衛","2 /共4層","23.93","10.28","--",0,89.2,2135
"10310(實價)","公寓","台北市中正區新生南路一段170巷1~30號","","3房/2廳/2衛","4 /共5層","36.33","9.98","--",0,35.2,1280
"10310(實價)","華廈","台北市中正區臨沂街71巷1~30號","31.3","3房/2廳/2衛","5 /共6層","34.98","7.7","--",0,94.3,3300
"10310(實價)","套房","台北市大安區信義路二段31~60號","4.8","1房/1廳/1衛","10 /共13層","11.38","1.02","--",0,131.1,1491
"10310(實價)","公寓","台北市大安區金華街199巷1弄1~30號","","2房/2廳/1衛","3 /共4層","26.98","12.33","--",0,89,2400
"10310(實價)","華廈(含車位)","台北市大安區信義路二段44巷1~30號","3.4","1房/1廳/1衛","5 /共7層","38.76","6.6","18.7",0,98,3800
"10310(實價)","套房","台北市大安區永康街17巷1~30號","11.8","1房/1廳/1衛","4 /共6層","16.93","4.74","--",0,119.9,2030
"10310(實價)","公寓","台北市大安區永康街23巷31~60號","40.8","0房/0廳/0衛","3 /共4層","32.5","11.72","--",0,43.7,1420
