"yr.mth","obj.type","addr","obj.age","layout","fl/t.fl","obj.ping","landd.ping","park.ping","park.10k.pr","unit.10k.pr","total.10k.pr"
"10403(實價)","套房","新北市泰山區明志路二段61~90號","20.8","1房/1廳/1衛","9 /共9層","14.85","2.43","--",0,28,416
"10403(實價)","套房","新北市泰山區明志路二段181~210號","16.3","1房/0廳/1衛","6 /共10層","11.31","1","--",0,23,260
"10403(實價)","公寓","新北市泰山區明志路二段1~30號","35.9","3房/1廳/1衛","4 /共4層","25.82","8.02","--",0,20.1,520
"10402(實價)","住宅大樓(含車位)","新北市泰山區仁武街139巷1~30號","3.1","3房/2廳/2衛","13 /共15層","58.99","6.27","8.2",0,30.5,1800
"10402(實價)","公寓","新北市泰山區民生路17巷31~60號","36.8","3房/1廳/1衛","3 /共4層","23.27","7.34","--",0,22.8,530
"10401(實價)","住宅大樓(含車位)","新北市泰山區明志路二段136巷2弄1~30號","19.1","3房/2廳/1衛","4 /共12層","49.7","6.38","--",0,21.5,1070
"10401(實價)","公寓","新北市泰山區中華街1~30號","35.3","3房/2廳/1衛","4 /共4層","27.06","8.42","--",0,22.2,602
"10401(實價)","住宅大樓(含車位)","新北市泰山區民權街91~120號","8.6","3房/2廳/2衛","4 /共14層","42.57","3.1","7.75",0,27,1150
"10401(實價)","住宅大樓(含車位)","新北市泰山區民權街61~90號","8.6","3房/2廳/2衛","8 /共14層","38.49","3.02","3.9",0,26,1000
"10401(實價)","公寓","新北市泰山區民族街10巷1~30號","36.6","3房/2廳/1衛","2 /共4層","24.14","7.64","--",0,21.3,515
"10401(實價)","華廈","新北市泰山區明志路二段72巷1~30號","20.7","2房/2廳/2衛","8 /共9層","17.05","2.7","--",0,28.7,490
"10401(實價)","公寓","新北市泰山區明志路二段136巷21弄1~30號","25.8","3房/2廳/2衛","4 /共5層","41.37","11.43","--",0,19.3,800
"10401(實價)","套房","新北市泰山區明志路二段61~90號","20.7","1房/1廳/1衛","8 /共9層","14.85","2.43","--",0,26.8,398
"10312(實價)","公寓","新北市泰山區明志路一段451~480號","33.8","3房/2廳/1衛","3 /共5層","27.99","6.88","--",0,16.1,450
"10312(實價)","華廈","新北市泰山區仁武街139巷1~30號","6.8","2房/2廳/1衛","7 /共10層","24.39","3.3","--",0,34.4,840
