"yr.mth","obj.type","addr","obj.age","layout","fl/t.fl","obj.ping","landd.ping","park.ping","park.10k.pr","unit.10k.pr","total.10k.pr"
"10403(實價)","透天厝","台南市東區裕農路16巷1~30號","39.2","5房/2廳/2衛","1 /共2層","27.27","21.67","--",0,29.2,795
"10403(實價)","住宅大樓(含車位)","台南市東區林森路一段153巷27弄1~30號","22.4","4房/2廳/2衛","10 /共15層","46.91","7.68","--",0,11.7,550
"10403(實價)","住宅大樓","台南市東區林森路一段151~180號","24.5","1房/0廳/1衛","3 /共12層","8.03","1.13","--",0,8.7,70
"10403(實價)","公寓","台南市東區裕豐街1~30號","25.3","1房/0廳/1衛","5 /共5層","7.71","1.99","--",0,6.5,50
"10403(實價)","住宅大樓","台南市東區林森路一段151~180號","24.5","1房/1廳/1衛","7 /共12層","6.85","0.93","--",0,9.5,65
"10402(實價)","住宅大樓(含車位)","台南市東區裕豐街1~30號","22.7","3房/2廳/2衛","7 /共16層","57.83","8.99","--",0,10.4,600
"10402(實價)","套房","台南市東區林森路一段121~150號","24.1","1房/1廳/1衛","10 /共22層","10.55","0.6","--",0,9.7,102
"10402(實價)","透天厝","台南市東區裕豐街61巷1~30號","45.9","3房/1廳/3衛","1 /共2層","27.33","17.01","--",0,17.6,480
"10402(實價)","住宅大樓(含車位)","台南市東區長榮路一段91~120號","3.8","3房/2廳/2衛","5 /共15層","122.53","11.01","--",0,24.9,3050
"10402(實價)","套房","台南市東區林森路一段121~150號","24.1","1房/0廳/1衛","13 /共22層","10.66","0.65","--",0,11,117
"10401(實價)","住宅大樓(含車位)","台南市東區崇明路121~150號","18.9","1房/0廳/1衛","14 /共16層","19.68","1.39","--",0,12.7,250
"10401(實價)","透天厝","台南市東區府連路326巷1~30號","29.4","4房/2廳/2衛","1 /共2層","44.01","31.76","--",0,26.1,1150
"10401(實價)","套房","台南市東區林森路一段151~180號","24.3","1房/1廳/1衛","9 /共12層","6.75","0.93","--",0,10.4,70
"10401(實價)","住宅大樓","台南市東區林森路一段151~180號","24.3","1房/1廳/1衛","7 /共12層","7.11","0.93","--",0,8.4,60
"10401(實價)","住宅大樓","台南市東區林森路一段121~150號","24","1房/0廳/1衛","13 /共22層","10.55","0.6","--",0,10.6,112
"10401(實價)","住宅大樓(含車位)","台南市東區裕豐街1~30號","22.6","4房/2廳/2衛","8 /共16層","50.81","7.37","--",0,12.4,630
"10401(實價)","住宅大樓(含車位)","台南市東區慶東街31~60號","23.8","3房/2廳/2衛","11 /共11層","47.93","0.4","--",0,10.6,510
"10401(實價)","透天厝","台南市東區府連路344巷1弄1~30號","27.8","5房/2廳/3衛","1 /共2層","38.59","25.11","--",0,18.1,700
"10312(實價)","住宅大樓","台南市東區林森路一段151~180號","24.3","1房/1廳/1衛","10 /共12層","8.96","1.16","--",0,8.9,80
"10312(實價)","住宅大樓","台南市東區崇明路121~150號","18.8","2房/1廳/2衛","16 /共16層","21.77","2.2","--",0,13.1,285
"10312(實價)","公寓","台南市東區府連路331~360號","31.3","3房/2廳/2衛","3 /共5層","34.17","7.87","--",0,9.9,340
"10312(實價)","華廈","台南市東區光華街119巷1~30號","22.3","3房/2廳/2衛","5 /共5層","42.47","9.89","--",0,11.1,470
"10312(實價)","住宅大樓(含車位)","台南市東區林森路一段153巷15弄1~30號","22.2","3房/2廳/2衛","13 /共15層","51.65","7.6","--",0,11,570
"10312(實價)","套房","台南市東區富裕里裕豐街1~30號","25.1","1房/0廳/1衛","4 /共5層","7.71","1.99","--",0,6.5,50
"10312(實價)","住宅大樓","台南市東區林森路一段121~150號","23.9","1房/0廳/1衛","21 /共22層","10.66","0.65","--",0,10.9,116
"10312(實價)","住宅大樓(含車位)","台南市東區林森路一段121~150號","23.9","1房/1廳/1衛","-3 /共22層","18.81","0.6","8.62",90,11.8,210
"10312(實價)","住宅大樓(含車位)","台南市東區崇明路121~150號","18.8","2房/2廳/2衛","13 /共16層","43.74","3.94","--",0,12.3,538
"10312(實價)","住宅大樓","台南市東區林森路一段121~150號","23.9","0房/0廳/0衛","21 /共22層","11.63","0.71","--",0,12,140
"10312(實價)","住宅大樓(含車位)","台南市東區崇明路121~150號","18.8","2房/2廳/2衛","4 /共16層","43.31","3.83","--",0,15,650
"10312(實價)","透天厝","台南市東區府連路241~270號","41.5","5房/2廳/3衛","1 /共2層","10.32","6.05","--",0,8,82
"10311(實價)","住宅大樓","台南市東區林森路一段151~180號","24.2","1房/1廳/1衛","3 /共12層","6.25","0.93","--",0,9.1,57
"10311(實價)","套房","台南市東區龍山里長榮路一段211~240號","15.3","1房/1廳/1衛","6 /共12層","11.63","0.93","--",0,13.3,155
"10311(實價)","住宅大樓(含車位)","台南市東區崇德三街1~30號","17.5","3房/2廳/1衛","11 /共16層","47.66","4.17","--",0,11.8,560
"10311(實價)","住宅大樓","台南市東區中華東路二段181~210號","19","2房/2廳/1衛","12 /共20層","27.34","1.69","--",0,12.8,350
"10311(實價)","住宅大樓","台南市東區裕豐街1~30號","22.4","3房/1廳/1衛","7 /共16層","59.87","7.37","--",0,6.7,400
"10311(實價)","華廈","台南市東區崇明四街26巷1~30號","20.7","3房/2廳/2衛","5 /共9層","34.1","6.14","--",0,12.8,436
"10311(實價)","套房","台南市東區崇明四街31~60號","22.4","1房/1廳/1衛","6 /共7層","11.61","1.95","--",0,6.3,73
"10311(實價)","住宅大樓(含車位)","台南市東區長榮路一段151~180號","17.2","4房/2廳/3衛","20 /共25層","126.88","10.61","--",0,15.4,1950
"10311(實價)","住宅大樓","台南市東區崇明路121~150號","18.8","3房/2廳/2衛","4 /共16層","35.32","3.71","--",0,12.7,450
"10311(實價)","住宅大樓(含車位)","台南市東區崇善路25巷91~120號","4.5","3房/1廳/2衛","9 /共14層","30.62","3.55","--",0,24.5,750
"10311(實價)","住宅大樓(含車位)","台南市東區崇明路91~120號","18.8","3房/2廳/2衛","10 /共16層","37.23","3.59","--",0,12.4,460
"10310(實價)","套房","台南市東區光華街211~240號","23.8","1房/1廳/1衛","4 /共7層","12","2.09","--",0,8.8,105
"10310(實價)","住宅大樓(含車位)","台南市東區龍山街91~120號","7.1","4房/2廳/2衛","4 /共14層","51.61","4.93","--",0,21.3,1100
"10310(實價)","華廈","台南市東區光華街1~30號","19.9","2房/1廳/2衛","1 /共9層","34.22","6.28","--",0,12.3,420
"10310(實價)","透天厝(含車位)","台南市東區崇明六街61~90號","27.8","5房/2廳/3衛","1 /共3層","54.63","24.5","--",0,14.2,775
"10310(實價)","華廈(含車位)","台南市東區龍山里府連路421~450號","18.8","3房/2廳/2衛","6 /共7層","36.37","5.71","--",0,10.1,367
"10310(實價)","住宅大樓","台南市東區崇明路121~150號","18.7","2房/2廳/1衛","9 /共16層","23.19","2.44","--",0,11.1,258
"10310(實價)","住宅大樓","台南市東區林森路一段151~180號","24.1","1房/0廳/1衛","5 /共12層","8.94","1.16","--",0,10.1,90
"10310(實價)","透天厝","台南市東區東門路一段212巷1~30號","47.8","3房/1廳/1衛","1 /共2層","22.04","15.13","--",0,12,265
"10310(實價)","套房","台南市東區龍山里長榮路一段211~240號","15.2","1房/1廳/1衛","8 /共12層","11.05","1.17","--",0,17.6,195
