"opr.id.md5","m.call","call.sd","start.dt","last.dt","days","l_s"
"207D21B954E2739931AFDDBF40971A72",28.8898305084746,26.3210889736225,"2014-10-01","2015-03-27",118,178
"28A8FD740B6234624CFE4F9790BAE7AF",28.6224489795918,7.89037689523868,"2014-10-01","2015-03-31",98,182
"8025DC64C570003B23B50F81E993C57A",27.8723404255319,12.6673442212929,"2014-10-30","2015-03-31",47,153
"B9881669407F16D765658A6285390167",26.6261682242991,33.4214153930843,"2014-10-01","2015-03-30",107,181
"6339F55E47EB2ED1E1FE911CB038CC02",26.531914893617,23.3370360169666,"2014-10-01","2015-03-31",94,182
"FF8592E1693DB008F5431F11623D3F44",26.2,17.4985713702576,"2014-11-27","2014-12-03",5,7
"7377575D0EC31BED09FA3C17C58EB24A",25.6666666666667,13.4524977966806,"2014-10-11","2015-02-01",12,114
"C8B11871088A4121AD0A766901DEE697",25.2695652173913,9.42404701229825,"2014-10-01","2015-03-31",115,182
"D384EB4D51E7558EEC6C4D2A928FEEA5",25.1538461538462,37.0743929158601,"2014-10-01","2015-03-31",117,182
"260AA070BD0F4DEF17875484E3945FFF",24.0833333333333,15.7737315198594,"2014-10-11","2015-02-01",12,114
"785876E8BFCEE4E09C51456736C57635",24.0178571428571,19.6584389201997,"2014-11-11","2015-03-17",56,127
"02DF6CC6A4CEBE96184F22EC1FD54E5D",22.5,7.77817459305202,"2015-03-05","2015-03-07",2,3
"8C9F32E03AEB2E3000825C8C875C4EDD",22,NA,"2014-10-04","2014-10-04",1,1
"79668552C978F4045A54DFA099A97CF3",21.75,11.6153633893506,"2014-11-05","2014-11-10",4,6
"4379E132738223FF982CB8A1118A598A",21.21875,20.2594763401957,"2014-10-01","2015-03-31",96,182
"3334A543C4A11E05D68C88A70F187C81",20.9739130434783,20.0929685133029,"2014-10-01","2015-03-31",115,182
"F636857032816E4F84E54510F73FB873",20.7435897435897,19.9495701203146,"2014-11-05","2015-03-31",78,147
"8DAC64F1E11ECF29ECE7069721C45AA7",19.974358974359,19.7647638132654,"2014-10-01","2015-03-31",117,182
"347C68661A3A88973A4FCD6D35E49E14",19.4,9.83869910099907,"2014-12-05","2014-12-11",5,7
"C3CB6565CDE251F2A094DAF956849082",17.8,16.5136307334275,"2015-01-01","2015-02-01",5,32
"44EE6AEA316F440C12BC107AEEF4A8BA",16.8608695652174,14.5269785055386,"2014-10-01","2015-03-31",115,182
"BE2532208B3F03AB2DB012D9444A1C34",16.2794117647059,17.5497974544891,"2014-11-07","2015-03-25",68,139
"9117A749C7CC2222730CE2B0E7CF880B",16.1,12.1488852510852,"2014-10-01","2015-03-31",110,182
"3BA7D8E1932D147E8F6C10EB342AB194",14.4411764705882,22.7972438534812,"2014-10-01","2015-03-31",102,182
"D7D4B9589D740940B3CC02B16EB98355",13.6,11.3412437379597,"2014-10-01","2015-03-25",85,176
"082A40C7450B373C3A0947C104F514C0",13.5384615384615,11.0349096402839,"2014-11-05","2014-11-28",13,24
"DB66FB83A1868C50F51C7F88FE3DC892",13,NA,"2015-03-05","2015-03-05",1,1
"D908E07418A81E85861C6E3BAE88B045",12.75,12.0933866224478,"2014-11-16","2015-01-01",4,47
"D0EAF808335E592525FB520D32ADCC3E",12.1075268817204,10.9578861473007,"2014-11-03","2015-03-31",93,149
"EBAF9DE6EB3DC4300BB6E7D7D9C85A27",11.5196078431373,12.4086606549873,"2014-10-01","2015-03-31",102,182
"D9A1B530E40F479360EDE8E7B93FCDB3",11.1826086956522,10.4927565731524,"2014-10-06","2015-03-31",115,177
"797DDF32458035ABE4C0E53EA905ADFC",11,NA,"2014-10-06","2014-10-06",1,1
"A88DD0FC068864DB93E01956CB13B1E4",10.6190476190476,13.5166428413136,"2014-10-01","2015-03-31",105,182
"CD7DDBA38F391427245D11C0A163A387",10.4606741573034,11.2775482705636,"2014-10-01","2015-03-31",89,182
"7BA845E148CD9E0ADAD0815B0EC0D675",9.70212765957447,13.7909349899674,"2014-10-01","2015-03-31",94,182
"FE361CDE4D3B82C276F32824E70D1506",9.67272727272727,10.6246287282432,"2014-10-01","2015-03-31",110,182
"28B60A16B55FD531047C0C958CE14B95",9,NA,"2014-10-04","2014-10-04",1,1
"A42A641183311A40EBA7FFD20AAA0295",9,NA,"2015-03-05","2015-03-05",1,1
"A71A13182999151D5918E123A88928C1",8.67708333333333,9.75002811511916,"2014-10-01","2015-03-31",96,182
"FE5E73E294B9305719EBFB42F6D4555B",8.19191919191919,10.0819871377851,"2014-10-01","2015-03-31",99,182
"0518A0113D4D0A5BA5DE346E0697EAA3",8,5.65685424949238,"2015-01-25","2015-02-11",2,18
"C47C7472B7A3E9A37C2D6464C05B582C",7.48648648648649,10.2251948345215,"2014-10-01","2015-03-30",74,181
"5B0EC01E91F617873727624C71628F04",7.19642857142857,6.62068286194419,"2014-10-01","2015-03-31",56,182
"EBEDBE5207AB235BA5FCC11D7297E06A",6.85714285714286,9.88328715961269,"2014-10-01","2015-03-31",91,182
"87B62CE0F3DB3FD5A9C9AD606535304A",6.72173913043478,7.01445603308782,"2014-10-02","2015-03-31",115,181
"A1EE84AE86E519336B9EB8A7D33154E8",6.56944444444444,8.22196712161894,"2014-10-01","2015-03-30",72,181
"53BA98639207227B71B00B831494BA46",6.09,10.0243088378585,"2014-10-01","2015-03-31",100,182
"83C0848AFD72C5E8CBFFB53B25E0B702",6.07692307692308,6.10506305223745,"2014-10-01","2015-03-31",91,182
"34F7336FB9A117833533A17D23AE631D",5.95402298850575,5.91393318531716,"2014-10-01","2015-03-31",87,182
"AB6BB2F5EE2161A0BC20C9394C3C398C",5.79245283018868,6.81415470931764,"2014-10-01","2015-03-31",106,182
"6DAEFBB538C7CE980E7E9CCD99B00714",5.49253731343284,8.26708173627143,"2014-10-06","2015-03-30",67,176
"BB79E3DE105034A147CB4EDA65227692",4.93939393939394,6.09382736338436,"2014-10-02","2015-03-31",66,181
"1E9A33CE04B8541100DED41A86A376D2",4.81818181818182,5.81606726902305,"2014-10-01","2014-12-31",44,92
"2D57BCB898FCF6D84C919233B9F930A4",4.72916666666667,6.26622008745281,"2014-10-07","2015-03-23",48,168
"BA6FFBA123A1ECE7C2DDA5946550B95A",3.76699029126214,3.14737326987201,"2014-10-02","2015-03-30",103,180
"FF710EEE766D1DECFC8FDD26BB8B6470",3.75,2.65869917792166,"2014-10-01","2015-03-27",92,178
"832BB78905516B5E9D6EF81EAC9A04B8",3.5979381443299,2.71822473398859,"2014-10-01","2015-03-30",97,181
"85D4ABEE045B5EEEDCC2B132A13695E2",3.26190476190476,3.65077660534656,"2014-10-03","2015-03-31",84,180
"C3C205C5A7F6167557899F8AA632C305",2.98245614035088,2.46758433109746,"2014-11-14","2015-03-31",57,138
"4D0AED4D80BE920933BD9A4BEDE46FA1",2.79365079365079,3.81913150977959,"2014-10-01","2015-03-31",63,182
"09C17A2BDDFAA7718670C472E4EE41BE",2.76470588235294,1.89190978594281,"2014-10-01","2014-11-28",34,59
"E9BCA2E694A722734E2D5B57BF8A492B",2.53225806451613,1.54408168831179,"2014-10-30","2015-03-04",62,126
"7482D25448123D1A144A0FB5DB7F96D4",2.45454545454545,1.69769104437612,"2014-10-31","2015-03-23",55,144
"191E349E6C800EA84E2F2E15F537131E",2.42647058823529,4.09701812378036,"2014-10-02","2015-03-31",68,181
"D4A9A87D3DE29A74E596118CF3F3AB0D",2.38157894736842,1.57452304111993,"2014-10-01","2015-03-31",76,182
"7D8CFD26B9E1EBD95AD425AFD0540BC2",2.32307692307692,1.52179676192828,"2014-10-01","2015-03-18",65,169
"4EA2332F272D1A661C351AC199E6CC7E",2.24705882352941,1.75869189993005,"2014-10-03","2015-03-30",85,179
"6C6175A267ACBAFC9A7AA6BDFF0CB81D",2.23809523809524,1.45595867668103,"2014-10-02","2015-03-31",63,181
"AA9C1855FC5612929C54E5F6111DC03F",2.16363636363636,1.44995065514551,"2014-10-01","2015-03-30",55,181
"C889C6F37C42D4C673800F6CDE842920",2.1551724137931,1.71476277463116,"2014-10-01","2015-03-25",58,176
"34C1FEF6C3969956DE752955AC601D52",2.13461538461538,1.23715115746837,"2014-10-14","2015-03-06",52,144
"14B207127E67BD6257DF4AEF260C32E7",2.1025641025641,1.70247904493268,"2014-10-01","2015-03-31",78,182
"3AD55F8DEC9A7A13DA3615456FEBCD96",2.08450704225352,1.29555811330472,"2014-10-20","2015-03-31",71,163
"64D01C0E07D8F2C6DC6BA7C49B680E81",2.08219178082192,1.36171281702223,"2014-10-01","2015-03-27",73,178
"3B475EA405DD741902204AC963FC87FC",2.08108108108108,1.42162618891923,"2014-11-27","2015-03-30",37,124
"2178A2DA6E8E754C59E3F7F410E35B11",2.06849315068493,1.6014643223147,"2014-10-01","2015-03-30",73,181
"E6F8FF6868EFD9F22F388E4317C70BC2",2.01351351351351,1.53937581411271,"2014-10-03","2015-03-27",74,176
"82A680269D2AE23E84C4C5316E1EA633",2,1.14309521329882,"2014-10-01","2015-03-31",76,182
"F69C35DD08B63CA70AF6ED5DD2820EB2",2,1.25830573921179,"2014-10-01","2015-03-27",25,178
"BCCB238004D6BD2D2EC706D574D36C13",1.96153846153846,1.31300491257744,"2014-10-03","2015-03-20",52,169
"D64C5AE3BD7CA3B77FA23EE2DF2B7394",1.90566037735849,1.24443609322883,"2014-10-03","2015-03-27",53,176
"9334B372C8FA73F9F6C0198BD7BBFB3D",1.86363636363636,1.15317376191039,"2014-10-01","2015-03-24",44,175
"36CE26357A51B44D77DFA27459AAAABF",1.80645161290323,1.198888962132,"2014-10-01","2015-03-31",62,182
"15EF828FDB1FE5694C77624F0A4D5828",1.79710144927536,1.05132563580361,"2014-10-02","2015-03-31",69,181
"EF66B5EF935151AA577D8B60D6043E3C",1.60869565217391,0.977030896123903,"2014-10-01","2015-03-26",46,177
"880D3B38E1B15ECC4F2979B7918A0537",1.60416666666667,0.939433585195307,"2014-10-13","2015-03-31",48,170
"046A89590E5E6AD5AAA3537CA1E01BD4",1.57894736842105,1.01739260823845,"2014-10-06","2015-03-19",19,165
"961B762CCEEE695832CE7B213C982D45",1.5,0.836660026534076,"2014-10-07","2014-11-27",6,52
"C0E75615758A4C5B3B7D9FB679A05727",1.5,0.707106781186548,"2014-10-03","2014-10-13",2,11
"1C463CCCACB7121845B383A7E8050C37",1.44444444444444,0.697982440452113,"2015-01-06","2015-03-31",27,85
"9F7C1A252DAD2A42BF40998CA5F4F754",1.44444444444444,0.615698763455199,"2014-11-06","2015-03-26",18,141
"D7317DAB54812B073B47B08D79579FD2",1.38095238095238,0.669043382464133,"2014-10-30","2015-02-06",21,100
"DC8302699BBF605510DF69ABE1AD0D69",1.28571428571429,0.487950036474267,"2014-10-02","2015-01-21",7,112
"C055588C5B78C1A8D2639C63B648F23F",1.2,0.447213595499958,"2014-10-06","2015-03-12",5,158
"59B6303640F87D8CD2EF2887024D22D8",1.14285714285714,0.363136519601281,"2014-10-02","2015-03-26",14,176
"8E7ED32A3268E70776191BABB913E549",1.09090909090909,0.301511344577764,"2014-10-15","2015-03-09",11,146
"0AD01785E9EAE83631132217A0C7E817",1,0,"2014-12-09","2015-01-05",3,28
"65574EAB8B67D56C073063ADF9B88E2D",1,0,"2015-03-03","2015-03-31",2,29
"81E047E97E182DA072EDBEF2C08DBB6E",1,NA,"2015-01-07","2015-01-07",1,1
"924DB7FDB0ADB314DE232B1DAC191EC1",1,NA,"2014-12-03","2014-12-03",1,1
"92BF9C3D44A9D3FB317786137235DDCE",1,NA,"2014-12-26","2014-12-26",1,1
"F21E94E29DAEFF9F6CAC2B8AEFF9D9C2",1,NA,"2014-11-17","2014-11-17",1,1
"FC53F87FE5468099888A209A41E56A51",1,0,"2014-10-30","2014-12-05",2,37
