"cty","dist","vil","vil.pay"
"高雄市","左營區","合<U+7FA3>里",82.3
"高雄市","左營區","復興里",79.9
"高雄市","左營區","自治里",171
"高雄市","左營區","頂西里",71.8
"高雄市","左營區","頂北里",69.3
"高雄市","左營區","中北里",74
"高雄市","左營區","中南里",71
"高雄市","左營區","自助里",76.1
"高雄市","左營區","自勉里",61.5
"高雄市","左營區","尾西里",65.4
"高雄市","左營區","尾北里",74.8
"高雄市","左營區","<ed><U+00AE><U+00BF><ed><U+00BE><U+00B4>南里",74.6
"高雄市","左營區","廟東里",59.8
"高雄市","左營區","廟北里",60.1
"高雄市","左營區","尾南里",60.8
"高雄市","左營區","<ed><U+00AE><U+00BF><ed><U+00BE><U+00B4>北里",88.9
"高雄市","左營區","埤東里",103.9
"高雄市","左營區","埤北里",69
"高雄市","左營區","新上里",115.3
"高雄市","左營區","新中里",87.9
"高雄市","左營區","新下里",103
"高雄市","左營區","聖后里",61.7
"高雄市","左營區","聖西里",68
"高雄市","左營區","聖南里",78.9
"高雄市","左營區","埤西里",75.4
"高雄市","左營區","路東里",81.4
"高雄市","左營區","城南里",69.3
"高雄市","左營區","進學里",67.4
"高雄市","左營區","屏山里",71.9
"高雄市","左營區","果惠里",65.8
"高雄市","左營區","果貿里",74.5
"高雄市","左營區","海勝里",68
"高雄市","左營區","莒光里",66.3
"高雄市","左營區","永清里",103.9
"高雄市","左營區","果峰里",64.8
"高雄市","左營區","光輝里",79.7
"高雄市","左營區","菜公里",103
"高雄市","左營區","祥和里",66.9
"高雄市","左營區","新光里",102
"高雄市","左營區","明建里",91.9
"高雄市","左營區","福山里",98.8
"高雄市","楠梓區","東寧里",88.8
"高雄市","楠梓區","享平里",82.4
"高雄市","楠梓區","五常里",72.3
"高雄市","楠梓區","惠民里",78.6
"高雄市","楠梓區","中陽里",73.9
"高雄市","楠梓區","清豐里",85.4
"高雄市","楠梓區","稔田里",78.4
"高雄市","楠梓區","玉屏里",78.5
"高雄市","楠梓區","錦屏里",81.1
"高雄市","楠梓區","金田里",78.6
"高雄市","楠梓區","廣昌里",71
"高雄市","楠梓區","福昌里",79
"高雄市","楠梓區","泰昌里",72.7
"高雄市","楠梓區","興昌里",86.4
"高雄市","楠梓區","建昌里",76.5
"高雄市","楠梓區","中和里",85.7
"高雄市","楠梓區","中興里",84.7
"高雄市","楠梓區","藍田里",103.9
"高雄市","楠梓區","宏毅里",95.5
"高雄市","楠梓區","宏南里",134.4
"高雄市","楠梓區","宏榮里",100.5
"高雄市","楠梓區","和昌里",76.8
"高雄市","楠梓區","隆昌里",78.3
"高雄市","楠梓區","惠楠里",76.2
"高雄市","楠梓區","瑞屏里",80.8
"高雄市","楠梓區","大昌里",66.6
"高雄市","楠梓區","裕昌里",94
"高雄市","楠梓區","加昌里",80.6
"高雄市","楠梓區","仁昌里",74.4
"高雄市","楠梓區","惠豐里",79.9
"高雄市","楠梓區","翠屏里",80.3
"高雄市","楠梓區","久昌里",69.4
"高雄市","楠梓區","盛昌里",89.1
"高雄市","楠梓區","宏昌里",83.6
"高雄市","楠梓區","秀昌里",86.3
"高雄市","楠梓區","慶昌里",94.4
"高雄市","楠梓區","國昌里",77.3
"高雄市","三民區","鼎金里",78.1
"高雄市","三民區","鼎西里",78.2
"高雄市","三民區","本館里",84.9
"高雄市","三民區","寶獅里",87
"高雄市","三民區","灣子里",88.9
"高雄市","三民區","安東里",94.4
"高雄市","三民區","安生里",79.7
"高雄市","三民區","港東里",80.7
"高雄市","三民區","港西里",73.8
"高雄市","三民區","港北里",38.2
"高雄市","三民區","博愛里",76.8
"高雄市","三民區","建東里",71.5
"高雄市","三民區","鳳南里",71.5
"高雄市","三民區","鳳北里",73.4
"高雄市","三民區","德東里",80
"高雄市","三民區","德西里",93
"高雄市","三民區","德北里",85.3
"高雄市","三民區","川東里",78.7
"高雄市","三民區","千歲里",81.1
"高雄市","三民區","千北里",72.2
"高雄市","三民區","興德里",84.6
"高雄市","三民區","正興里",97.2
"高雄市","三民區","十全里",91.2
"高雄市","三民區","豐裕里",70.2
"高雄市","三民區","力行里",66.7
"高雄市","三民區","立誠里",93.7
"高雄市","三民區","立德里",77.4
"高雄市","三民區","達德里",104
"高雄市","三民區","灣華里",80.2
"高雄市","三民區","灣中里",78.9
"高雄市","三民區","灣復里",73.2
"高雄市","三民區","灣興里",117.6
"高雄市","三民區","寶珠里",83.1
"高雄市","三民區","民享里",87.5
"高雄市","三民區","安宜里",81.1
"高雄市","三民區","同德里",93.1
"高雄市","三民區","精華里",91
"高雄市","三民區","長明里",78.8
"高雄市","三民區","裕民里",88.9
"高雄市","三民區","寶龍里",92.7
"高雄市","三民區","港新里",98.2
"高雄市","三民區","博惠里",88.1
"高雄市","三民區","立業里",77.8
"高雄市","三民區","十美里",87.4
"高雄市","三民區","德行里",89.9
"高雄市","三民區","安邦里",86.8
"高雄市","三民區","千秋里",60.4
"高雄市","三民區","灣勝里",69.5
"高雄市","三民區","灣利里",70.4
"高雄市","三民區","達明里",86.2
"高雄市","三民區","達勇里",99.3
"高雄市","三民區","達仁里",90.9
"高雄市","三民區","灣愛里",69.6
"高雄市","三民區","安和里",88.5
"高雄市","三民區","德智里",90.9
"高雄市","三民區","寶興里",89.6
"高雄市","三民區","安康里",60.8
"高雄市","三民區","安寧里",64.4
"高雄市","三民區","鼎盛里",83
"高雄市","三民區","鼎泰里",111.2
"高雄市","三民區","本武里",87.5
"高雄市","三民區","本文里",79.1
"高雄市","三民區","寶盛里",90
"高雄市","三民區","寶華里",95.3
"高雄市","三民區","寶民里",89.6
"高雄市","三民區","寶中里",77.9
"高雄市","三民區","寶玉里",87.9
"高雄市","三民區","灣成里",79.6
"高雄市","三民區","安吉里",90.8
"高雄市","三民區","安泰里",88.3
"高雄市","三民區","德仁里",112.2
"高雄市","三民區","寶國里",95.9
"高雄市","三民區","正順里",88
"高雄市","三民區","安發里",93.5
"高雄市","三民區","鼎中里",83.3
"高雄市","三民區","寶業里",93.6
"高雄市","三民區","寶慶里",78.3
"高雄市","三民區","寶德里",83.3
"高雄市","三民區","寶泰里",86.9
"高雄市","三民區","寶安里",91.9
"高雄市","三民區","本元里",92.3
"高雄市","三民區","本安里",100.6
"高雄市","三民區","本上里",115.1
"高雄市","三民區","本揚里",99
"高雄市","三民區","鼎力里",84
"高雄市","三民區","鼎強里",75.6
"高雄市","三民區","本和里",93
"高雄市","新興區","大明里",78.8
"高雄市","新興區","明莊里",101
"高雄市","新興區","仁聲里",90.3
"高雄市","新興區","漢民里",82.3
"高雄市","新興區","華聲里",111.4
"高雄市","新興區","玉衡里",77.8
"高雄市","新興區","榮治里",187.8
"高雄市","新興區","浩然里",100.6
"高雄市","新興區","振成里",113.1
"高雄市","新興區","德生里",129
"高雄市","新興區","成功里",125.6
"高雄市","新興區","愛平里",99.9
"高雄市","新興區","新江里",95
"高雄市","新興區","黎明里",98
"高雄市","新興區","秋山里",71.9
"高雄市","新興區","長驛里",77.8
"高雄市","新興區","建興里",76.2
"高雄市","新興區","德望里",100
"高雄市","新興區","中東里",96.2
"高雄市","新興區","東坡里",83.2
"高雄市","新興區","蕉園里",94.6
"高雄市","新興區","德政里",88.7
"高雄市","新興區","南港里",83.8
"高雄市","新興區","開平里",143
"高雄市","新興區","光耀里",88.7
"高雄市","新興區","永寧里",94.9
"高雄市","新興區","順昌里",96.2
"高雄市","新興區","正氣里",108.2
"高雄市","新興區","建華里",123.1
"高雄市","新興區","振華里",107.6
"高雄市","新興區","文昌里",122.9
"高雄市","新興區","興昌里",102.2
"高雄市","前金區","青山里",117.5
"高雄市","前金區","長興里",89.4
"高雄市","前金區","民生里",97.9
"高雄市","前金區","東金里",120.5
"高雄市","前金區","林投里",129.1
"高雄市","前金區","後金里",102.7
"高雄市","前金區","文東里",104.3
"高雄市","前金區","長生里",102.3
"高雄市","前金區","博孝里",92.9
"高雄市","前金區","復元里",103.6
"高雄市","前金區","社東里",125.4
"高雄市","前金區","社西里",104.5
"高雄市","前金區","國民里",143.8
"高雄市","前金區","新生里",106.6
"高雄市","前金區","北金里",87.9
"高雄市","前金區","榮復里",71.5
"高雄市","前金區","文西里",88.8
"高雄市","前金區","草江里",90.5
"高雄市","前金區","長城里",81.4
"高雄市","前金區","三川里",61.7
"高雄市","苓雅區","博仁里",131.6
"高雄市","苓雅區","苓洲里",95.2
"高雄市","苓雅區","苓昇里",70.2
"高雄市","苓雅區","苓雅里",87.4
"高雄市","苓雅區","苓中里",74.8
"高雄市","苓雅區","苓東里",83.8
"高雄市","苓雅區","城東里",96.3
"高雄市","苓雅區","城北里",106.2
"高雄市","苓雅區","城西里",64
"高雄市","苓雅區","意誠里",79.9
"高雄市","苓雅區","鼓中里",80.5
"高雄市","苓雅區","田西里",84.9
"高雄市","苓雅區","日中里",89.5
"高雄市","苓雅區","美田里",85.2
"高雄市","苓雅區","林西里",83.7
"高雄市","苓雅區","林南里",115.7
"高雄市","苓雅區","林德里",112.5
"高雄市","苓雅區","福海里",76.2
"高雄市","苓雅區","福南里",74.4
"高雄市","苓雅區","福西里",64.1
"高雄市","苓雅區","福東里",71.2
"高雄市","苓雅區","五福里",79.8
"高雄市","苓雅區","仁政里",112.1
"高雄市","苓雅區","凱旋里",112.3
"高雄市","苓雅區","人和里",90.5
"高雄市","苓雅區","和煦里",91.3
"高雄市","苓雅區","普照里",106.4
"高雄市","苓雅區","晴朗里",117.7
"高雄市","苓雅區","廣澤里",92.8
"高雄市","苓雅區","奏捷里",85.2
"高雄市","苓雅區","永康里",85.8
"高雄市","苓雅區","林圍里",139.5
"高雄市","苓雅區","林興里",73.6
"高雄市","苓雅區","林靖里",91.5
"高雄市","苓雅區","同慶里",149.7
"高雄市","苓雅區","福隆里",77.7
"高雄市","苓雅區","福康里",73.8
"高雄市","苓雅區","福人里",76.3
"高雄市","苓雅區","福地里",70.4
"高雄市","苓雅區","福居里",67.8
"高雄市","苓雅區","五權里",86.7
"高雄市","苓雅區","正義里",118.3
"高雄市","苓雅區","福壽里",83.8
"高雄市","苓雅區","林中里",88.4
"高雄市","苓雅區","華堂里",90.6
"高雄市","苓雅區","朝陽里",84.7
"高雄市","苓雅區","林華里",81.3
"高雄市","苓雅區","林榮里",87.8
"高雄市","苓雅區","正心里",89.8
"高雄市","苓雅區","福祥里",71.1
"高雄市","苓雅區","安祥里",130.9
"高雄市","苓雅區","中正里",133.2
"高雄市","苓雅區","普天里",102.7
"高雄市","苓雅區","林富里",154.7
"高雄市","苓雅區","民主里",99.2
"高雄市","苓雅區","正仁里",81.5
"高雄市","苓雅區","林貴里",98.6
"高雄市","苓雅區","正大里",89
"高雄市","苓雅區","光華里",72.3
"高雄市","苓雅區","正道里",82.1
"高雄市","苓雅區","衛武里",69.8
"高雄市","苓雅區","英明里",81.2
"高雄市","苓雅區","林泉里",117.6
"高雄市","苓雅區","尚義里",116.6
"高雄市","苓雅區","林安里",92.8
"高雄市","苓雅區","正文里",92.6
"高雄市","苓雅區","正言里",87.3
"高雄市","苓雅區","文昌里",76.3
"高雄市","苓雅區","建軍里",79.7
"高雄市","前鎮區","鎮北里",72.6
"高雄市","前鎮區","草衙里",69.2
"高雄市","前鎮區","前鎮里",68.8
"高雄市","前鎮區","興邦里",96.4
"高雄市","前鎮區","興化里",73.4
"高雄市","前鎮區","鎮中里",66.2
"高雄市","前鎮區","振興里",103.3
"高雄市","前鎮區","西甲里",96
"高雄市","前鎮區","竹內里",77.5
"高雄市","前鎮區","西山里",90.4
"高雄市","前鎮區","良和里",104.9
"高雄市","前鎮區","建隆里",127.8
"高雄市","前鎮區","興中里",79.3
"高雄市","前鎮區","忠誠里",72.9
"高雄市","前鎮區","忠純里",71.9
"高雄市","前鎮區","瑞竹里",79.6
"高雄市","前鎮區","復國里",90.2
"高雄市","前鎮區","鎮東里",71.2
"高雄市","前鎮區","忠孝里",104
"高雄市","前鎮區","仁愛里",71.9
"高雄市","前鎮區","興仁里",59.6
"高雄市","前鎮區","信義里",68.3
"高雄市","前鎮區","平等里",83.5
"高雄市","前鎮區","明道里",72.4
"高雄市","前鎮區","明禮里",66.8
"高雄市","前鎮區","瑞豐里",79.5
"高雄市","前鎮區","鎮陽里",72.3
"高雄市","前鎮區","盛興里",96.1
"高雄市","前鎮區","鎮榮里",62.3
"高雄市","前鎮區","瑞南里",76.3
"高雄市","前鎮區","瑞崗里",76.4
"高雄市","前鎮區","瑞東里",71.9
"高雄市","前鎮區","瑞北里",71.4
"高雄市","前鎮區","瑞西里",70.8
"高雄市","前鎮區","瑞興里",77
"高雄市","前鎮區","瑞和里",74
"高雄市","前鎮區","瑞隆里",74.4
"高雄市","前鎮區","信德里",65.9
"高雄市","前鎮區","鎮昌里",72.7
"高雄市","前鎮區","明正里",79.6
"高雄市","前鎮區","竹西里",93.4
"高雄市","前鎮區","平昌里",70.3
"高雄市","前鎮區","明孝里",70.7
"高雄市","前鎮區","瑞祥里",86.2
"高雄市","前鎮區","瑞平里",81.8
"高雄市","前鎮區","德昌里",63.6
"高雄市","前鎮區","明義里",73.4
"高雄市","前鎮區","鎮海里",81.6
"高雄市","前鎮區","竹東里",72.5
"高雄市","前鎮區","竹南里",103.4
"高雄市","前鎮區","竹北里",82.8
"高雄市","前鎮區","瑞誠里",72.2
"高雄市","前鎮區","瑞華里",86.1
"高雄市","前鎮區","瑞昌里",72.4
"高雄市","前鎮區","瑞文里",80.2
"高雄市","前鎮區","竹中里",84.4
"高雄市","前鎮區","民權里",107.1
"高雄市","前鎮區","盛豐里",82.8
"高雄市","前鎮區","興東里",96.7
"高雄市","旗津區","旗下里",64.9
"高雄市","旗津區","永安里",55.8
"高雄市","旗津區","振興里",63.2
"高雄市","旗津區","慈愛里",60.4
"高雄市","旗津區","復興里",57.5
"高雄市","旗津區","實踐里",57.6
"高雄市","旗津區","上竹里",66.7
"高雄市","旗津區","南汕里",62.4
"高雄市","旗津區","中洲里",65.4
"高雄市","旗津區","安順里",59.1
"高雄市","旗津區","中興里",63.4
"高雄市","旗津區","北汕里",58
"高雄市","旗津區","中華里",62.6
"高雄市","小港區","小港里",81
"高雄市","小港區","港墘里",86.6
"高雄市","小港區","鳳宮里",78.2
"高雄市","小港區","店鎮里",82.8
"高雄市","小港區","山東里",78.4
"高雄市","小港區","孔宅里",73.9
"高雄市","小港區","高松里",75.5
"高雄市","小港區","大坪里",73.5
"高雄市","小港區","坪頂里",77.9
"高雄市","小港區","鳳森里",79.4
"高雄市","小港區","鳳林里",74.2
"高雄市","小港區","鳳興里",75
"高雄市","小港區","鳳源里",77.1
"高雄市","小港區","鳳鳴里",76.4
"高雄市","小港區","青島里",71.4
"高雄市","小港區","濟南里",83.7
"高雄市","小港區","港口里",110.1
"高雄市","小港區","港興里",83.5
"高雄市","小港區","二苓里",80.9
"高雄市","小港區","大苓里",80.5
"高雄市","小港區","中厝里",70.5
"高雄市","小港區","山明里",77.3
"高雄市","小港區","廈莊里",78
"高雄市","小港區","桂林里",77.5
"高雄市","小港區","龍鳳里",82.4
"高雄市","小港區","港南里",85.3
"高雄市","小港區","港明里",73.2
"高雄市","小港區","港后里",77.9
"高雄市","小港區","港正里",88.1
"高雄市","小港區","合作里",75.1
"高雄市","小港區","松山里",82.9
"高雄市","小港區","松金里",78
"高雄市","小港區","泰山里",88.5
"高雄市","小港區","三苓里",80.1
"高雄市","小港區","正苓里",80.8
"高雄市","小港區","順苓里",81.1
"高雄市","小港區","宏亮里",82.6
"高雄市","小港區","六苓里",96.8
"高雄市","鳳山區","成功里",81.4
"高雄市","鳳山區","和德里",88.3
"高雄市","鳳山區","和興里",85.5
"高雄市","鳳山區","南興里",76
"高雄市","鳳山區","鎮南里",76.7
"高雄市","鳳山區","興仁里",76.3
"高雄市","鳳山區","鳳崗里",90.4
"高雄市","鳳山區","曹公里",87.8
"高雄市","鳳山區","鎮北里",75.5
"高雄市","鳳山區","縣衙里",76.3
"高雄市","鳳山區","文山里",83.5
"高雄市","鳳山區","文英里",80.9
"高雄市","鳳山區","中和里",85.5
"高雄市","鳳山區","忠義里",91.3
"高雄市","鳳山區","誠正里",76.7
"高雄市","鳳山區","誠義里",100.2
"高雄市","鳳山區","縣口里",93.6
"高雄市","鳳山區","光明里",98.4
"高雄市","鳳山區","三民里",81.5
"高雄市","鳳山區","鎮東里",70.1
"高雄市","鳳山區","鎮西里",79.8
"高雄市","鳳山區","興中里",77.8
"高雄市","鳳山區","中正里",74.8
"高雄市","鳳山區","新興里",81.2
"高雄市","鳳山區","埤頂里",74.9
"高雄市","鳳山區","過埤里",86.8
"高雄市","鳳山區","生明里",76
"高雄市","鳳山區","誠德里",74.7
"高雄市","鳳山區","瑞竹里",77.2
"高雄市","鳳山區","老爺里",72.4
"高雄市","鳳山區","五福里",76.8
"高雄市","鳳山區","海光里",71.9
"高雄市","鳳山區","海風里",67.1
"高雄市","鳳山區","協和里",91.5
"高雄市","鳳山區","忠誠里",77
"高雄市","鳳山區","北門里",69.1
"高雄市","鳳山區","富甲里",67.2
"高雄市","鳳山區","南成里",80
"高雄市","鳳山區","東門里",70.7
"高雄市","鳳山區","一甲里",74.2
"高雄市","鳳山區","正義里",74.4
"高雄市","鳳山區","武漢里",82.1
"高雄市","鳳山區","新甲里",81.2
"高雄市","鳳山區","福興里",70.7
"高雄市","鳳山區","福誠里",82.1
"高雄市","鳳山區","瑞興里",85.2
"高雄市","鳳山區","國泰里",75.4
"高雄市","鳳山區","新強里",91
"高雄市","鳳山區","天興里",71
"高雄市","鳳山區","鳳東里",86.9
"高雄市","鳳山區","忠孝里",83.7
"高雄市","鳳山區","文德里",106.4
"高雄市","鳳山區","文華里",90.6
"高雄市","鳳山區","國光里",69.8
"高雄市","鳳山區","國隆里",68.1
"高雄市","鳳山區","新富里",78.7
"高雄市","鳳山區","大德里",74.1
"高雄市","鳳山區","武松里",71.6
"高雄市","鳳山區","文衡里",93.7
"高雄市","鳳山區","文福里",91.8
"高雄市","鳳山區","誠信里",74
"高雄市","鳳山區","誠智里",74.1
"高雄市","鳳山區","國富里",88.1
"高雄市","鳳山區","武慶里",77.7
"高雄市","鳳山區","海洋里",86
"高雄市","鳳山區","新武里",75.1
"高雄市","鳳山區","新樂里",90.7
"高雄市","鳳山區","新泰里",86
"高雄市","鳳山區","中崙里",71.8
"高雄市","鳳山區","中榮里",67.4
"高雄市","鳳山區","中民里",69.8
"高雄市","鳳山區","二甲里",75.3
"高雄市","鳳山區","龍成里",74.5
"高雄市","鳳山區","富榮里",80.5
"高雄市","鳳山區","善美里",78.4
"高雄市","鳳山區","南和里",72.1
"高雄市","鳳山區","福祥里",90.4
"高雄市","鳳山區","保安里",92
"高雄市","鳥松區","鳥松里",120.6
"高雄市","鳥松區","夢裡里",144
"高雄市","鳥松區","大華里",148.8
"高雄市","鳥松區","仁美里",72.4
"高雄市","鳥松區","<U+5754>埔里",83.6
"高雄市","鳥松區","大竹里",76.1
"高雄市","鳥松區","華美里",81.6
"高雄市","仁武區","仁武里",73.8
"高雄市","仁武區","文武里",76.9
"高雄市","仁武區","竹後里",69.5
"高雄市","仁武區","八卦里",85.9
"高雄市","仁武區","大灣里",75.5
"高雄市","仁武區","灣內里",84.4
"高雄市","仁武區","考潭里",81.4
"高雄市","仁武區","烏林里",61.6
"高雄市","仁武區","仁福里",69.9
"高雄市","仁武區","高楠里",60.4
"高雄市","仁武區","後安里",65.1
"高雄市","仁武區","中華里",59.3
"高雄市","仁武區","五和里",74.1
"高雄市","仁武區","仁和里",91.6
"高雄市","仁武區","赤山里",84.1
"高雄市","仁武區","仁慈里",99
"高雄市","大社區","大社里",80.4
"高雄市","大社區","嘉誠里",62.8
"高雄市","大社區","保社里",84.1
"高雄市","大社區","翠屏里",75
"高雄市","大社區","三奶里",68.4
"高雄市","大社區","觀音里",76.1
"高雄市","大社區","神農里",74.7
"高雄市","大社區","中里里",74.4
"高雄市","大社區","保安里",75.3
"高雄市","大樹區","大樹里",65.6
"高雄市","大樹區","九曲里",67.1
"高雄市","大樹區","久堂里",72.8
"高雄市","大樹區","水安里",74
"高雄市","大樹區","水寮里",72.3
"高雄市","大樹區","井腳里",71.4
"高雄市","大樹區","小坪里",83.3
"高雄市","大樹區","龍目里",68.7
"高雄市","大樹區","竹寮里",70.4
"高雄市","大樹區","檨腳里",69.4
"高雄市","大樹區","興山里",56.8
"高雄市","大樹區","和山里",60
"高雄市","大樹區","姑山里",67.3
"高雄市","大樹區","大坑里",69.8
"高雄市","大樹區","三和里",100.4
"高雄市","大樹區","溪埔里",79.6
"高雄市","大樹區","興田里",58.4
"高雄市","大樹區","統嶺里",61.9
"高雄市","大寮區","大寮里",67.4
"高雄市","大寮區","義仁里",69.4
"高雄市","大寮區","新厝里",71.1
"高雄市","大寮區","會結里",75.3
"高雄市","大寮區","潮寮里",67.5
"高雄市","大寮區","拷潭里",65.8
"高雄市","大寮區","山頂里",72
"高雄市","大寮區","三隆里",71.3
"高雄市","大寮區","永芳里",75.1
"高雄市","大寮區","昭明里",68.7
"高雄市","大寮區","內坑里",74.1
"高雄市","大寮區","上寮里",69.7
"高雄市","大寮區","會社里",76.2
"高雄市","大寮區","後庄里",73.1
"高雄市","大寮區","翁園里",71.7
"高雄市","大寮區","琉球里",72.3
"高雄市","大寮區","江山里",76.2
"高雄市","大寮區","溪寮里",73.4
"高雄市","大寮區","義和里",68.4
"高雄市","大寮區","前庄里",75.9
"高雄市","大寮區","中庄里",68.1
"高雄市","大寮區","過溪里",73.9
"高雄市","大寮區","忠義里",69.3
"高雄市","大寮區","光武里",57.8
"高雄市","大寮區","中興里",72.6
"高雄市","林園區","林園里",79
"高雄市","林園區","溪州里",71.9
"高雄市","林園區","潭頭里",72.7
"高雄市","林園區","中厝里",70.4
"高雄市","林園區","林內里",70.5
"高雄市","林園區","王公里",80.3
"高雄市","林園區","林家里",73.7
"高雄市","林園區","龔厝里",75.5
"高雄市","林園區","中門里",70.8
"高雄市","林園區","頂厝里",74.4
"高雄市","林園區","港嘴里",66.4
"高雄市","林園區","西溪里",66.3
"高雄市","林園區","中芸里",68.3
"高雄市","林園區","鳳芸里",72.9
"高雄市","林園區","東汕里",63.2
"高雄市","林園區","西汕里",64.5
"高雄市","林園區","北汕里",69.1
"高雄市","林園區","東林里",75.1
"高雄市","林園區","港埔里",70.7
"高雄市","林園區","仁愛里",86.2
"高雄市","林園區","文賢里",71.9
"高雄市","林園區","廣應里",74.5
"高雄市","林園區","五福里",65.5
"高雄市","林園區","中汕里",66.2
"高雄市","岡山區","岡山里",83.4
"高雄市","岡山區","維仁里",75.4
"高雄市","岡山區","壽天里",102
"高雄市","岡山區","後紅里",83.6
"高雄市","岡山區","程香里",81.9
"高雄市","岡山區","嘉興里",71.9
"高雄市","岡山區","華崗里",74.6
"高雄市","岡山區","潭底里",61.8
"高雄市","岡山區","石潭里",82.1
"高雄市","岡山區","福興里",65.3
"高雄市","岡山區","忠孝里",77.2
"高雄市","岡山區","平安里",87.8
"高雄市","岡山區","前峰里",74.2
"高雄市","岡山區","後協里",75.7
"高雄市","岡山區","竹圍里",85.6
"高雄市","岡山區","協和里",81.1
"高雄市","岡山區","劉厝里",75.7
"高雄市","岡山區","灣裡里",76.8
"高雄市","岡山區","白米里",69.7
"高雄市","岡山區","大遼里",68.9
"高雄市","岡山區","臺上里",80.7
"高雄市","岡山區","信義里",81.4
"高雄市","岡山區","大莊里",69.7
"高雄市","岡山區","嘉峰里",73.2
"高雄市","岡山區","和平里",76.2
"高雄市","岡山區","三和里",63.3
"高雄市","岡山區","本洲里",81.4
"高雄市","岡山區","仁壽里",136.7
"高雄市","岡山區","協榮里",73
"高雄市","岡山區","碧紅里",81.5
"高雄市","岡山區","<U+7232>隨里",69.8
"高雄市","岡山區","壽峰里",82.6
"高雄市","岡山區","仁義里",79.2
"高雄市","茄萣區","嘉定里",62.7
"高雄市","茄萣區","嘉安里",55
"高雄市","茄萣區","保定里",59.1
"高雄市","茄萣區","嘉福里",50.6
"高雄市","茄萣區","福德里",62.9
"高雄市","茄萣區","和協里",57.1
"高雄市","茄萣區","萬福里",59.7
"高雄市","茄萣區","吉定里",64.4
"高雄市","茄萣區","白雲里",60.1
"高雄市","茄萣區","光定里",58.6
"高雄市","茄萣區","嘉賜里",61.6
"高雄市","茄萣區","崎漏里",59.7
"高雄市","茄萣區","大定里",62
"高雄市","茄萣區","嘉泰里",55.8
"高雄市","茄萣區","嘉樂里",57.5
"高雄市","永安區","永安里",65.8
"高雄市","永安區","新港里",60.5
"高雄市","永安區","永華里",73.4
"高雄市","永安區","鹽田里",67.4
"高雄市","永安區","保寧里",68.4
"高雄市","永安區","維新里",65.7
"高雄市","橋頭區","橋頭里",100.5
"高雄市","橋頭區","橋南里",77.4
"高雄市","橋頭區","仕豐里",77.8
"高雄市","橋頭區","仕隆里",84.2
"高雄市","橋頭區","新莊里",99.6
"高雄市","橋頭區","甲南里",68.6
"高雄市","橋頭區","甲北里",69
"高雄市","橋頭區","頂鹽里",75.9
"高雄市","橋頭區","中崎里",71.8
"高雄市","橋頭區","筆秀里",74.5
"高雄市","橋頭區","白樹里",79.5
"高雄市","橋頭區","德松里",82.7
"高雄市","橋頭區","東林里",73.9
"高雄市","橋頭區","西林里",76.2
"高雄市","橋頭區","芋寮里",80
"高雄市","橋頭區","仕和里",76.6
"高雄市","橋頭區","三德里",66.2
"高雄市","梓官區","梓義里",73.6
"高雄市","梓官區","茄苳里",60.5
"高雄市","梓官區","禮蚵里",61.8
"高雄市","梓官區","大舍里",63
"高雄市","梓官區","梓信里",71.2
"高雄市","梓官區","智蚵里",65.9
"高雄市","梓官區","赤崁里",60.9
"高雄市","梓官區","信蚵里",60.9
"高雄市","梓官區","梓平里",72.8
"高雄市","梓官區","赤東里",57.6
"高雄市","梓官區","赤西里",58.7
"高雄市","梓官區","同安里",71.3
"高雄市","梓官區","中崙里",70.5
"高雄市","梓官區","梓和里",68.4
"高雄市","梓官區","典寶里",74.3
"高雄市","梓官區","茄典里",81.7
"高雄市","田寮區","南安里",55.4
"高雄市","田寮區","田寮里",72.6
"高雄市","田寮區","三和里",61.8
"高雄市","田寮區","古亭里",50.3
"高雄市","田寮區","大同里",52
"高雄市","田寮區","七星里",71.9
"高雄市","田寮區","西德里",56.4
"高雄市","田寮區","崇德里",59.9
"高雄市","田寮區","新興里",71.2
"高雄市","田寮區","鹿埔里",49.5
"高雄市","阿蓮區","阿蓮里",74
"高雄市","阿蓮區","崗山里",63.1
"高雄市","阿蓮區","復安里",63
"高雄市","阿蓮區","清蓮里",71
"高雄市","阿蓮區","港後里",70.9
"高雄市","阿蓮區","石安里",65.7
"高雄市","阿蓮區","峰山里",59
"高雄市","阿蓮區","青旗里",67.5
"高雄市","阿蓮區","和蓮里",72.9
"高雄市","阿蓮區","玉庫里",67.1
"高雄市","阿蓮區","中路里",75.8
"高雄市","阿蓮區","南蓮里",68
"高雄市","路竹區","竹東里",82.6
"高雄市","路竹區","竹西里",75.1
"高雄市","路竹區","竹滬里",70.7
"高雄市","路竹區","竹園里",64.6
"高雄市","路竹區","文南里",77.3
"高雄市","路竹區","文北里",70.6
"高雄市","路竹區","甲南里",70.8
"高雄市","路竹區","甲北里",71.5
"高雄市","路竹區","下坑里",67.8
"高雄市","路竹區","頂寮里",66.3
"高雄市","路竹區","鴨寮里",77.8
"高雄市","路竹區","社東里",66.5
"高雄市","路竹區","社西里",67.5
"高雄市","路竹區","社中里",60.8
"高雄市","路竹區","北嶺里",69.2
"高雄市","路竹區","三爺里",89.2
"高雄市","路竹區","後鄉里",73.6
"高雄市","路竹區","新達里",66.7
"高雄市","路竹區","竹南里",105.6
"高雄市","路竹區","社南里",75.1
"高雄市","燕巢區","東燕里",67.8
