"cty","dist","vil","vil.pay","fam.num","t.pay","med.pay","Q1.pay","Q3.pay","sd.pay","var.pay"
"臺中市","大里區","永隆里",1074,2814,3021153,789,421,1406,1205.1,112.25
"臺中市","大里區","長榮里",862,2581,2225562,600,342,1088,885.22,102.66
"臺中市","和平區","中坑里",640,75,47991,466,306,738,521.01,81.42
"臺中市","和平區","自由里",639,139,88761,533,344,876,453.7,71.05
"臺中市","和平區","平等里",677,86,58213,567,384,843,452.32,66.82
"臺中市","和平區","南勢里",641,359,230097,508,290,812,539.19,84.13
"臺中市","和平區","博愛里",639,316,201905,485,309,733,654.11,102.37
"臺中市","和平區","梨山里",690,199,137351,532,356,888,533.58,77.31
"臺中市","和平區","天輪里",619,84,51983,471,271,814,571.26,92.31
"臺中市","和平區","達觀里",692,121,83719,560,296,920,586.57,84.78
"基隆市","中正區","德義里",820,308,252496,568,288,1031,786.39,95.93
"基隆市","中正區","正義里",731,426,311473,555,365,898,567.19,77.57
"基隆市","中正區","信義里",799,321,256339,568,329,996,1308.26,163.83
"基隆市","中正區","義重里",710,346,245762,552,368,877,602.66,84.85
"基隆市","中正區","港通里",985,499,491605,644,346,1239,1107.89,112.46
"基隆市","中正區","中船里",739,384,283707,581,347,966,590.23,79.89
"基隆市","中正區","正船里",744,410,304994,576,341,907,708.03,95.18
"基隆市","中正區","入船里",753,276,207695,613,338,1027,562.73,74.78
"基隆市","中正區","中砂里",753,378,284540,551,317,962,724.05,96.19
"基隆市","中正區","正砂里",833,821,684151,589,342,1047,900.55,108.07
"基隆市","中正區","真砂里",833,464,386333,561,371,857,2511.25,301.61
"基隆市","中正區","砂灣里",718,633,454195,555,340,907,570.04,79.44
"基隆市","中正區","中濱里",644,388,249796,476,299,796,556.5,86.44
"基隆市","中正區","中正里",667,580,386963,505,322,817,618.95,92.77
"基隆市","中正區","正濱里",823,327,269266,592,397,933,1094.26,132.89
"基隆市","中正區","社寮里",629,529,332895,503,336,781,497.54,79.06
"基隆市","中正區","平寮里",646,440,284123,530,347,809,488.05,75.58
"基隆市","中正區","八斗里",656,418,274393,531,339,848,522.67,79.62
"基隆市","中正區","長潭里",683,132,90135,516,380,842,553.75,81.1
"基隆市","中正區","砂子里",661,1374,907599,531,335,841,540.23,81.78
"基隆市","中正區","海濱里",637,361,229923,514,344,849,440.2,69.12
"基隆市","中正區","建國里",859,640,549720,645,398,1168,665.47,77.48
"基隆市","中正區","和憲里",573,243,139269,480,313,709,428.49,74.76
"基隆市","中正區","碧砂里",594,340,201942,478,309,742,452.17,76.13
"基隆市","中正區","新豐里",768,1603,1231841,610,365,1001,660.28,85.92
"基隆市","中正區","新富里",691,1437,993268,536,330,867,554.25,80.18
"基隆市","七堵區","八德里",656,554,363158,505,329,802,576.9,88.01
"基隆市","七堵區","長興里",691,1274,879905,546,357,852,532.16,77.05
"基隆市","七堵區","正光里",726,747,542560,555,331,883,655.65,90.27
"基隆市","七堵區","永平里",736,656,483110,560,356,954,596.96,81.06
"基隆市","七堵區","富民里",790,1291,1020206,589,352,991,741.26,93.8
"基隆市","七堵區","自強里",681,281,191381,534,325,857,525.74,77.19
"基隆市","七堵區","泰安里",693,1431,991006,549,344,857,588.29,84.95
"基隆市","七堵區","堵南里",660,688,454111,520,335,845,506.65,76.76
"基隆市","七堵區","堵北里",699,1231,860764,550,344,871,587.35,84
"基隆市","七堵區","六堵里",769,741,569951,580,379,956,694.06,90.24
"基隆市","七堵區","友一里",1101,645,709829,736,408,1357,1263.23,114.79
"基隆市","七堵區","友二里",551,115,63350,472,261,662,419.25,76.11
"基隆市","七堵區","瑪東里",719,70,50358,457,304,753,833.85,115.91
"基隆市","七堵區","瑪南里",656,134,87883,528,318,777,553.5,84.39
"基隆市","七堵區","瑪西里",607,83,50374,479,270,809,460.4,75.86
"基隆市","七堵區","永安里",760,784,596016,570,361,958,726.88,95.61
"基隆市","七堵區","百福里",737,2010,1481125,558,352,928,696.99,94.59
"基隆市","七堵區","實踐里",661,1280,846503,522,331,813,521.36,78.83
"基隆市","七堵區","正明里",758,736,557981,589,357,1011,604.81,79.78
"基隆市","七堵區","長安里",665,658,437304,500,343,829,544.05,81.86
"基隆市","暖暖區","碇內里",735,784,576200,569,346,933,634.96,86.4
"基隆市","暖暖區","過港里",734,1149,843046,558,350,907,740.71,100.95
"基隆市","暖暖區","暖暖里",780,815,635454,612,378,1022,595.68,76.4
"基隆市","暖暖區","暖同里",819,846,692727,581,344,968,925.7,113.05
"基隆市","暖暖區","暖西里",879,1503,1320657,623,375,1085,893.73,101.71
"基隆市","暖暖區","暖東里",676,115,77688,513,328,777,579.55,85.79
"基隆市","暖暖區","八西里",742,442,328080,563,350,989,630.15,84.9
"基隆市","暖暖區","八堵里",784,189,148266,567,377,871,1319.42,168.19
"基隆市","暖暖區","八南里",642,219,140699,504,334,777,541.89,84.35
"基隆市","暖暖區","八中里",633,142,89945,490,319,772,508.15,80.22
"基隆市","暖暖區","碇和里",773,972,751714,586,346,1009,667.71,86.34
"基隆市","暖暖區","碇安里",788,1623,1279226,626,378,1032,647.5,82.15
"基隆市","暖暖區","碇祥里",774,1618,1252017,600,362,976,667.25,86.23
"基隆市","仁愛區","仁德里",866,407,352381,562,307,1024,1404.88,162.26
"基隆市","仁愛區","和明里",990,671,664171,679,368,1255,1761.49,177.96
"基隆市","仁愛區","水錦里",838,652,546565,653,348,1147,699.52,83.45
"基隆市","仁愛區","玉田里",856,337,288585,627,374,1094,885,103.35
"基隆市","仁愛區","新店里",793,292,231475,545,285,955,841.83,106.19
"基隆市","仁愛區","文昌里",733,290,212670,533,322,908,675.08,92.06
"基隆市","仁愛區","誠仁里",641,308,197486,525,338,825,514.81,80.29
"基隆市","仁愛區","林泉里",730,582,424720,565,320,906,726.58,99.56
"基隆市","仁愛區","育仁里",609,215,130955,494,324,740,492.45,80.85
"基隆市","仁愛區","吉仁里",616,834,513993,495,305,765,503.34,81.67
"基隆市","仁愛區","博愛里",792,526,416427,569,336,949,962.57,121.58
"基隆市","仁愛區","福仁里",674,233,157088,514,333,834,642.11,95.24
"基隆市","仁愛區","智仁里",875,909,795612,645,389,1188,748.29,85.49
"基隆市","仁愛區","曲水里",728,276,200929,580,311,914,638.88,87.76
"基隆市","仁愛區","德厚里",756,587,443677,569,361,928,791.19,104.68
"基隆市","仁愛區","英仁里",617,388,239559,488,291,789,465.88,75.46
"基隆市","仁愛區","龍門里",619,219,135640,489,327,767,479.91,77.49
"基隆市","仁愛區","花崗里",758,374,283579,560,326,966,652.49,86.05
"基隆市","仁愛區","同風里",579,198,114609,423,264,753,476.04,82.24
"基隆市","仁愛區","虹橋里",871,526,457957,620,382,1167,992.36,113.98
"基隆市","仁愛區","書院里",650,288,187180,452,294,715,719.86,110.76
"基隆市","仁愛區","獅球里",634,268,169976,503,304,782,483.83,76.28
"基隆市","仁愛區","忠勇里",796,328,261190,571,343,982,719.51,90.36
"基隆市","仁愛區","文安里",574,231,132573,483,272,737,455.33,79.34
"基隆市","仁愛區","明德里",690,208,143495,528,308,934,569.98,82.62
"基隆市","仁愛區","兆連里",682,199,135728,508,327,849,584.25,85.66
"基隆市","仁愛區","崇文里",692,287,198572,506,319,806,650.6,94.03
"基隆市","仁愛區","朝棟里",747,865,646549,562,335,984,606.1,81.09
"基隆市","仁愛區","光華里",738,754,556752,572,334,945,648.4,87.81
"基隆市","中山區","安平里",637,264,168104,508,324,790,510.46,80.17
"基隆市","中山區","安民里",699,362,253078,543,334,901,577.29,82.57
"基隆市","中山區","新建里",667,203,135402,530,285,828,597.42,89.57
"基隆市","中山區","中山里",662,302,199899,516,321,831,585.97,88.53
"基隆市","中山區","民治里",624,267,166703,508,323,787,524.97,84.08
"基隆市","中山區","中興里",685,431,295305,538,333,886,530.01,77.36
"基隆市","中山區","仁正里",655,251,164495,534,352,779,469.96,71.71
"基隆市","中山區","健民里",637,372,236790,529,334,798,477.55,75.02
"基隆市","中山區","通化里",671,281,188672,533,372,800,583.25,86.87
"基隆市","中山區","居仁里",691,372,256869,525,355,881,569.19,82.43
"基隆市","中山區","通明里",678,556,377070,539,326,870,561.84,82.85
"基隆市","中山區","協和里",788,488,384623,585,377,1111,646.2,81.99
"基隆市","中山區","文化里",672,282,189456,535,325,921,493.66,73.48
"基隆市","中山區","和平里",789,162,127823,711,410,1129,496.87,62.97
"基隆市","中山區","仙洞里",671,186,124740,528,338,747,551.16,82.18
"基隆市","中山區","太白里",719,249,178991,621,399,933,517.25,71.96
"基隆市","中山區","西榮里",667,202,134755,538,334,803,560.72,84.05
"基隆市","中山區","西華里",691,295,203885,529,317,843,638.44,92.38
"基隆市","中山區","西定里",647,293,189468,516,322,850,486.77,75.28
"基隆市","中山區","西康里",641,400,256518,529,346,837,474.42,73.98
"基隆市","中山區","德和里",875,2063,1805672,621,377,1147,814.36,93.04
"基隆市","中山區","德安里",813,1247,1013328,629,394,1038,677.57,83.38
"基隆市","中山區","中和里",762,1815,1383327,582,368,941,869.62,114.1
"基隆市","中山區","和慶里",674,1852,1248346,565,361,841,497.35,73.78
"基隆市","安樂區","嘉仁里",650,1052,683850,502,315,807,545.05,83.85
"基隆市","安樂區","樂一里",542,182,98685,461,278,684,429.56,79.22
"基隆市","安樂區","定國里",647,314,203177,520,346,846,488.76,75.54
"基隆市","安樂區","安和里",710,301,213600,556,327,846,584.62,82.38
"基隆市","安樂區","定邦里",643,383,246194,506,304,816,564.11,87.76
"基隆市","安樂區","永康里",646,650,419597,532,337,806,512.8,79.44
"基隆市","安樂區","慈仁里",622,305,189699,489,324,791,472.11,75.91
"基隆市","安樂區","干城里",606,618,374410,520,349,757,405.5,66.93
"基隆市","安樂區","外寮里",720,1340,965105,570,334,929,602.94,83.71
"基隆市","安樂區","中崙里",802,537,430883,586,376,1019,765.92,95.46
"基隆市","安樂區","內寮里",799,1737,1387789,576,355,994,777.9,97.36
"基隆市","安樂區","西川里",641,336,215421,478,305,798,795.06,124.01
"基隆市","安樂區","新西里",670,414,277291,531,354,851,515.42,76.95
"基隆市","安樂區","新崙里",759,1323,1004054,589,361,964,651.67,85.87
"基隆市","安樂區","鶯歌里",927,1130,1047246,668,369,1244,1089.22,117.53
"基隆市","安樂區","三民里",672,990,665530,526,321,864,528.93,78.68
"基隆市","安樂區","四維里",869,1869,1623718,649,388,1186,761.74,87.68
"基隆市","安樂區","五福里",749,1220,914236,565,363,927,734.65,98.03
"基隆市","安樂區","六合里",813,1446,1175648,583,362,1042,759.29,93.39
"基隆市","安樂區","七賢里",710,989,701834,551,342,876,581.45,81.94
"基隆市","安樂區","長樂里",1156,1273,1471107,784,435,1444,1669.17,144.44
"基隆市","安樂區","武崙里",881,1553,1368499,695,399,1148,727.88,82.6
"基隆市","安樂區","興寮里",772,1490,1150896,607,369,1014,590.7,76.47
"基隆市","安樂區","鶯安里",949,1126,1068539,738,400,1261,838.7,88.38
"基隆市","安樂區","壯觀里",989,1462,1445867,826,465,1277,834.18,84.35
"基隆市","信義區","仁壽里",903,436,393803,591,320,1035,1078.3,119.38
"基隆市","信義區","仁義里",965,550,530611,649,412,1247,1208.46,125.26
"基隆市","信義區","義幸里",848,878,744120,597,337,1082,948.42,111.91
"基隆市","信義區","義民里",761,255,194130,588,324,968,674.24,88.56
"基隆市","信義區","義和里",728,415,302257,579,351,941,567.15,77.87
"基隆市","信義區","智慧里",805,220,177026,625,365,1080,686.76,85.35
"基隆市","信義區","智誠里",638,427,272283,494,314,800,497.78,78.06
"基隆市","信義區","禮儀里",783,546,427424,571,354,982,737.54,94.21
"基隆市","信義區","禮東里",908,602,546369,621,385,1086,997.24,109.88
"基隆市","信義區","信綠里",795,777,618068,610,366,1045,685.29,86.15
"基隆市","信義區","孝岡里",722,436,314762,559,346,940,564.37,78.17
"基隆市","信義區","孝深里",652,1048,683475,534,336,819,505.79,77.55
"基隆市","信義區","東光里",750,660,494829,553,350,941,781.62,104.25
"基隆市","信義區","東安里",776,974,756170,557,345,949,787.29,101.41
"基隆市","信義區","義昭里",822,329,270423,603,339,1084,765.73,93.16
"基隆市","信義區","東明里",763,1211,923556,593,362,1007,615.71,80.73
"基隆市","信義區","東信里",842,1339,1126872,636,385,1134,692.45,82.28
"基隆市","信義區","孝賢里",806,1147,924559,607,366,1040,761.5,94.47
"基隆市","信義區","孝德里",644,729,469591,550,340,807,471.69,73.23
"基隆市","信義區","孝忠里",915,2065,1888530,678,382,1182,1249.33,136.61
"臺南市","東　區","路東里",1024,512,524378,659,366,1123,1985.53,193.87
"臺南市","東　區","大福里",751,538,404137,543,330,851,1808.78,240.79
"臺南市","東　區","東安里",868,486,421926,591,330,1081,982.59,113.18
"臺南市","東　區","德高里",772,799,616523,566,347,972,716.38,92.84
"臺南市","東　區","小東里",1059,1423,1506631,704,397,1294,1090.23,102.97
"臺南市","東　區","後甲里",749,884,662488,585,346,977,617.59,82.41
"臺南市","東　區","關聖里",1547,1510,2336492,1000,496,1849,3004.14,194.15
"臺南市","東　區","圍下里",1062,722,767058,660,348,1206,1282.62,120.73
"臺南市","東　區","虎尾里",919,1559,1433454,661,378,1152,999.73,108.73
"臺南市","東　區","中西里",1143,1149,1312853,757,363,1489,1511.16,132.26
"臺南市","東　區","泉南里",1127,1606,1809281,663,385,1285,1846.13,163.87
"臺南市","東　區","龍山里",1301,1728,2247370,839,437,1583,1899.16,146.03
"臺南市","東　區","忠孝里",949,1384,1313355,672,372,1201,914.46,96.37
"臺南市","東　區","崇誨里",726,768,557351,581,327,937,619.04,85.3
"臺南市","東　區","大學里",1415,517,731729,921,446,1941,1356.48,95.84
"臺南市","東　區","大德里",702,453,318215,532,300,869,646.74,92.07
"臺南市","東　區","東光里",1531,1840,2816346,826,435,1590,7125.59,465.54
"臺南市","東　區","大智里",830,1965,1630990,621,360,1036,730.5,88.01
"臺南市","東　區","新東里",1023,886,906054,684,384,1343,1043.02,101.99
"臺南市","東　區","仁和里",743,1297,964056,612,356,954,579.07,77.91
"臺南市","東　區","富強里",880,1485,1307237,596,347,1084,972.97,110.53
"臺南市","東　區","衛國里",1041,473,492326,612,339,1042,2255.92,216.74
"臺南市","東　區","自強里",986,1793,1767210,669,380,1182,1318.7,133.79
"臺南市","東　區","崇善里",996,1660,1653702,720,396,1256,943.93,94.75
"臺南市","東　區","崇學里",1025,1075,1102252,645,352,1219,1234.68,120.42
"臺南市","東　區","崇明里",1206,1446,1743255,826,421,1598,1261.26,104.62
"臺南市","東　區","裕農里",943,1001,943646,631,357,1096,1289.5,136.79
"臺南市","東　區","莊敬里",1072,1355,1452796,754,407,1322,1062.52,99.1
"臺南市","東　區","和平里",988,1449,1431943,703,385,1249,931.4,94.25
"臺南市","東　區","富裕里",792,713,564780,544,342,1022,715.49,90.33
"臺南市","東　區","東明里",1107,1186,1313403,710,375,1369,1555.39,140.45
"臺南市","東　區","崇德里",936,1638,1532511,643,378,1119,1042.57,111.43
"臺南市","東　區","東智里",756,693,523752,614,374,950,590.78,78.17
"臺南市","東　區","東聖里",772,713,550206,597,362,924,725.6,94.03
"臺南市","東　區","崇成里",1050,1003,1053307,753,393,1322,1167.24,111.15
"臺南市","東　區","東門里",1104,658,726758,649,359,1172,3308.93,299.59
"臺南市","東　區","成大里",920,632,581569,629,348,1140,938.24,101.96
"臺南市","東　區","大同里",832,839,697994,538,296,984,1255.5,150.91
"臺南市","東　區","德光里",1189,1472,1750783,747,400,1388,3850.27,323.72
"臺南市","東　區","崇信里",883,1256,1108951,651,359,1132,936.11,106.02
"臺南市","東　區","崇文里",953,1955,1863920,714,398,1242,851.59,89.32
"臺南市","東　區","復興里",821,1077,884718,606,358,993,815.38,99.26
"臺南市","東　區","裕聖里",1378,1522,2096832,1111,574,1854,1142.98,82.96
"臺南市","東　區","文聖里",1363,1432,1951463,1032,545,1846,1224.85,89.88
"臺南市","東　區","南聖里",1456,818,1190874,960,488,1900,2491.78,171.16
"臺南市","南　區","竹溪里",1245,615,765887,702,381,1483,1891.25,151.87
"臺南市","南　區","新昌里",752,677,508896,486,289,870,1327.88,176.65
"臺南市","南　區","田寮里",766,977,748099,560,330,882,891.3,116.4
"臺南市","南　區","荔宅里",284,10,2842,261,157,370,207.58,73.05
"臺南市","南　區","明亮里",650,990,643036,510,331,782,562.19,86.55
"臺南市","南　區","日新里",704,510,358875,503,313,791,1207.96,171.66
"臺南市","南　區","光明里",612,1055,645347,494,325,739,475.76,77.78
"臺南市","南　區","白雪里",648,449,290768,508,302,792,601.14,92.83
"臺南市","南　區","喜東里",686,542,372005,509,304,874,630.45,91.85
"臺南市","南　區","喜南里",614,237,145587,477,328,727,556.42,90.58
"臺南市","南　區","喜北里",578,496,286706,476,306,772,405.28,70.11
"臺南市","南　區","省躬里",645,649,418544,487,335,743,869.61,134.84
"臺南市","南　區","佛壇里",627,589,369063,492,324,803,485.2,77.43
"臺南市","南　區","同安里",629,545,342600,500,327,760,512.25,81.49
"臺南市","南　區","興農里",540,473,255619,419,275,661,621.79,115.06
"臺南市","南　區","明德里",547,82,44846,444,344,669,295.07,53.95
"臺南市","南　區","廣州里",823,689,567114,551,305,973,930.25,113.02
"臺南市","南　區","新興里",846,892,754795,581,314,1004,1019.02,120.43
"臺南市","南　區","大成里",805,263,211718,567,291,900,871.58,108.27
"臺南市","南　區","國宅里",685,802,549225,521,326,889,602.44,87.97
"臺南市","南　區","新生里",671,854,572808,533,321,870,560.8,83.61
"臺南市","南　區","大林里",1038,722,749221,652,364,1219,1272.9,122.67
"臺南市","南　區","大忠里",732,1268,928409,511,311,876,838.59,114.53
"臺南市","南　區","大恩里",763,1085,827716,568,348,951,698.37,91.55
"臺南市","南　區","明興里",647,916,593029,488,306,812,601.05,92.84
"臺南市","南　區","文華里",807,1035,835447,504,294,854,1727.97,214.07
"臺南市","南　區","再興里",868,757,657320,551,317,921,1479.51,170.39
"臺南市","南　區","金華里",787,1464,1151487,565,323,944,876.6,111.45
"臺南市","南　區","南都里",645,599,386521,518,326,819,515.6,79.9
"臺南市","南　區","開南里",592,1483,877482,483,321,737,434.35,73.41
"臺南市","南　區","彰南里",1078,602,648819,618,370,1180,1766.7,163.92
"臺南市","南　區","建南里",690,1408,971636,538,318,876,589.22,85.38
"臺南市","南　區","郡南里",670,1006,674114,516,330,826,569.15,84.94
"臺南市","南　區","府南里",747,1395,1041579,553,343,940,655.2,87.75
"臺南市","南　區","文南里",941,1723,1620671,604,353,1042,3501.07,372.21
"臺南市","南　區","鯤鯓里",565,325,183577,484,302,687,435.58,77.11
"臺南市","南　區","松安里",613,378,231577,475,322,748,469.79,76.68
"臺南市","南　區","永寧里",550,368,202537,470,293,703,411.23,74.72
"臺南市","南　區","南華里",586,597,350013,479,319,715,623.91,106.42
"臺南市","北　區","振興里",915,577,527857,579,356,1038,1163.25,127.15
"臺南市","北　區","新勝里",726,526,381613,492,315,891,700.14,96.5
"臺南市","北　區","開元里",715,647,462860,526,314,865,775.12,108.35
"臺南市","北　區","大道里",672,522,350559,554,320,896,543.11,80.87
"臺南市","北　區","大山里",579,103,59614,444,293,685,725.58,125.36
"臺南市","北　區","和順里",1124,2475,2783082,723,402,1300,1805.73,160.58
"臺南市","北　區","興北里",716,388,277733,545,337,905,643.06,89.84
"臺南市","北　區","興南里",890,495,440359,664,358,1088,925.03,103.98
"臺南市","北　區","六甲里",716,705,504710,541,329,875,641.86,89.66
"臺南市","北　區","安民里",730,332,242207,538,317,881,804.76,110.31
"臺南市","北　區","成功里",981,1524,1494568,686,381,1180,1341.16,136.76
"臺南市","北　區","文元里",1019,2010,2049012,740,415,1300,979.49,96.08
"臺南市","北　區","大港里",765,1609,1231315,553,332,913,845,110.42
"臺南市","北　區","大仁里",632,236,149131,549,339,818,438.18,69.34
"臺南市","北　區","國姓里",747,423,315866,522,299,853,771.2,103.28
"臺南市","北　區","實踐里",709,575,407495,568,351,914,583.69,82.36
"臺南市","北　區","延平里",656,418,274133,490,295,781,659.7,100.59
"臺南市","北　區","光武里",687,340,233558,562,318,874,536.63,78.12
"臺南市","北　區","勝安里",816,316,257733,521,334,888,1027.37,125.96
"臺南市","北　區","東興里",1252,599,749672,685,377,1374,1609.81,128.63
"臺南市","北　區","力行里",838,787,659297,569,342,995,863.97,103.13
"臺南市","北　區","裕民里",845,385,325159,534,301,983,1023.53,121.19
"臺南市","北　區","仁愛里",1156,667,770786,687,383,1414,1382.42,119.63
"臺南市","北　區","正覺里",817,822,671763,496,309,819,1568.81,191.97
"臺南市","北　區","正風里",682,368,251040,514,309,788,787.53,115.44
"臺南市","北　區","小康里",680,580,394536,483,313,777,700.31,102.95
"臺南市","北　區","華興里",741,644,477030,565,331,882,714.3,96.43
"臺南市","北　區","大豐里",779,1274,993078,514,318,883,1093.16,140.24
"臺南市","北　區","重興里",1202,708,850804,718,402,1289,1837.17,152.88
"臺南市","北　區","國興里",859,496,426189,568,332,975,1453.68,169.18
"臺南市","北　區","長榮里",772,669,516446,589,319,1023,685.84,88.84
"臺南市","北　區","中樓里",866,474,410567,609,343,1049,941.06,108.65
"臺南市","北　區","公園里",818,545,445755,590,334,1039,857.16,104.8
"臺南市","北　區","玉皇里",838,455,381425,511,287,899,1427.31,170.26
"臺南市","北　區","長德里",730,350,255622,506,300,858,705.86,96.65
"臺南市","北　區","三德里",741,311,230576,497,294,935,799.98,107.9
"臺南市","北　區","五福里",645,308,198743,462,286,760,782.69,121.3
"臺南市","北　區","元寶里",883,983,867669,700,397,1096,755.25,85.56
"臺南市","北　區","永祥里",665,832,553198,507,338,808,549.48,82.64
"臺南市","北　區","成德里",1225,4186,5129262,869,449,1619,1558.49,127.19
"臺南市","北　區","文成里",1004,1081,1084921,705,404,1256,1153.17,114.9
"臺南市","北　區","大和里",754,1110,836405,564,338,944,645.7,85.69
"臺南市","北　區","賢北里",1066,1139,1214558,696,361,1205,1789.79,167.84
"臺南市","安南區","<ed><U+00AE><U+00AD><ed><U+00B5><U+00AF>南里",678,1178,798655,540,339,838,560.82,82.72
"臺南市","安南區","東和里",995,427,424985,769,383,1372,812.83,81.67
"臺南市","安南區","州北里",750,1263,947427,556,339,918,649.66,86.61
"臺南市","安南區","州南里",649,1321,856966,504,330,814,543.38,83.76
"臺南市","安南區","安順里",788,1397,1100884,594,373,968,686.11,87.07
"臺南市","安南區","新順里",798,1922,1532870,592,357,1027,691.84,86.75
"臺南市","安南區","安東里",665,761,506067,502,318,810,598.15,89.95
"臺南市","安南區","安西里",770,912,702008,562,336,918,854.26,110.98
"臺南市","安南區","安慶里",731,1669,1219331,534,342,895,709.55,97.12
"臺南市","安南區","頂安里",771,1207,930868,581,367,954,726.16,94.16
"臺南市","安南區","原佃里",872,529,461367,582,368,968,1112.94,127.61
"臺南市","安南區","總頭里",687,420,288420,507,331,807,688.61,100.28
"臺南市","安南區","長安里",622,1025,637843,510,323,795,469.18,75.4
"臺南市","安南區","公親里",659,274,180555,527,340,767,539.67,81.9
"臺南市","安南區","海東里",700,1403,982424,542,328,862,594.74,84.94
"臺南市","安南區","海西里",652,553,360441,500,321,784,664.81,102
"臺南市","安南區","海南里",610,507,309400,452,307,716,604.38,99.04
"臺南市","安南區","溪心里",762,1768,1347219,584,352,983,640.77,84.09
"臺南市","安南區","淵東里",738,1097,809535,541,351,886,819.77,111.09
"臺南市","安南區","淵中里",676,762,515114,516,323,837,586.73,86.79
"臺南市","安南區","淵西里",654,673,440101,500,313,791,569.64,87.11
"臺南市","安南區","佃東里",613,711,435532,518,339,770,437.53,71.43
"臺南市","安南區","佃西里",641,354,226962,485,320,802,538.82,84.04
"臺南市","安南區","公<ed><U+00AE><U+00AD><ed><U+00B5><U+00AF>里",588,197,115862,478,335,716,444.93,75.65
"臺南市","安南區","南興里",620,317,196648,492,318,752,528.12,85.13
"臺南市","安南區","學東里",612,400,244705,511,316,729,482.18,78.82
"臺南市","安南區","城東里",563,260,146509,454,302,675,440.92,78.25
"臺南市","安南區","城西里",642,259,166403,516,338,827,470.28,73.2
"臺南市","安南區","城南里",637,550,350558,495,321,791,505.79,79.35
"臺南市","安南區","城北里",572,283,161939,488,303,691,406.48,71.04
"臺南市","安南區","城中里",578,221,127673,473,303,738,459.74,79.58
"臺南市","安南區","砂崙里",605,243,146996,482,302,758,529.66,87.56
"臺南市","安南區","青草里",667,214,142738,533,347,821,468.21,70.2
"臺南市","安南區","四草里",677,314,212436,506,325,848,587.61,86.85
"臺南市","安南區","<ed><U+00A1><U+0094><ed><U+00B2><U+0081>田里",881,352,310236,620,393,1094,848.11,96.23
"臺南市","安南區","顯宮里",654,306,200098,507,315,815,518.83,79.34
"臺南市","安南區","鹿耳里",574,169,97014,462,297,712,430.62,75.02
"臺南市","安南區","安和里",625,649,405841,486,302,750,684.93,109.53
"臺南市","安南區","溪北里",732,811,593433,534,325,891,724.64,99.03
"臺南市","安南區","溪頂里",708,1308,926525,553,348,924,572.67,80.85
"臺南市","安南區","溪墘里",658,830,546391,503,331,795,574.9,87.33
"臺南市","安南區","海佃里",643,1102,708692,479,315,788,543.14,84.46
"臺南市","安南區","幸福里",595,915,544731,470,315,758,456.8,76.73
"臺南市","安南區","梅花里",712,1112,791542,532,341,853,699.92,98.33
"臺南市","安南區","鳳凰里",695,1196,831136,537,332,857,610.27,87.82
"臺南市","安南區","理想里",692,1315,909660,548,342,877,549.69,79.46
"臺南市","安南區","溪東里",744,988,734747,563,349,896,741.27,99.68
"臺南市","安南區","布袋里",677,448,303434,522,322,816,683.75,100.95
"臺南市","安南區","國安里",673,607,408563,528,333,827,558.09,82.91
"臺南市","安南區","安富里",697,1352,942934,539,329,883,587.14,84.19
"臺南市","安南區","大安里",564,875,493523,469,305,714,392.24,69.54
"臺南市","安平區","西門里",566,292,165363,498,317,728,398.47,70.36
"臺南市","安平區","金城里",859,458,393222,588,357,986,989.42,115.24
"臺南市","安平區","石門里",692,539,373232,530,327,838,650.61,93.96
"臺南市","安平區","漁光里",544,79,42951,489,325,709,327.28,60.2
"臺南市","安平區","建平里",1017,1400,1423192,678,381,1259,1300.87,127.97
"臺南市","安平區","怡平里",1117,1228,1371355,678,373,1268,2720.51,243.61
"臺南市","安平區","華平里",821,1464,1202213,599,340,1045,812.62,98.96
"臺南市","安平區","平通里",962,1850,1779448,669,366,1132,1532.6,159.34
"臺南市","安平區","文平里",950,1584,1504990,663,355,1188,970.75,102.17
"臺南市","安平區","國平里",973,2097,2041221,692,392,1218,979.14,100.59
"臺南市","安平區","育平里",924,2104,1943884,661,384,1099,1749.03,189.31
"臺南市","安平區","億載里",971,777,754420,682,397,1224,1105.45,113.85
"臺南市","安平區","海頭里",640,320,204853,514,333,818,552.32,86.28
"臺南市","安平區","港仔里",771,278,214218,529,325,855,924.04,119.92
"臺南市","安平區","平安里",752,998,750097,545,318,960,702.1,93.41
"臺南市","中西區","銀同里",849,328,278402,500,304,970,1458.71,171.86
"臺南市","中西區","福安里",1384,332,459557,544,273,1006,5909.4,426.92
"臺南市","中西區","赤崁里",1604,454,728174,623,323,1209,6703.17,417.93
"臺南市","中西區","法華里",1069,934,998399,699,370,1324,1156.05,108.15
"臺南市","中西區","郡王里",1446,530,766502,733,452,1303,5293.7,366.03
"臺南市","中西區","開山里",806,530,427425,548,317,990,971.67,120.49
"臺南市","中西區","五妃里",973,599,582977,666,338,1197,1180.85,121.33
"臺南市","中西區","大南里",1347,449,604765,658,378,1156,4022.38,298.64
"臺南市","中西區","小西里",703,215,151192,495,287,869,1057.02,150.31
"臺南市","中西區","仙草里",836,776,648508,582,340,1032,951.94,113.91
"臺南市","中西區","公正里",976,542,529184,647,337,1190,1134.51,116.2
"臺南市","中西區","進學里",1123,452,507641,678,374,1341,1758.76,156.6
"臺南市","中西區","建國里",999,407,406610,513,274,1007,2352.95,235.52
