"cty","dist","vil","vil.pay","fam.num","t.pay","med.pay","Q1.pay","Q3.pay","sd.pay","var.pay"
"新北市","土城區","員仁里",640,1672,1070409,506,323,787,538.95,84.18
"新北市","土城區","日新里",688,1394,959315,526,329,878,651.34,94.65
"新北市","土城區","瑞興里",727,890,647274,541,355,887,702.88,96.65
"新北市","土城區","清溪里",822,1907,1568314,577,351,992,1060.38,128.94
"新北市","土城區","清和里",623,1670,1040336,504,322,780,492.13,79
"新北市","土城區","永豐里",867,1263,1094618,609,364,1113,777.35,89.69
"新北市","土城區","日和里",695,1692,1175677,502,334,853,593.41,85.4
"新北市","土城區","平和里",729,1947,1419677,516,336,863,2027.83,278.1
"新北市","土城區","樂利里",711,1630,1158436,542,332,879,591.63,83.25
"新北市","土城區","廣福里",903,1752,1582065,631,387,1143,1023.14,113.3
"新北市","土城區","學府里",721,1059,763586,550,367,879,574.27,79.64
"新北市","土城區","延壽里",671,1297,869999,523,339,826,596.88,88.98
"新北市","土城區","安和里",688,1402,964045,536,333,898,524.38,76.26
"新北市","土城區","青雲里",803,831,667284,535,342,874,1472.02,183.32
"新北市","土城區","員福里",733,1626,1192077,540,338,892,709.52,96.78
"新北市","土城區","延吉里",624,1114,694621,492,327,759,514.05,82.44
"新北市","土城區","復興里",778,1383,1076567,556,351,975,698.92,89.79
"新北市","土城區","裕生里",759,1669,1266095,565,353,959,661.03,87.14
"新北市","土城區","員信里",751,1327,996007,552,341,891,822.45,109.58
"新北市","土城區","延和里",760,1859,1413413,562,359,946,654.9,86.14
"新北市","土城區","學成里",760,962,731274,575,362,950,657.07,86.44
"新北市","土城區","永富里",644,1400,901535,521,343,809,470.67,73.09
"新北市","土城區","中正里",816,913,745428,611,372,1062,697.05,85.37
"新北市","土城區","學士里",1005,1438,1444572,715,408,1316,1005.02,100.04
"新北市","土城區","明德里",1012,1851,1872653,742,413,1340,1046.1,103.4
"新北市","土城區","廣興里",823,1059,871307,610,356,1014,789.43,95.95
"新北市","土城區","青山里",708,802,568211,514,334,840,912.24,128.76
"新北市","土城區","金城里",817,1692,1382748,624,377,1013,910.81,111.45
"新北市","土城區","延祿里",662,1117,739407,541,346,791,525.87,79.44
"新北市","瑞芳區","龍潭里",836,268,223917,520,337,876,1313.93,157.26
"新北市","瑞芳區","龍鎮里",650,404,262719,493,324,799,596.71,91.76
"新北市","瑞芳區","龍山里",631,403,254360,484,322,792,532.06,84.3
"新北市","瑞芳區","龍川里",667,502,335071,513,329,856,549.81,82.37
"新北市","瑞芳區","龍安里",638,173,110357,496,324,845,486.34,76.24
"新北市","瑞芳區","柑坪里",600,325,195089,490,310,718,483.36,80.52
"新北市","瑞芳區","爪峰里",629,1140,716665,514,313,799,477.58,75.97
"新北市","瑞芳區","基山里",663,97,64265,546,336,768,522.13,78.81
"新北市","瑞芳區","永慶里",559,81,45316,426,260,673,482.06,86.17
"新北市","瑞芳區","崇文里",754,82,61833,533,331,865,770.16,102.14
"新北市","瑞芳區","福住里",592,32,18942,543,304,764,326.26,55.12
"新北市","瑞芳區","頌德里",549,85,46665,475,267,675,537.52,97.91
"新北市","瑞芳區","瓜山里",1059,52,55050,475,349,1155,1883.8,177.94
"新北市","瑞芳區","石山里",748,97,72559,573,344,1009,596.15,79.7
"新北市","瑞芳區","新山里",570,88,50164,474,322,745,408.94,71.74
"新北市","瑞芳區","銅山里",548,55,30149,496,292,737,348.52,63.58
"新北市","瑞芳區","龍興里",818,657,537424,628,362,1056,697.57,85.28
"新北市","瑞芳區","<U+6FD3>洞里",714,130,92756,563,307,1060,585.34,82.04
"新北市","瑞芳區","吉慶里",611,521,318109,496,314,744,558.98,91.55
"新北市","瑞芳區","傑魚里",566,594,335961,451,302,704,482.9,85.38
"新北市","瑞芳區","上天里",565,424,239558,478,319,704,375.79,66.51
"新北市","瑞芳區","猴硐里",555,125,69379,411,278,613,614.43,110.7
"新北市","瑞芳區","光復里",492,80,39373,484,259,686,302.69,61.5
"新北市","瑞芳區","弓橋里",575,98,56361,392,276,610,804.6,139.9
"新北市","瑞芳區","碩仁里",493,25,12320,301,240,608,475.8,96.55
"新北市","瑞芳區","海濱里",644,292,187910,467,299,804,728.82,113.25
"新北市","瑞芳區","深澳里",600,268,160795,509,294,765,469.02,78.17
"新北市","瑞芳區","鼻頭里",513,134,68739,410,263,604,534.47,104.19
"新北市","瑞芳區","南雅里",519,53,27496,453,332,664,300.99,58.02
"新北市","瑞芳區","吉安里",622,878,545792,513,306,772,520.35,83.71
"新北市","瑞芳區","<U+6FD3>新里",692,69,47742,467,290,1001,551.69,79.73
"新北市","瑞芳區","瑞濱里",613,556,340678,474,303,802,468.58,76.47
"新北市","瑞芳區","東和里",574,493,282847,480,295,745,417.11,72.7
"新北市","瑞芳區","新峰里",642,921,591399,514,324,820,482.11,75.08
"新北市","平溪區","薯榔里",505,101,50966,398,272,698,365.02,72.34
"新北市","平溪區","白石里",558,74,41314,471,340,686,336.65,60.3
"新北市","平溪區","菁桐里",597,71,42384,447,303,708,514.92,86.26
"新北市","平溪區","平溪里",530,91,48225,396,293,682,392.5,74.06
"新北市","平溪區","石底里",618,127,78484,458,268,791,613.78,99.32
"新北市","平溪區","嶺腳里",591,177,104660,431,283,742,563.24,95.25
"新北市","平溪區","東勢里",747,89,66462,525,306,931,986.34,132.08
"新北市","平溪區","平湖里",536,31,16615,447,292,637,396.48,73.97
"新北市","平溪區","南山里",489,86,42073,461,263,657,296.73,60.65
"新北市","平溪區","新寮里",560,29,16241,559,260,748,332.34,59.34
"新北市","平溪區","十分里",625,206,128663,442,288,743,688.63,110.25
"新北市","平溪區","望古里",720,36,25921,547,316,955,564.06,78.34
"新北市","雙溪區","雙溪里",1043,119,124079,469,277,682,5331.88,511.36
"新北市","雙溪區","共和里",600,137,82151,480,287,755,511.3,85.27
"新北市","雙溪區","新基里",639,217,138556,459,260,774,691.49,108.3
"新北市","雙溪區","魚行里",656,180,118100,480,314,833,493.2,75.17
"新北市","雙溪區","三港里",768,118,90662,608,387,999,592.95,77.18
"新北市","雙溪區","牡丹里",645,459,296154,485,300,782,692.32,107.3
"新北市","雙溪區","三貂里",970,71,68853,443,290,654,3078.8,317.48
"新北市","雙溪區","平林里",695,263,182889,529,331,846,612.04,88.01
"新北市","雙溪區","上林里",592,167,98920,484,283,726,464.72,78.46
"新北市","雙溪區","外柑里",556,101,56133,486,280,644,480.44,86.45
"新北市","雙溪區","長源里",520,83,43184,467,294,670,340.3,65.41
"新北市","雙溪區","泰平里",731,214,156533,486,321,854,893.84,122.2
"新北市","貢寮區","貢寮里",623,232,144473,478,306,743,582.21,93.49
"新北市","貢寮區","雙玉里",694,194,134660,493,317,756,739.42,106.52
"新北市","貢寮區","龍崗里",620,100,61952,436,316,765,499.92,80.69
"新北市","貢寮區","吉林里",641,107,68640,422,282,698,1020.7,159.11
"新北市","貢寮區","龍門里",603,176,106099,471,292,714,529.28,87.8
"新北市","貢寮區","福隆里",582,391,227505,439,273,695,582.55,100.12
"新北市","貢寮區","福連里",618,182,112434,460,278,722,700.26,113.35
"新北市","貢寮區","仁里里",639,484,309086,474,284,836,568.19,88.97
"新北市","貢寮區","真理里",569,497,282734,444,265,682,480.24,84.42
"新北市","貢寮區","美豐里",609,172,104765,517,279,789,675.8,110.95
"新北市","貢寮區","和美里",579,227,131346,473,312,698,482,83.3
"新北市","金山區","和平里",690,124,85602,471,292,856,806.12,116.77
"新北市","金山區","大同里",653,181,118183,533,306,829,555.15,85.02
"新北市","金山區","豐漁里",553,104,57561,434,298,663,453.17,81.88
"新北市","金山區","磺港里",547,360,196798,414,276,690,442.33,80.91
"新北市","金山區","美田里",647,1250,808686,514,300,836,536.28,82.89
"新北市","金山區","五湖里",662,507,335454,485,287,800,1004.77,151.86
"新北市","金山區","重和里",750,371,278127,461,260,779,1101.48,146.93
"新北市","金山區","兩湖里",547,106,57998,388,217,728,479.2,87.58
"新北市","金山區","六股里",606,171,103580,463,266,703,637.7,105.28
"新北市","金山區","三界里",550,146,80261,423,259,726,470.97,85.67
"新北市","金山區","清泉里",593,200,118611,467,297,830,472.66,79.7
"新北市","金山區","西湖里",713,57,40652,543,375,957,566.65,79.45
"新北市","金山區","萬壽里",599,103,61707,500,304,825,408.28,68.15
"新北市","金山區","永興里",543,155,84173,431,261,678,460.94,84.88
"新北市","金山區","金美里",603,1421,857271,458,277,778,520.82,86.33
"新北市","萬里區","萬里里",622,1204,749042,469,304,765,648.64,104.26
"新北市","萬里區","龜吼里",733,505,370011,523,293,855,895.47,122.22
"新北市","萬里區","野柳里",623,662,412627,476,298,721,734.93,117.91
"新北市","萬里區","大鵬里",579,710,411297,458,285,725,489.99,84.58
"新北市","萬里區","磺潭里",705,155,109212,545,306,933,576.58,81.83
"新北市","萬里區","雙興里",991,218,216028,532,330,879,3257.87,328.76
"新北市","萬里區","溪底里",655,153,100171,540,322,857,487.2,74.41
"新北市","萬里區","崁腳里",640,129,82593,489,347,726,579.66,90.54
"新北市","萬里區","中幅里",643,284,182735,482,287,771,724.12,112.54
"新北市","萬里區","北基里",555,613,339927,449,286,698,433.42,78.16
"新北市","淡水區","草東里",830,257,213322,558,302,1030,861.6,103.8
"新北市","淡水區","長庚里",784,484,379592,540,302,952,878.58,112.02
"新北市","淡水區","清文里",698,330,230452,502,287,798,889.95,127.44
"新北市","淡水區","鄧公里",1370,2322,3181368,734,410,1338,14673.75,1071
"新北市","淡水區","永吉里",737,270,198940,547,349,936,704.5,95.61
"新北市","淡水區","協元里",710,444,315127,543,320,899,609.05,85.81
"新北市","淡水區","民安里",867,242,209771,553,263,1097,1139.78,131.49
"新北市","淡水區","新生里",972,194,188664,551,336,1021,1974.97,203.08
"新北市","淡水區","文化里",942,600,565384,634,355,1141,2422.14,257.04
"新北市","淡水區","油車里",821,1643,1348254,610,351,1021,795.04,96.88
"新北市","淡水區","沙崙里",759,1034,785200,545,339,912,835.97,110.09
"新北市","淡水區","水碓里",785,1851,1453201,565,337,991,793.54,101.08
"新北市","淡水區","北投里",943,2468,2328293,726,398,1243,835.07,88.52
"新北市","淡水區","崁頂里",1004,1428,1433990,763,419,1285,990.62,98.65
"新北市","淡水區","屯山里",680,271,184373,529,334,804,601.33,88.39
"新北市","淡水區","中和里",743,167,124018,567,343,847,727.64,97.98
"新北市","淡水區","水源里",756,610,461101,562,332,977,724.74,95.88
"新北市","淡水區","忠寮里",795,302,240053,532,322,886,1049.6,132.05
"新北市","淡水區","樹興里",1019,354,360664,590,345,1108,1638.05,160.78
"新北市","淡水區","埤島里",805,424,341273,598,341,989,836.22,103.89
"新北市","淡水區","興仁里",981,455,446569,542,313,1001,3860.25,393.31
"新北市","淡水區","義山里",658,780,513314,502,305,793,680.26,103.37
"新北市","淡水區","蕃薯里",941,259,243812,584,337,969,2451.58,260.43
"新北市","淡水區","忠山里",698,255,177977,511,290,853,682.5,97.79
"新北市","淡水區","賢孝里",717,410,293849,539,343,869,745.16,103.97
"新北市","淡水區","竿蓁里",1073,3250,3487514,732,405,1244,1719.49,160.24
"新北市","淡水區","坪頂里",932,439,409127,589,330,1154,1404.43,150.7
"新北市","淡水區","八勢里",1329,1899,2524101,834,416,1483,2354.55,177.14
"新北市","淡水區","竹圍里",941,2245,2112206,679,405,1193,993.96,105.65
"新北市","淡水區","中興里",742,1218,903460,544,326,902,762.21,102.76
"新北市","淡水區","福德里",1183,2393,2830997,790,416,1424,2277.49,192.51
"新北市","淡水區","民生里",923,2361,2179392,649,371,1142,1138.46,123.33
"新北市","淡水區","新興里",852,2330,1985688,653,360,1077,856.14,100.46
"新北市","淡水區","新義里",721,1134,817685,520,328,845,707.95,98.18
"新北市","淡水區","新春里",982,1941,1905434,707,400,1222,1169.95,119.18
"新北市","淡水區","新民里",1020,1327,1353477,670,398,1276,1368.65,134.19
"新北市","淡水區","正德里",873,1308,1142166,678,364,1144,724,82.91
"新北市","淡水區","北新里",969,843,816755,703,388,1360,860.67,88.83
"新北市","淡水區","幸福里",736,1161,854570,572,340,944,627.37,85.23
"新北市","淡水區","學府里",779,1216,947494,598,342,995,787.29,101.04
"新北市","淡水區","民權里",916,1278,1170405,672,371,1207,845.49,92.32
"新北市","淡水區","大庄里",894,1490,1332135,632,369,1092,1001.88,112.06
"新北市","汐止區","仁德里",748,563,421037,534,348,852,1119.48,149.69
"新北市","汐止區","義民里",726,444,322252,516,328,835,733.77,101.1
"新北市","汐止區","禮門里",823,329,270626,570,344,910,980.72,119.23
"新北市","汐止區","智慧里",993,1419,1409706,715,399,1238,983.61,99.01
"新北市","汐止區","信望里",892,109,97241,473,242,779,2716.94,304.55
"新北市","汐止區","橋東里",819,1183,968439,599,360,1021,847.77,103.56
"新北市","汐止區","茄苳里",697,1366,951599,563,356,889,567.85,81.51
"新北市","汐止區","保安里",681,460,313046,543,329,846,747.67,109.86
"新北市","汐止區","保長里",712,1324,943196,572,354,927,562.86,79.01
"新北市","汐止區","鄉長里",720,687,494770,545,343,902,604.15,83.89
"新北市","汐止區","江北里",726,1784,1295314,554,343,906,673.23,92.72
"新北市","汐止區","烘內里",904,450,407006,634,375,1070,895.43,99
"新北市","汐止區","拱北里",656,1363,894748,510,335,801,557.94,84.99
"新北市","汐止區","樟樹里",645,693,446715,499,328,773,563.48,87.41
"新北市","汐止區","北峰里",666,1402,934257,520,335,813,605.08,90.8
"新北市","汐止區","北山里",903,1896,1712259,600,367,1079,1451.3,160.7
"新北市","汐止區","八連里",643,280,179968,506,331,814,503.29,78.3
"新北市","汐止區","白雲里",983,1313,1290490,700,379,1217,1083.36,110.23
"新北市","汐止區","橫科里",847,1390,1177609,603,360,1010,880.21,103.9
"新北市","汐止區","東山里",701,165,115603,541,370,828,602.65,86.02
"新北市","汐止區","新昌里",852,1769,1506845,621,364,1079,773.73,90.83
"新北市","汐止區","秀峰里",741,1270,941048,556,336,984,619.78,83.64
"新北市","汐止區","復興里",1147,2543,2916723,792,429,1474,1269.09,110.65
"新北市","汐止區","長安里",660,466,307410,514,324,845,514.18,77.94
"新北市","汐止區","福山里",1233,1277,1574740,674,389,1453,1862.2,151.01
"新北市","汐止區","宜興里",1050,1030,1081280,674,390,1160,1405.72,133.91
"新北市","汐止區","中興里",758,2478,1879008,565,355,937,699.11,92.2
"新北市","汐止區","湖光里",1057,2099,2217762,734,417,1304,1289.16,122.01
"新北市","汐止區","厚德里",809,2280,1844710,608,380,1013,777.05,96.04
"新北市","汐止區","忠孝里",788,2381,1875042,585,360,975,783.5,99.49
"新北市","汐止區","文化里",850,1299,1103537,617,359,1039,939.16,110.55
"新北市","汐止區","自強里",954,1649,1573296,657,376,1190,1533.3,160.71
"新北市","汐止區","金龍里",791,1600,1266212,610,380,988,676.69,85.51
"新北市","汐止區","福德里",787,986,776109,574,354,985,752.18,95.56
"新北市","汐止區","興福里",838,961,804936,629,398,1077,722.96,86.31
"新北市","汐止區","康福里",897,1900,1703877,680,406,1145,786.43,87.7
"新北市","汐止區","忠山里",1609,1290,2075578,834,455,1783,3136.72,194.95
"新北市","汐止區","環河里",715,466,333269,538,325,841,748.93,104.72
"新北市","汐止區","東勢里",1439,1444,2078299,860,466,1658,2479.22,172.26
"新北市","汐止區","山光里",756,779,589035,596,387,964,590.88,78.14
"新北市","汐止區","大同里",807,893,720268,584,358,1024,785.71,97.41
"新北市","汐止區","崇德里",866,1518,1314779,637,396,1106,777.61,89.78
"新北市","汐止區","湖興里",1181,2185,2579611,751,431,1378,1924.85,163.04
"新北市","汐止區","長青里",1490,345,514171,803,358,1813,1833.74,123.04
"新北市","汐止區","福安里",1054,1847,1946301,791,435,1384,908.2,86.19
"新北市","汐止區","秀山里",1200,1376,1650895,719,394,1388,2014.74,167.93
"新北市","汐止區","建成里",909,1632,1482970,724,401,1191,748.45,82.37
"新北市","汐止區","城中里",947,1363,1290838,724,430,1261,776.34,81.97
"新北市","汐止區","湖蓮里",1280,891,1140155,918,460,1640,1280.06,100.03
"新北市","汐止區","保新里",696,771,536880,555,348,891,537.94,77.25
"新北市","三芝區","八賢里",593,94,55750,472,230,764,615.22,103.73
"新北市","三芝區","埔頭里",603,1376,829653,486,294,774,485.6,80.54
"新北市","三芝區","古庄里",670,283,189474,523,330,822,544.43,81.32
"新北市","三芝區","新庄里",574,219,125719,444,285,727,435.44,75.85
"新北市","三芝區","埔坪里",613,1832,1123422,472,290,748,571.79,93.24
"新北市","三芝區","茂長里",645,165,106358,468,297,896,553.7,85.9
"新北市","三芝區","橫山里",622,136,84565,434,266,805,633.16,101.83
"新北市","三芝區","錫板里",662,214,141703,502,304,759,603.13,91.09
"新北市","三芝區","後厝里",882,640,564566,564,311,960,1501.67,170.23
"新北市","三芝區","福德里",961,226,217268,570,330,1066,1342.87,139.68
"新北市","三芝區","圓山里",948,167,158386,540,318,887,2506.51,264.28
"新北市","三芝區","店子里",623,159,99136,506,292,786,503.45,80.75
"新北市","三芝區","興華里",843,331,279071,526,336,818,1493,177.08
"新北市","石門區","德茂里",538,243,130691,445,278,633,499.59,92.89
"新北市","石門區","富基里",595,339,201840,462,295,743,471.95,79.27
"新北市","石門區","老梅里",752,568,427149,452,294,747,3612.55,480.38
"新北市","石門區","山溪里",637,207,131926,479,300,768,604.53,94.85
"新北市","石門區","石門里",665,441,293074,487,319,814,564.52,84.95
"新北市","石門區","尖鹿里",622,451,280324,465,315,780,581.24,93.51
"新北市","石門區","乾華里",604,77,46479,488,340,762,503.71,83.45
"新北市","石門區","茂林里",754,233,175684,593,348,1036,534.72,70.92
"新北市","石門區","草里里",591,263,155532,464,305,726,467.76,79.1
"新北市","八里區","龍源里",907,1957,1775370,593,357,1023,1671.24,184.22
"新北市","八里區","米倉里",764,873,666843,564,335,935,749.35,98.1
"新北市","八里區","大崁里",803,736,591149,567,338,965,861.04,107.2
"新北市","八里區","埤頭里",728,1008,733404,552,335,879,725.33,99.69
"新北市","八里區","頂罟里",720,483,347661,524,323,901,664.49,92.32
"新北市","八里區","舊城里",692,1815,1256260,544,343,884,555.08,80.2
"新北市","八里區","訊塘里",707,1058,747953,542,345,894,605.19,85.61
"新北市","八里區","荖阡里",718,441,316747,524,342,850,669.25,93.18
"新北市","八里區","下罟里",726,379,274970,507,319,844,887.38,122.31
"新北市","八里區","長坑里",611,390,238475,488,300,787,470.64,76.97
"新北市","永和區","下溪里",952,1225,1166398,644,382,1162,1189.49,124.93
"新北市","永和區","中溪里",985,1586,1562351,679,393,1229,1111.25,112.81
"新北市","永和區","上溪里",939,648,608226,674,369,1205,964.9,102.8
"新北市","永和區","後溪里",1051,590,619919,687,373,1217,1793.09,170.65
"新北市","永和區","頂溪里",1014,874,886352,665,373,1304,1375.1,135.59
"新北市","永和區","網溪里",924,372,343914,689,383,1127,922.76,99.81
"新北市","永和區","復興里",917,851,780323,639,346,1156,900.02,98.15
"新北市","永和區","竹林里",946,1222,1155850,650,369,1151,1171.98,123.91
"新北市","永和區","中興里",982,934,917122,657,391,1143,1048.92,106.82
"新北市","永和區","店街里",1142,1416,1616613,740,410,1406,1563.67,136.96
"新北市","永和區","潭墘里",1138,1568,1784523,763,397,1496,1444.42,126.92
"新北市","永和區","水源里",936,1389,1300739,690,361,1222,884.08,94.41
"新北市","永和區","秀朗里",807,1281,1034208,605,359,993,767.8,95.1
"新北市","永和區","大同里",713,247,176044,550,327,902,761.33,106.82
"新北市","永和區","永成里",704,237,166907,555,349,880,591.2,83.95
"新北市","永和區","福和里",1097,1923,2109548,750,393,1406,1288.48,117.45
"新北市","永和區","豫溪里",976,1219,1189371,687,360,1266,956.86,98.07
"新北市","永和區","上林里",1035,1120,1158848,693,410,1252,1279.92,123.7
"新北市","永和區","新<ed><U+00AE><U+00BF><ed><U+00BE><U+00B4>里",941,732,688882,679,403,1215,841.5,89.42
"新北市","永和區","和平里",1025,1622,1662428,687,376,1265,1567.57,152.94
"新北市","永和區","仁愛里",975,882,859891,648,394,1275,955.16,97.97
"新北市","永和區","前溪里",997,715,713029,657,360,1212,1183.08,118.64
"新北市","永和區","永興里",879,1045,918160,636,367,1076,870.91,99.12
"新北市","永和區","永安里",1150,1486,1709320,756,395,1446,1544.7,134.29
"新北市","永和區","雙和里",989,1300,1285786,758,416,1286,906.66,91.67
"新北市","永和區","得和里",1016,1527,1551182,689,395,1340,1031.81,101.57
"新北市","永和區","大新里",1019,920,937739,718,375,1347,1030.05,101.06
"新北市","永和區","桂林里",986,1200,1182686,666,383,1261,1039.72,105.49
"新北市","永和區","勵行里",816,364,296886,581,345,1043,737.27,90.39
"新北市","永和區","光復里",880,583,512812,646,369,1133,811.58,92.27
"新北市","永和區","光明里",966,1008,974187,680,376,1276,918.92,95.08
"新北市","永和區","信義里",1034,943,974762,697,391,1265,1504.32,145.53
"新北市","永和區","正興里",951,799,759965,635,350,1211,1040.5,109.39
"新北市","永和區","忠義里",662,180,119207,532,299,838,569.42,85.98
"新北市","永和區","新生里",707,219,154731,559,381,888,526.93,74.58
"新北市","永和區","河堤里",1112,1099,1222539,769,416,1377,1113.28,100.08
"新北市","永和區","民治里",892,1001,892730,627,365,1072,1501.32,168.34
"新北市","永和區","智光里",781,1057,825604,592,361,1039,653.1,83.61
"新北市","永和區","秀和里",1034,1668,1724253,672,379,1284,1310.65,126.79
"新北市","永和區","潭安里",993,1578,1567171,697,390,1298,1234.64,124.32
"新北市","永和區","永貞里",1039,1191,1237327,675,371,1226,2511.61,241.76
"新北市","永和區","福林里",890,1082,963179,608,355,1160,924.83,103.89
"新北市","永和區","安和里",1010,1355,1368645,699,395,1260,1321.52,130.83
"新北市","永和區","文化里",870,804,699777,626,357,1162,815.15,93.66
"新北市","永和區","民權里",1017,1547,1573115,681,387,1209,1502.1,147.72
"新北市","永和區","民生里",919,1249,1148219,636,370,1117,2007.05,218.32
"新北市","永和區","永福里",1049,994,1042481,701,397,1279,1316.05,125.48
"新北市","永和區","河濱里",1053,1049,1104107,681,405,1230,1399.63,132.98
"新北市","永和區","永元里",924,1674,1546905,661,375,1186,892.81,96.62
"新北市","永和區","秀成里",925,900,832587,655,385,1108,1080.79,116.83
"新北市","永和區","秀林里",893,1192,1063908,632,369,1126,939.88,105.3
"新北市","永和區","秀得里",950,899,854180,649,413,1166,1130.81,119.01
"新北市","永和區","民族里",1035,1565,1620118,686,393,1267,1427.5,137.89
"新北市","永和區","民本里",1032,1325,1367693,700,415,1306,1125.43,109.03
"新北市","永和區","民樂里",1157,1609,1862174,717,395,1352,1521.41,131.46
"新北市","永和區","協和里",820,910,745866,575,341,1006,916.35,111.8
"新北市","永和區","保平里",979,1574,1540820,657,380,1261,1119.88,114.4
"新北市","永和區","保安里",1180,2480,2925936,781,409,1471,1387.22,117.58
"新北市","永和區","民富里",826,917,757310,647,368,1076,714.41,86.51
"新北市","永和區","秀元里",880,1024,900711,610,364,1127,863.04,98.12
"新北市","永和區","永樂里",971,809,785767,715,408,1315,818.29,84.25
"新北市","永和區","保順里",1243,3360,4177930,891,473,1603,1609.52,129.44
"宜蘭縣","宜蘭市","南門里",805,162,130361,613,381,958,763.89,94.93
"宜蘭縣","宜蘭市","大道里",647,363,234755,486,302,827,536.02,82.88
"宜蘭縣","宜蘭市","建軍里",763,855,652566,585,352,941,667.07,87.4
"宜蘭縣","宜蘭市","民族里",841,758,637279,602,368,1036,781.53,92.96
"宜蘭縣","宜蘭市","思源里",981,2441,2395461,748,424,1303,804.13,81.94
"宜蘭縣","宜蘭市","負郭里",837,936,783490,624,376,1089,716.79,85.63
"宜蘭縣","宜蘭市","神農里",877,175,153403,614,351,1100,839.77,95.8
"宜蘭縣","宜蘭市","和睦里",736,735,541232,574,333,946,641.8,87.16
"宜蘭縣","宜蘭市","昇平里",715,180,128742,546,329,912,578.41,80.87
"宜蘭縣","宜蘭市","民生里",651,104,67710,450,217,819,638.98,98.14
"宜蘭縣","宜蘭市","新興里",720,157,113112,579,331,945,685.49,95.15
"宜蘭縣","宜蘭市","大東里",708,162,114764,525,309,905,676.18,95.45
"宜蘭縣","宜蘭市","民權里",787,559,440160,603,322,1026,724.28,91.98
"宜蘭縣","宜蘭市","慈安里",676,1302,879629,537,337,856,518.9,76.81
"宜蘭縣","宜蘭市","新民里",772,208,160606,524,268,878,1114.57,144.35
"宜蘭縣","宜蘭市","東門里",904,137,123822,584,322,1059,938.27,103.81
"宜蘭縣","宜蘭市","中正里",723,146,105572,563,338,993,595.19,82.31
"宜蘭縣","宜蘭市","小東里",674,414,279004,517,309,925,522.46,77.53
"宜蘭縣","宜蘭市","菜園里",732,383,280266,535,326,894,1020.21,139.42
"宜蘭縣","宜蘭市","孝廉里",657,241,158386,512,326,845,536.85,81.69
"宜蘭縣","宜蘭市","中山里",659,193,127265,532,319,820,555.23,84.2
"宜蘭縣","宜蘭市","北門里",650,233,151358,539,321,849,465.12,71.6
"宜蘭縣","宜蘭市","西門里",704,330,232438,558,314,903,584.5,82.98
"宜蘭縣","宜蘭市","鄂王里",752,193,145155,587,319,946,692.44,92.07
"宜蘭縣","宜蘭市","慶和里",650,191,124092,508,341,883,456.3,70.23
"宜蘭縣","宜蘭市","凱旋里",747,471,351857,559,329,930,668.36,89.47
"宜蘭縣","宜蘭市","南津里",877,403,353617,674,387,1120,749.29,85.39
"宜蘭縣","宜蘭市","建業里",1071,430,460342,698,380,1385,1110.77,103.76
"宜蘭縣","宜蘭市","南橋里",942,177,166656,651,350,1212,903.61,95.97
"宜蘭縣","宜蘭市","進士里",860,1884,1621109,623,356,1093,904.73,105.14
"宜蘭縣","宜蘭市","茭白里",655,685,448849,555,334,832,477.46,72.87
"宜蘭縣","宜蘭市","新生里",646,695,449267,512,322,774,538.62,83.32
"宜蘭縣","宜蘭市","梅洲里",648,779,504907,514,294,874,517.61,79.86
"宜蘭縣","宜蘭市","北津里",704,491,345445,548,326,920,571.99,81.3
"宜蘭縣","宜蘭市","東村里",809,1478,1195669,618,343,1046,708.09,87.53
"宜蘭縣","宜蘭市","延平里",845,1867,1577942,654,364,1142,673.75,79.72
"宜蘭縣","宜蘭市","黎明里",792,506,400581,631,373,1028,632.69,79.92
"宜蘭縣","宜蘭市","七張里",693,328,227287,526,298,765,1080.71,155.96
"宜蘭縣","宜蘭市","復興里",813,911,740861,576,352,1041,851.75,104.74
"宜蘭縣","宜蘭市","文化里",874,1046,914422,653,366,1104,777.84,88.98
"宜蘭縣","頭城鎮","石城里",581,61,35458,479,292,619,621.53,106.92
"宜蘭縣","頭城鎮","大里里",560,127,71104,472,293,731,413.76,73.9
"宜蘭縣","頭城鎮","大溪里",558,167,93139,456,307,669,480.58,86.17
"宜蘭縣","頭城鎮","更新里",614,286,175558,462,280,752,667.5,108.74
"宜蘭縣","頭城鎮","合興里",530,69,36590,420,253,697,396.67,74.8
"宜蘭縣","頭城鎮","外澳里",836,166,138830,548,326,905,1574.38,188.25
"宜蘭縣","頭城鎮","港口里",640,152,97336,415,278,751,755.32,117.95
"宜蘭縣","頭城鎮","武營里",723,402,290739,550,308,946,614.37,84.95
"宜蘭縣","頭城鎮","城東里",661,210,138711,475,247,812,596.88,90.36
"宜蘭縣","頭城鎮","城西里",629,190,119561,482,285,784,572.57,90.99
"宜蘭縣","頭城鎮","城南里",735,190,139642,531,322,840,707.59,96.28
"宜蘭縣","頭城鎮","城北里",723,135,97612,561,315,949,623.51,86.23
"宜蘭縣","頭城鎮","大坑里",563,291,163810,478,299,683,448.88,79.74
"宜蘭縣","頭城鎮","竹安里",599,428,256419,508,302,759,469.89,78.43
"宜蘭縣","頭城鎮","新建里",703,522,366844,551,338,856,571.76,81.36
"宜蘭縣","頭城鎮","拔雅里",699,448,313354,528,323,851,632.43,90.42
"宜蘭縣","頭城鎮","福成里",622,243,151120,527,345,746,474.13,76.24
