"yr.mth","obj.type","addr","obj.age","layout","fl/t.fl","obj.ping","landd.ping","park.ping","park.10k.pr","unit.10k.pr","total.10k.pr","brh.id"
"10312(實價)","公寓","新北市中和區員山路611巷2弄1~30號","43.8","2房/1廳/1衛","3 /共5層","11.65","2.7","--",0,32.4,377,"0174"
"10311(實價)","住宅大樓","新北市板橋區三民路二段121~150號","20.3","2房/1廳/1衛","4 /共12層","15.73","1.59","--",0,49.3,775,"0174"
"10311(實價)","住宅大樓","新北市板橋區民生路一段31~60號","19.9","3房/2廳/2衛","16 /共25層","48.13","2.96","--",0,43.2,2080,"0174"
"10311(實價)","住宅大樓","新北市板橋區三民路二段121~150號","20.3","2房/1廳/1衛","2 /共12層","15.73","1.59","--",0,45.8,720,"0174"
"10311(實價)","公寓","新北市板橋區三民路二段181巷1~30號","27.7","2房/2廳/2衛","1 /共5層","36.67","9.94","--",0,41.6,1525,"0174"
"10311(實價)","公寓","新北市板橋區中山路二段90巷31~60號","31.3","3房/2廳/2衛","3 /共5層","24.43","6.9","--",0,33.6,820,"0174"
"10311(實價)","公寓","新北市板橋區三民路二段居仁巷2弄31~60號","25.8","3房/2廳/2衛","2 /共5層","34.07","9.33","--",0,34.6,1179,"0174"
"10311(實價)","住宅大樓(含車位)","新北市板橋區三民路二段35巷1~30號","22.7","3房/3廳/2衛","12 /共21層","60.99","4.81","12.02",0,40.2,2450,"0174"
"10311(實價)","住宅大樓","新北市板橋區三民路二段35巷1~30號","22.7","3房/2廳/2衛","19 /共21層","57.51","5.14","--",0,50.4,2900,"0174"
"10311(實價)","公寓","新北市板橋區三民路二段81巷27弄1~30號","33.6","3房/2廳/1衛","3 /共5層","21.72","7.26","--",0,32.7,710,"0174"
"10311(實價)","住宅大樓(含車位)","新北市板橋區中山路二段121~150號","16.1","3房/2廳/2衛","7 /共14層","37.4","3.08","--",0,41.2,1540,"0174"
"10311(實價)","住宅大樓(含車位)","新北市板橋區光環路二段1~30號","0.9","4房/1廳/2衛","3 /共17層","78.97","9.6","7.08",205,55,4158,"0174"
"10311(實價)","公寓","新北市板橋區三民路二段241~270號","30","3房/1廳/1衛","5 /共5層","25.58","6.51","--",0,19.5,500,"0174"
"10311(實價)","公寓","新北市中和區員山路611巷2弄1~30號","43.8","2房/1廳/1衛","3 /共5層","12.1","2.53","--",0,24.8,300,"0174"
"10311(實價)","公寓","新北市中和區員山路611巷2弄1~30號","44.3","2房/0廳/2衛","4 /共5層","9.08","2.07","--",0,25.3,230,"0174"
"10310(實價)","透天厝","新北市板橋區三民路二段21巷61~90號","50.8","0房/0廳/0衛","1 /共1層","14.14","15.13","--",0,88.4,1250,"0174"
"10310(實價)","公寓","新北市板橋區三民路二段居仁巷2弄1~30號","25","4房/2廳/2衛","4 /共5層","40.44","9.8","--",0,32.1,1300,"0174"
"10310(實價)","住宅大樓(含車位)","新北市板橋區三民路二段35巷1~30號","22.6","4房/2廳/2衛","6 /共21層","57.53","4.57","--",0,37.5,2159,"0174"
"10310(實價)","公寓","新北市板橋區三民路二段181~210號","30","3房/2廳/2衛","4 /共5層","33.43","10.35","--",0,28.1,940,"0174"
"10310(實價)","住宅大樓(含車位)","新北市板橋區三民路二段61~90號","0.3","3房/2廳/2衛","6 /共12層","61.79","6.93","4.47",140,48.3,2910,"0174"
"10310(實價)","住宅大樓(含車位)","新北市板橋區三民路二段61~90號","0.3","3房/2廳/2衛","6 /共12層","65.1","7.26","4.47",140,50.4,3198,"0174"
"10310(實價)","公寓","新北市板橋區三民路二段186巷6弄1~30號","27.9","4房/2廳/2衛","3 /共5層","33.53","10.02","--",0,37.9,1270,"0174"
"10310(實價)","住宅大樓(含車位)","新北市板橋區三民路二段35巷1~30號","22.6","5房/2廳/2衛","19 /共21層","90.01","7.47","12.02",0,43.3,3900,"0174"
"10310(實價)","住宅大樓(含車位)","新北市板橋區民生路一段1~30號","11.8","4房/2廳/2衛","4 /共29層","66.19","3.5","7.19",0,46.8,3100,"0174"
"10310(實價)","公寓","新北市板橋區成功路1~30號","46.3","3房/3廳/3衛","1 /共3層","56.36","18.75","--",0,46.7,2630,"0174"
"10310(實價)","公寓","新北市中和區員山路611巷2弄1~30號","44.3","1房/1廳/1衛","5 /共5層","10.65","2.41","--",0,23.5,250,"0174"
"10403(實價)","公寓","新北市板橋區仁愛路49巷1~30號","30.1","1房/1廳/1衛","5 /共5層","13.99","4.04","--",0,37.2,520,"0484"
"10402(實價)","套房","新北市板橋區國慶路1~30號","19.2","1房/1廳/1衛","3 /共14層","18.4","2.78","--",0,33.2,610,"0484"
"10401(實價)","華廈","新北市板橋區縣民大道一段64巷31~60號","18.9","2房/2廳/2衛","7 /共7層","34.91","6.49","--",0,35.2,1230,"0484"
"10401(實價)","住宅大樓(含車位)","新北市板橋區南雅南路二段91~120號","3.6","3房/2廳/2衛","11 /共14層","54.57","5.85","11.18",180,59.9,2780,"0484"
"10312(實價)","住宅大樓(含車位)","新北市板橋區南雅南路二段121~150號","3.5","3房/2廳/2衛","4 /共13層","48.45","5.21","11.18",0,44.4,2150,"0484"
"10312(實價)","公寓","新北市板橋區國慶路149巷13弄1~30號","33.7","3房/2廳/2衛","1 /共5層","24.81","6.36","--",0,40.3,1000,"0484"
"10312(實價)","住宅大樓(含車位)","新北市板橋區南雅南路二段121~150號","3.5","3房/2廳/2衛","6 /共13層","48.64","5.21","11.18",0,47.5,2310,"0484"
"10312(實價)","住宅大樓","新北市板橋區南雅南路二段1~30號","17.3","3房/2廳/1衛","8 /共19層","31.88","4.63","--",0,51,1625,"0484"
"10312(實價)","住宅大樓","新北市板橋區信義路31~60號","20.2","3房/2廳/2衛","7 /共12層","33.18","3.85","--",0,35.8,1188,"0484"
"10312(實價)","公寓","新北市板橋區四川路一段339巷1~30號","33","2房/1廳/1衛","4 /共5層","23.54","7.93","--",0,28,660,"0484"
"10312(實價)","華廈","新北市板橋區貴興路61~90號","18.8","2房/2廳/1衛","7 /共7層","24.21","4.37","--",0,45.4,1098,"0484"
"10312(實價)","公寓","新北市板橋區四川路一段286巷1弄1~30號","44.4","3房/2廳/1衛","4 /共4層","28.44","12.02","--",0,37.6,1068,"0484"
"10312(實價)","公寓","新北市板橋區國慶路149巷43弄1~30號","31.2","4房/2廳/2衛","1 /共5層","33.75","10.48","--",0,40.7,1375,"0484"
"10312(實價)","公寓","新北市板橋區忠孝路48巷4弄61~90號","31","3房/2廳/1衛","2 /共5層","24.2","8.95","--",0,36.2,875,"0484"
"10311(實價)","套房","新北市板橋區四川路二段1~30號","15.3","1房/1廳/1衛","3 /共12層","14.7","2","--",0,40.1,590,"0484"
"10311(實價)","華廈","新北市板橋區信義路31~60號","18.9","0房/0廳/0衛","-1 /共6層","44.09","6.96","--",0,6.4,280,"0484"
"10311(實價)","住宅大樓","新北市板橋區南雅南路二段121~150號","3.4","2房/1廳/1衛","12 /共13層","24.19","3.44","--",0,64.9,1570,"0484"
"10310(實價)","住宅大樓","新北市板橋區南雅南路二段121~150號","3.3","3房/1廳/1衛","13 /共13層","24.19","3.44","--",0,64.5,1560,"0484"
"10310(實價)","住宅大樓","新北市板橋區國慶路1~30號","18.8","3房/1廳/1衛","5 /共13層","35.47","5.1","--",0,5.9,210,"0484"
"10310(實價)","住宅大樓","新北市板橋區信義路26巷1~30號","7.9","5房/3廳/3衛","13 /共13層","63","9.6","--",0,42.5,2680,"0484"
"10310(實價)","住宅大樓","新北市板橋區南雅南路二段121~150號","3.3","2房/2廳/1衛","2 /共13層","29.34","4.08","--",0,61.4,1800,"0484"
"10403(實價)","公寓","新北市板橋區文化路一段32巷1~30號","18.3","2房/1廳/1衛","3 /共5層","25.69","7.2","--",0,50.6,1300,"0587"
"10402(實價)","住宅大樓","新北市板橋區新府路91~120號","6.3","1房/1廳/1衛","10 /共24層","11.47","0.83","--",0,68.9,790,"0587"
"10402(實價)","套房","新北市板橋區漢生東路211~240號","5.6","1房/1廳/1衛","18 /共29層","23.43","1.52","--",0,84.5,1980,"0587"
"10402(實價)","住宅大樓(含車位)","新北市板橋區中山路一段181~210號","2.3","4房/2廳/2衛","4 /共29層","89.6","5.25","21.8",0,48,4305,"0587"
"10402(實價)","住宅大樓","新北市板橋區新府路91~120號","6.3","1房/1廳/1衛","12 /共24層","21.77","1.49","--",0,62.5,1360,"0587"
"10402(實價)","華廈(含車位)","新北市板橋區海山路1~30號","9","3房/2廳/2衛","5 /共9層","42.56","3.82","12.68",0,51.5,2191,"0587"
"10401(實價)","套房","新北市板橋區中山路一段151~180號","5.8","0房/1廳/1衛","3 /共13層","13.44","2.02","--",0,64.4,866,"0587"
"10401(實價)","套房","新北市板橋區中山路一段151~180號","5.8","1房/1廳/1衛","4 /共13層","15.48","2.32","--",0,74,1145,"0587"
"10401(實價)","住宅大樓(含車位)","新北市板橋區中山路一段181~210號","2.3","4房/2廳/2衛","18 /共29層","89.06","5.22","21.8",0,56.1,5000,"0587"
"10401(實價)","住宅大樓(含車位)","新北市板橋區中山路一段151~180號","4.1","4房/2廳/3衛","12 /共31層","137.77","8.79","44.2",960,71.3,7627,"0587"
"10401(實價)","住宅大樓(含車位)","新北市板橋區中山路一段181~210號","2.3","4房/2廳/3衛","21 /共29層","104.3","6.38","21.8",0,59.4,6200,"0587"
"10401(實價)","公寓","新北市板橋區中山路一段283巷2弄1~30號","40.3","3房/2廳/1衛","3 /共4層","25.05","7.94","--",0,24,600,"0587"
"10401(實價)","公寓","新北市板橋區民族路219巷91~120號","29.6","3房/2廳/2衛","4 /共5層","31.9","8.53","--",0,35.4,1130,"0587"
"10401(實價)","華廈(含車位)","新北市板橋區海山路1~30號","8.9","3房/2廳/2衛","8 /共9層","91.65","6.76","50.72",0,37.7,3455,"0587"
"10401(實價)","住宅大樓(含車位)","新北市板橋區中山路一段181~210號","2.3","4房/2廳/2衛","5 /共29層","78.63","5.19","10.9",0,58.5,4600,"0587"
"10312(實價)","公寓","新北市板橋區觀光街3巷1~30號","37.1","4房/1廳/2衛","4 /共5層","31.59","13.19","--",0,26.4,835,"0587"
"10312(實價)","住宅大樓(含車位)","新北市板橋區中山路一段151~180號","4","4房/2廳/5衛","26 /共35層","133.91","8.97","21.43",0,74.7,10000,"0587"
"10312(實價)","套房","新北市板橋區新府路121~150號","6.1","1房/1廳/1衛","22 /共24層","12.99","0.91","--",0,71.2,925,"0587"
"10312(實價)","住宅大樓(含車位)","新北市板橋區漢生東路241~270號","7.3","3房/2廳/2衛","14 /共29層","53.09","3.35","4.79",0,67.8,3600,"0587"
"10312(實價)","套房","新北市板橋區中山路一段151~180號","5.7","1房/1廳/1衛","9 /共13層","13.44","2.02","--",0,70.7,950,"0587"
"10312(實價)","套房","新北市板橋區新府路121~150號","6.1","1房/1廳/1衛","17 /共24層","13.88","0.97","--",0,68.4,950,"0587"
"10311(實價)","公寓","新北市板橋區長安街25巷11弄1~30號","28","2房/2廳/2衛","2 /共5層","25.19","6.84","--",0,44.5,1120,"0587"
"10311(實價)","住宅大樓","新北市板橋區漢生東路241~270號","5.3","2房/1廳/1衛","21 /共29層","21.05","1.36","--",0,85.5,1800,"0587"
"10311(實價)","華廈(含車位)","新北市板橋區民族路69巷18弄1~30號","18.2","3房/2廳/2衛","2 /共7層","44.97","7.15","13.25",0,42.3,1900,"0587"
"10311(實價)","住宅大樓(含車位)","新北市板橋區中山路一段151~180號","3.9","3房/2廳/2衛","24 /共31層","87.37","6.23","11.05",245,73.9,5888,"0587"
"10311(實價)","住宅大樓(含車位)","新北市板橋區漢生東路211~240號","5.3","2房/1廳/1衛","26 /共29層","27.28","1.72","3.84",0,77,2100,"0587"
"10311(實價)","套房","新北市板橋區新府路91~120號","6","1房/1廳/1衛","8 /共24層","14.7","1.01","--",0,68,1000,"0587"
"10311(實價)","華廈(含車位)","新北市板橋區觀光街31~60號","3.8","3房/1廳/1衛","7 /共7層","94.96","14.97","20.93",0,7.4,700,"0587"
"10311(實價)","住宅大樓(含車位)","新北市板橋區新站路1~30號","0.9","5房/2廳/6衛","25 /共26層","269.19","39.79","33.6",697,71.4,17516,"0587"
"10311(實價)","套房","新北市板橋區新府路121~150號","6","1房/1廳/1衛","4 /共24層","11.56","0.81","--",0,68.3,790,"0587"
"10311(實價)","住宅大樓(含車位)","新北市板橋區漢生東路211~240號","5.3","2房/2廳/1衛","27 /共29層","36.48","2.32","3.82",0,71,2588,"0587"
"10311(實價)","華廈","新北市板橋區漢生東路193巷1~30號","23.8","3房/2廳/2衛","5 /共7層","32.74","6.29","--",0,50.7,1660,"0587"
"10311(實價)","住宅大樓(含車位)","新北市板橋區中山路一段151~180號","3.9","4房/2廳/2衛","28 /共37層","104.13","7.51","10.71",0,80.7,8400,"0587"
"10311(實價)","公寓","新北市板橋區漢生東路125巷1~30號","33.5","3房/2廳/2衛","4 /共5層","25.85","6.72","--",0,48.4,1250,"0587"
"10311(實價)","住宅大樓(含車位)","新北市板橋區中山路一段151~180號","3.9","4房/3廳/4衛","18 /共35層","122.88","8.61","11.05",0,86,10568,"0587"
"10310(實價)","套房","新北市板橋區中山路一段151~180號","5.5","1房/1廳/1衛","7 /共13層","13.44","2.02","--",0,68.4,920,"0587"
"10310(實價)","住宅大樓(含車位)","新北市板橋區漢生東路271~300號","7.1","3房/2廳/2衛","17 /共29層","53.09","3.35","4.8",0,65.7,3490,"0587"
"10310(實價)","住宅大樓(含車位)","新北市板橋區中山路一段151~180號","3.8","4房/2廳/2衛","26 /共33層","104.9","6.78","22.84",520,77.1,6850,"0587"
"10310(實價)","住宅大樓(含車位)","新北市板橋區中山路一段151~180號","3.8","4房/2廳/2衛","27 /共33層","104.9","6.78","22.84",520,77.1,6850,"0587"
"10310(實價)","住宅大樓(含車位)","新北市板橋區中山路一段151~180號","3.8","4房/2廳/2衛","28 /共33層","104.9","6.78","22.84",520,78.1,6932,"0587"
"10310(實價)","住宅大樓(含車位)","新北市板橋區中山路一段151~180號","3.8","4房/2廳/2衛","29 /共33層","105.35","7.14","23.29",520,78.8,6985,"0587"
"10310(實價)","套房","新北市板橋區新府路121~150號","5.9","1房/1廳/1衛","19 /共24層","12.02","0.85","--",0,54.9,660,"0587"
"10310(實價)","透天厝","新北市板橋區中山路一段206巷31~60號","48.8","3房/1廳/1衛","1 /共2層","7.41","5.37","--",0,36.1,267,"0587"
"10310(實價)","住宅大樓(含車位)","新北市板橋區中山路一段151~180號","3.8","4房/2廳/3衛","24 /共33層","105.35","7.14","23.29",520,75.5,6718,"0587"
"10310(實價)","套房","新北市板橋區新府路121~150號","5.9","0房/0廳/0衛","14 /共24層","12.9","0.83","--",0,70.1,905,"0587"
"10310(實價)","套房","新北市板橋區中山路一段151~180號","5.5","1房/1廳/1衛","5 /共13層","13.44","2.02","--",0,69.2,930,"0587"
"10310(實價)","住宅大樓(含車位)","新北市板橋區縣民大道二段61~90號","3.9","0房/0廳/0衛","24 /共30層","152.6","9.46","33.26",800,81,10467,"0587"
"10310(實價)","套房","新北市板橋區新府路121~150號","5.9","0房/1廳/1衛","12 /共24層","12.02","0.85","--",0,68.6,825,"0587"
"10403(實價)","住宅大樓(含車位)","新北市板橋區中山路二段121~150號","16.4","0房/2廳/2衛","2 /共14層","32.6","3.51","--",0,85.9,2800,"1078"
"10402(實價)","住宅大樓","新北市板橋區板新路1~30號","16.2","2房/1廳/1衛","4 /共14層","24.05","2.85","--",0,8.5,204,"1078"
"10402(實價)","公寓","新北市板橋區漢生東路193巷83弄1~30號","34.4","3房/2廳/1衛","2 /共5層","25.2","7.2","--",0,33.3,838,"1078"
"10402(實價)","住宅大樓(含車位)","新北市板橋區民生路二段1~30號","17.5","3房/2廳/2衛","24 /共24層","31.75","1.5","--",0,40,1270,"1078"
"10402(實價)","公寓","新北市板橋區三民路二段正泰二巷1~30號","28.8","3房/2廳/2衛","4 /共5層","38.21","10.56","--",0,30.6,1168,"1078"
"10401(實價)","公寓","新北市板橋區永豐街75巷1~30號","33.8","5房/3廳/2衛","5 /共5層","21.35","6.35","--",0,32.3,690,"1078"
"10401(實價)","華廈(含車位)","新北市板橋區三民路二段正隆巷31~60號","19.8","2房/1廳/1衛","7 /共7層","38.89","7.55","--",0,34.7,1350,"1078"
"10401(實價)","套房","新北市板橋區民生路二段1~30號","17.4","1房/0廳/1衛","12 /共24層","11.33","0.56","--",0,41.9,475,"1078"
"10312(實價)","公寓","新北市板橋區觀光街3巷1~30號","37.1","4房/1廳/2衛","4 /共5層","31.59","13.19","--",0,26.4,835,"1078"
"10312(實價)","公寓","新北市板橋區永豐街55巷27弄1~30號","31","1房/2廳/1衛","1 /共5層","14.47","4.09","--",0,54.6,790,"1078"
"10312(實價)","公寓","新北市板橋區縣民大道三段128巷1~30號","33.3","3房/2廳/2衛","5 /共5層","28.08","8.23","--",0,26.7,750,"1078"
"10312(實價)","公寓","新北市板橋區中山路二段60巷1弄1~30號","40.6","3房/2廳/1衛","3 /共3層","28.82","14.62","--",0,40.6,1170,"1078"
"10312(實價)","住宅大樓","新北市板橋區中山路二段91~120號","18.5","4房/2廳/2衛","7 /共12層","56.48","5.87","--",0,44.3,2500,"1078"
"10312(實價)","華廈","新北市板橋區中山路二段212巷1~30號","16.7","3房/2廳/2衛","3 /共5層","29.87","7.82","--",0,36.2,1080,"1078"
"10312(實價)","套房","新北市板橋區民生路二段1~30號","17.3","1房/1廳/1衛","16 /共24層","13.97","0.81","--",0,52,726,"1078"
"10312(實價)","公寓","新北市板橋區中山路二段60巷1弄1~30號","41.3","3房/1廳/1衛","1 /共3層","25.06","12.61","--",0,23.9,600,"1078"
"10312(實價)","公寓","新北市板橋區民享街91~120號","31.2","4房/1廳/1衛","5 /共5層","21.54","5.08","--",0,39.5,850,"1078"
"10312(實價)","住宅大樓(含車位)","新北市板橋區民生路一段1~30號","13.3","3房/2廳/2衛","5 /共26層","49.43","3.2","7.37",0,6.4,317,"1078"
"10311(實價)","住宅大樓","新北市板橋區民生路二段31~60號","21","4房/2廳/2衛","3 /共12層","55.9","7.17","--",0,39.4,2200,"1078"
"10311(實價)","公寓","新北市板橋區中山路二段90巷31~60號","31.3","3房/2廳/2衛","3 /共5層","24.43","6.9","--",0,33.6,820,"1078"
"10311(實價)","住宅大樓(含車位)","新北市板橋區板新路1~30號","21.2","3房/2廳/2衛","12 /共12層","39.51","4.01","--",0,44.5,1760,"1078"
"10311(實價)","華廈(含車位)","新北市板橋區觀光街31~60號","3.8","3房/1廳/1衛","7 /共7層","94.96","14.97","20.93",0,7.4,700,"1078"
"10311(實價)","住宅大樓","新北市板橋區民生路二段121~150號","","2房/2廳/1衛","7 /共12層","15.11","1.48","--",0,41.7,630,"1078"
"10311(實價)","華廈(含車位)","新北市板橋區永豐街55巷1~30號","1.3","3房/2廳/2衛","7 /共7層","49.47","11.59","4.64",0,43.7,2160,"1078"
"10311(實價)","住宅大樓","新北市板橋區板新路1~30號","21.2","2房/2廳/2衛","12 /共12層","29.05","3.36","--",0,47.4,1378,"1078"
"10311(實價)","住宅大樓","新北市板橋區民生路二段1~30號","17.3","2房/2廳/1衛","16 /共24層","22.56","1.32","--",0,47,1060,"1078"
"10311(實價)","住宅大樓(含車位)","新北市板橋區中山路二段121~150號","16.1","3房/2廳/2衛","7 /共14層","37.4","3.08","--",0,41.2,1540,"1078"
"10311(實價)","公寓","新北市板橋區民生路二段91~120號","38.3","3房/2廳/1衛","3 /共4層","23.06","6.13","--",0,34.9,805,"1078"
"10311(實價)","公寓","新北市板橋區永豐街75巷1~30號","30.8","3房/1廳/1衛","3 /共5層","29.81","9","--",0,30.2,900,"1078"
"10311(實價)","華廈","新北市板橋區永豐街91~120號","16.4","0房/0廳/2衛","6 /共7層","31.32","4.86","--",0,39.9,1250,"1078"
"10310(實價)","公寓","新北市板橋區中山路二段40巷1~30號","34.2","3房/2廳/1衛","3 /共5層","26.79","8.71","--",0,41.1,1100,"1078"
"10310(實價)","公寓","新北市板橋區中山路二段40巷10弄1~30號","32.8","3房/2廳/1衛","2 /共5層","23.59","7.74","--",0,39,920,"1078"
"10310(實價)","住宅大樓(含車位)","新北市板橋區民生路一段91~120號","4.2","2房/1廳/1衛","12 /共21層","20.15","1.61","6.63",0,27.3,550,"1078"
"10310(實價)","公寓","新北市板橋區縣民大道三段31~60號","38.2","2房/1廳/1衛","3 /共4層","14.97","6.35","--",0,35.4,530,"1078"
"10310(實價)","透天厝","新北市板橋區中山路一段206巷31~60號","48.8","3房/1廳/1衛","1 /共2層","7.41","5.37","--",0,36.1,267,"1078"
"10310(實價)","公寓","新北市板橋區三民路二段186巷6弄1~30號","27.9","4房/2廳/2衛","3 /共5層","33.53","10.02","--",0,37.9,1270,"1078"
"10310(實價)","公寓","新北市板橋區成功路1~30號","46.3","3房/3廳/3衛","1 /共3層","56.36","18.75","--",0,46.7,2630,"1078"
"10403(實價)","住宅大樓","新北市板橋區文化路一段361~390號","4.7","2房/2廳/1衛","10 /共43層","16.38","0.84","--",0,78.1,1280,"1171"
"10403(實價)","套房","新北市板橋區文化路一段331~360號","4.7","1房/1廳/1衛","16 /共40層","14.42","0.71","--",0,77.7,1120,"1171"
"10402(實價)","套房","新北市板橋區文化路一段331~360號","4.6","0房/0廳/0衛","22 /共40層","12.41","0.64","--",0,70.1,870,"1171"
"10402(實價)","華廈","新北市板橋區文化路二段182巷1~30號","27.2","2房/2廳/1衛","8 /共8層","41.75","5.56","--",0,56.3,2350,"1171"
"10402(實價)","公寓","新北市板橋區光武街1~30號","","4房/2廳/1衛","4 /共5層","27.29","9.14","--",0,44,1200,"1171"
"10402(實價)","住宅大樓","新北市板橋區民生路三段1~30號","14.5","4房/2廳/2衛","18 /共31層","43.81","1.99","--",0,66.2,2900,"1171"
"10402(實價)","公寓","新北市板橋區莊敬路140巷1~30號","","3房/1廳/1衛","1 /共5層","27.2","11.76","--",0,44.1,1200,"1171"
"10402(實價)","套房","新北市板橋區文化路一段331~360號","4.6","1房/1廳/1衛","18 /共40層","14.42","0.71","--",0,81.2,1170,"1171"
"10401(實價)","套房","新北市板橋區文化路一段331~360號","4.5","1房/1廳/1衛","30 /共40層","12.41","0.64","--",0,70.9,880,"1171"
"10401(實價)","套房","新北市板橋區文化路一段361~390號","4.5","1房/1廳/1衛","26 /共43層","16.38","0.84","--",0,75.1,1230,"1171"
"10401(實價)","住宅大樓(含車位)","新北市板橋區莊敬路31~60號","16.8","3房/2廳/2衛","14 /共23層","44.13","2.33","11.68",0,50.3,2220,"1171"
"10401(實價)","住宅大樓(含車位)","新北市板橋區文化路一段361~390號","4.5","2房/2廳/2衛","25 /共43層","33.38","1.5","8.75",0,60.8,2028,"1171"
"10401(實價)","公寓","新北市板橋區莒光路78巷1~30號","","3房/2廳/1衛","2 /共4層","26.18","9.23","--",0,45.8,1200,"1171"
"10401(實價)","住宅大樓","新北市板橋區莊敬路181~210號","17.7","3房/2廳/2衛","17 /共19層","29.94","2.47","--",0,68,2036,"1171"
"10401(實價)","住宅大樓(含車位)","新北市板橋區文化路一段331~360號","4.5","1房/1廳/1衛","28 /共40層","26.82","1.12","10.19",0,54.4,1460,"1171"
"10401(實價)","公寓","新北市板橋區民有街15巷1~30號","","3房/1廳/1衛","1 /共4層","12.87","3.78","--",0,20.7,266,"1171"
"10401(實價)","住宅大樓","新北市板橋區文化路一段331~360號","4.5","2房/1廳/1衛","29 /共40層","12.41","0.64","--",0,76.6,950,"1171"
"10401(實價)","公寓","新北市板橋區光武街50巷1~30號","42","3房/2廳/1衛","1 /共4層","23.23","7.94","--",0,62.4,1450,"1171"
"10401(實價)","華廈","新北市板橋區莒光路27巷1~30號","19.9","3房/2廳/1衛","5 /共7層","36.25","6.66","--",0,45.5,1650,"1171"
"10401(實價)","華廈","新北市板橋區民生路二段211~240號","","3房/2廳/2衛","2 /共9層","46.06","8.1","--",0,47.5,2188,"1171"
"10312(實價)","住宅大樓","新北市板橋區文化路一段361~390號","4.4","4房/2廳/1衛","37 /共43層","17.45","0.86","--",0,73.8,1288,"1171"
"10312(實價)","住宅大樓(含車位)","新北市板橋區萬板路31~60號","6.1","3房/2廳/2衛","10 /共15層","50.74","4.08","11.27",0,56.4,2860,"1171"
"10312(實價)","公寓","新北市板橋區民生路二段234巷24弄1~30號","","3房/2廳/1衛","2 /共5層","28.77","9.68","--",0,43.4,1250,"1171"
"10312(實價)","住宅大樓(含車位)","新北市板橋區文化路二段182巷3弄61~90號","16.3","3房/2廳/2衛","18 /共23層","49.2","3.07","12.01",0,8.3,410,"1171"
"10312(實價)","住宅大樓(含車位)","新北市板橋區文化路二段182巷3弄31~60號","0.9","2房/2廳/1衛","6 /共13層","43.66","2.75","13.95",57,20.9,677,"1171"
"10312(實價)","套房","新北市板橋區文化路一段331~360號","4.4","1房/1廳/1衛","17 /共40層","12.41","0.64","--",0,74.9,930,"1171"
"10312(實價)","華廈","新北市板橋區民生路三段1~30號","26.1","4房/2廳/2衛","6 /共10層","53.73","7.02","--",0,52.1,2800,"1171"
"10312(實價)","公寓","新北市板橋區莊敬路146巷1~30號","","3房/2廳/1衛","2 /共5層","25.31","6.17","--",0,45.6,1155,"1171"
"10312(實價)","公寓","新北市板橋區光武街4巷1~30號","","3房/2廳/2衛","3 /共4層","20.43","7.41","--",0,44,900,"1171"
"10312(實價)","套房","新北市板橋區文化路一段331~360號","4.4","1房/1廳/1衛","25 /共40層","12.85","0.66","--",0,77.4,995,"1171"
"10312(實價)","公寓","新北市板橋區光武街24巷1~30號","","4房/1廳/1衛","2 /共4層","20.4","9.83","--",0,57.4,1170,"1171"
"10312(實價)","套房","新北市板橋區文化路一段331~360號","4.4","1房/1廳/1衛","26 /共40層","12.36","0.61","--",0,73.5,908,"1171"
"10312(實價)","住宅大樓","新北市板橋區文化路二段301~330號","17.5","3房/2廳/2衛","8 /共12層","56.37","0.98","--",0,71,4000,"1171"
"10312(實價)","公寓","新北市板橋區光武街36巷1~30號","","4房/2廳/2衛","4 /共4層","24.84","10.29","--",0,49.9,1240,"1171"
"10312(實價)","套房","新北市板橋區文化路一段331~360號","4.4","1房/1廳/1衛","25 /共40層","13.59","0.71","--",0,73.4,998,"1171"
"10312(實價)","套房","新北市板橋區文化路一段331~360號","4.4","1房/1廳/1衛","39 /共40層","12.41","0.64","--",0,68.5,850,"1171"
"10312(實價)","套房","新北市板橋區文化路一段331~360號","4.4","1房/1廳/1衛","8 /共40層","14.24","0.71","--",0,73.1,1040,"1171"
"10312(實價)","住宅大樓","新北市板橋區莊敬路121~150號","17.3","3房/1廳/1衛","4 /共16層","29.44","4.53","--",0,55.7,1640,"1171"
"10312(實價)","住宅大樓(含車位)","新北市板橋區雙十路二段211~240號","16.4","2房/2廳/2衛","13 /共25層","48.33","2.38","--",0,16.6,800,"1171"
"10312(實價)","住宅大樓","新北市板橋區莊敬路31~60號","16.7","4房/2廳/2衛","18 /共19層","23.95","1.57","--",0,65.3,1565,"1171"
"10312(實價)","住宅大樓(含車位)","新北市板橋區文化路一段361~390號","4.4","4房/2廳/3衛","0 /共46層","76.78","3.63","10.19",0,56.7,4356,"1171"
"10312(實價)","住宅大樓","新北市板橋區光武街50巷1~30號","2.7","2房/2廳/1衛","6 /共14層","26.15","3.9","--",0,57.4,1500,"1171"
"10311(實價)","住宅大樓(含車位)","新北市板橋區雙十路二段181~210號","16.3","3房/2廳/1衛","19 /共25層","49.21","2.59","14.18",0,47.4,2335,"1171"
"10311(實價)","華廈","新北市板橋區莊敬路25巷1~30號","","2房/1廳/1衛","4 /共7層","22.8","3.32","--",0,46.7,1065,"1171"
"10311(實價)","住宅大樓(含車位)","新北市板橋區文化路一段361~390號","4.3","4房/2廳/3衛","17 /共43層","73.13","3.2","18.95",0,52.6,3850,"1171"
