"yr.mth","obj.type","addr","obj.age","layout","fl/t.fl","obj.ping","landd.ping","park.ping","park.10k.pr","unit.10k.pr","total.10k.pr","brh.id"
"10403(實價)","住宅大樓(含車位)","台北市信義區市民大道六段301~330號","0.3","4房/2廳/3衛","7 /共16層","106.2","15.11","22.99",480,85.2,7570,"0565"
"10403(實價)","住宅大樓(含車位)","台北市信義區市民大道六段301~330號","0.3","4房/2廳/3衛","5 /共16層","95.32","15.06","11.5",290,82.4,7195,"0565"
"10403(實價)","住宅大樓(含車位)","台北市信義區市民大道六段301~330號","0.3","4房/2廳/3衛","8 /共16層","107.22","18.77","22.99",480,88.7,7950,"0565"
"10403(實價)","住宅大樓(含車位)","台北市信義區市民大道六段301~330號","0.3","4房/2廳/3衛","7 /共16層","107.56","15.22","22.99",540,88.1,7988,"0565"
"10403(實價)","住宅大樓(含車位)","台北市信義區市民大道六段301~330號","0.3","4房/2廳/3衛","10 /共16層","107.84","15.22","22.99",500,89.6,8100,"0565"
"10403(實價)","住宅大樓(含車位)","台北市信義區市民大道六段301~330號","0.3","4房/2廳/3衛","9 /共16層","106.85","15.22","22.99",480,89.2,7960,"0565"
"10403(實價)","住宅大樓(含車位)","台北市信義區市民大道六段301~330號","0.3","4房/2廳/3衛","8 /共16層","107.18","15.11","22.99",520,93.6,8400,"0565"
"10403(實價)","住宅大樓(含車位)","台北市信義區市民大道六段301~330號","0.3","4房/2廳/3衛","15 /共16層","106.97","15.11","22.99",500,95.3,8500,"0565"
"10403(實價)","住宅大樓(含車位)","台北市信義區市民大道六段301~330號","0.3","4房/2廳/3衛","16 /共16層","119.29","15.42","34.49",830,99.9,9303,"0565"
"10403(實價)","住宅大樓(含車位)","台北市信義區市民大道六段301~330號","0.3","4房/2廳/3衛","11 /共16層","107.18","15.11","22.99",500,88.9,7988,"0565"
"10402(實價)","公寓","台北市信義區永吉路225巷16弄1~30號","34","6房/2廳/3衛","1 /共5層","24.3","7.05","--",0,56.8,1380,"0565"
"10402(實價)","公寓","台北市信義區松山路331~360號","39.7","2房/2廳/1衛","4 /共4層","28.19","9.6","--",0,54.6,1539,"0565"
"10402(實價)","公寓","台北市信義區忠孝東路五段423巷6弄31~60號","25.8","3房/2廳/2衛","4 /共5層","33.53","8.72","--",0,67.1,2250,"0565"
"10402(實價)","住宅大樓(含車位)","台北市信義區永吉路225巷1~30號","4.8","2房/2廳/1衛","12 /共12層","21.8","3.74","2.97",0,110.1,2400,"0565"
"10402(實價)","住宅大樓","台北市松山區八德路四段661~690號","28.8","2房/2廳/2衛","8 /共12層","26.09","2.47","--",0,70.6,1842,"0565"
"10401(實價)","住宅大樓","台北市信義區永吉路326巷1~30號","29.2","3房/2廳/2衛","8 /共14層","42.3","4.42","--",0,17.7,750,"0565"
"10401(實價)","公寓","台北市信義區松山路119巷1~30號","40","3房/2廳/2衛","3 /共4層","36.26","13.08","--",0,60.7,2200,"0565"
"10401(實價)","公寓","台北市信義區永吉路511~540號","29.7","0房/0廳/0衛","2 /共5層","39.95","8.65","--",0,68.8,2750,"0565"
"10312(實價)","公寓","台北市信義區永吉路200巷21弄1~30號","33","3房/1廳/1衛","2 /共7層","55.87","8.93","--",0,15,836,"0565"
"10312(實價)","住宅大樓","台北市信義區永吉路331~360號","29.1","3房/2廳/2衛","12 /共14層","12.54","1.29","--",0,17.5,220,"0565"
"10312(實價)","公寓(含車位)","台北市信義區永吉路225巷1~30號","17.3","3房/2廳/1衛","2 /共5層","29.2","8.05","--",0,61.6,1800,"0565"
"10312(實價)","公寓","台北市信義區虎林街60巷1~30號","42","3房/2廳/1衛","3 /共4層","31.99","13.31","--",0,63.1,2020,"0565"
"10312(實價)","公寓","台北市信義區永吉路278巷27弄31~60號","","4房/0廳/4衛","3 /共4層","24.66","12.1","--",0,53.5,1320,"0565"
"10312(實價)","公寓","台北市信義區永吉路187巷4弄1~30號","37","4房/2廳/2衛","3 /共5層","33.47","8.96","--",0,64.2,2150,"0565"
"10312(實價)","透天厝","台北市信義區松山路249巷1~30號","34.2","8房/4廳/4衛","1 /共3層","12.65","4.46","--",0,27.7,350,"0565"
"10312(實價)","公寓","台北市信義區永吉路278巷48弄1~30號","","3房/2廳/2衛","3 /共5層","23.95","6.84","--",0,75.2,1800,"0565"
"10312(實價)","公寓","台北市信義區松山路287巷1~30號","39.6","3房/2廳/1衛","3 /共4層","27.56","8.6","--",0,63.4,1748,"0565"
"10312(實價)","公寓","台北市信義區永吉路200巷21弄1~30號","45.1","3房/2廳/1衛","2 /共4層","29.16","12.63","--",0,64.5,1880,"0565"
"10312(實價)","公寓","台北市信義區虎林街1~30號","","2房/1廳/1衛","2 /共4層","25.94","8.24","--",0,75,1946,"0565"
"10312(實價)","公寓","台北市信義區松山路287巷1~30號","39.6","3房/2廳/1衛","3 /共4層","26.97","8.6","--",0,67.1,1810,"0565"
"10311(實價)","華廈(含車位)","台北市信義區忠孝東路五段743巷1~30號","4.5","2房/2廳/2衛","7 /共10層","30.92","6.26","5.67",0,63.2,1955,"0565"
"10311(實價)","公寓","台北市信義區虎林街120巷151~180號","39.8","2房/1廳/1衛","2 /共4層","14.94","4.98","--",0,85.7,1280,"0565"
"10311(實價)","住宅大樓","台北市信義區松隆路301~330號","0.2","3房/2廳/2衛","5 /共14層","2.39","0.4","--",0,87.2,208,"0565"
"10311(實價)","公寓","台北市信義區虎林街120巷151~180號","45.7","4房/0廳/4衛","4 /共4層","27.41","13.23","--",0,74.8,2050,"0565"
"10311(實價)","公寓","台北市信義區忠孝東路五段703巷1弄1~30號","40.1","3房/2廳/1衛","2 /共4層","29.35","8.81","--",0,67,1966,"0565"
"10311(實價)","華廈","台北市信義區虎林街70巷31~60號","","3房/2廳/2衛","1 /共7層","27.62","7.09","--",0,25.3,700,"0565"
"10311(實價)","住宅大樓","台北市信義區松隆路271~300號","0.2","4房/2廳/2衛","7 /共14層","10.12","1.84","--",0,39.3,398,"0565"
"10311(實價)","住宅大樓","台北市信義區松隆路301~330號","0.2","3房/2廳/2衛","2 /共14層","5.04","0.6","--",0,57.8,291,"0565"
"10311(實價)","住宅大樓","台北市信義區松隆路271~300號","0.2","4房/2廳/2衛","7 /共14層","11.54","1.91","--",0,48.6,561,"0565"
"10311(實價)","住宅大樓","台北市信義區松隆路271~300號","0.2","4房/2廳/2衛","8 /共14層","10.12","1.84","--",0,40.3,408,"0565"
"10311(實價)","住宅大樓","台北市信義區松山路241~270號","30.4","2房/1廳/1衛","4 /共15層","18.53","2.61","--",0,64.8,1200,"0565"
"10311(實價)","住宅大樓","台北市信義區忠孝東路五段451~480號","9.1","1房/1廳/1衛","7 /共11層","12.74","2.18","--",0,115.4,1470,"0565"
"10311(實價)","公寓","台北市信義區永吉路278巷42弄1~30號","","3房/2廳/1衛","1 /共4層","23.86","8.55","--",0,41.9,1000,"0565"
"10311(實價)","住宅大樓","台北市信義區忠孝東路五段451~480號","9.1","2房/1廳/1衛","5 /共11層","18.24","2.59","--",0,128.9,2350,"0565"
"10311(實價)","套房","台北市信義區忠孝東路五段451~480號","9.1","1房/1廳/1衛","3 /共11層","10.98","1.78","--",0,130.3,1430,"0565"
"10311(實價)","公寓","台北市信義區虎林街66巷1~30號","32.4","4房/2廳/2衛","5 /共5層","32.4","11.99","--",0,54.8,1775,"0565"
"10311(實價)","住宅大樓","台北市信義區松山路241~270號","30.4","2房/2廳/1衛","12 /共15層","26.5","4.06","--",0,57.7,1530,"0565"
"10311(實價)","住宅大樓","台北市信義區永吉路211~240號","30.6","3房/1廳/2衛","10 /共12層","37.48","4.1","--",0,22.7,850,"0565"
"10310(實價)","套房","台北市信義區忠孝東路五段451~480號","9","1房/1廳/1衛","8 /共11層","15.73","2.32","--",0,133.5,2100,"0565"
"10310(實價)","住宅大樓","台北市信義區永吉路181~210號","32.8","3房/2廳/2衛","8 /共12層","60.62","7.57","--",0,13.5,820,"0565"
"10310(實價)","公寓","台北市信義區永吉路181~210號","40.1","2房/1廳/1衛","1 /共4層","28.51","10.28","--",0,90.5,2580,"0565"
"10310(實價)","華廈","台北市信義區虎林街76巷1~30號","","3房/2廳/1衛","7 /共7層","31.2","7.73","--",0,24.2,755,"0565"
"10310(實價)","公寓","台北市信義區永吉路187巷1~30號","36.8","2房/1廳/1衛","5 /共5層","26.18","8.22","--",0,42,1100,"0565"
"10310(實價)","華廈","台北市信義區虎林街82巷31~60號","30.5","4房/2廳/2衛","4 /共7層","35.77","8.94","--",0,48.9,1750,"0565"
"10310(實價)","公寓","台北市信義區虎林街120巷151~180號","44.8","3房/2廳/2衛","2 /共4層","19.54","6.96","--",0,70,1367,"0565"
"10310(實價)","住宅大樓","台北市信義區松山路204巷1~30號","27.3","3房/2廳/2衛","13 /共16層","38.34","4.13","--",0,84.2,3230,"0565"
"10310(實價)","公寓","台北市信義區虎林街108巷121~150號","37.8","5房/5廳/0衛","1 /共5層","29.12","8.47","--",0,87.6,2550,"0565"
"10310(實價)","公寓","台北市信義區永吉路200巷21弄1~30號","32.8","3房/1廳/1衛","1 /共7層","32.32","16.05","--",0,44.8,1449,"0565"
"10310(實價)","住宅大樓(含車位)","台北市信義區松山路241~270號","30.3","2房/2廳/1衛","12 /共15層","26.61","4.09","--",0,19.5,520,"0565"
"10310(實價)","公寓","台北市信義區忠孝東路五段743巷31弄1~30號","33.4","3房/2廳/1衛","3 /共5層","29.35","8.27","--",0,63.4,1860,"0565"
"10310(實價)","公寓","台北市信義區永吉路517巷1弄1~30號","44.3","3房/2廳/1衛","3 /共4層","26.59","10.51","--",0,58.3,1550,"0565"
"10310(實價)","住宅大樓","台北市信義區忠孝東路五段451~480號","9","2房/2廳/2衛","3 /共11層","15.85","2.59","--",0,127.9,2028,"0565"
"10310(實價)","住宅大樓","台北市信義區忠孝東路五段451~480號","9","1房/1廳/1衛","9 /共11層","12.74","2.18","--",0,135.8,1730,"0565"
"10310(實價)","公寓","台北市信義區忠孝東路五段743巷1~30號","","0房/0廳/2衛","1 /共4層","28.97","10.66","--",0,124.3,3600,"0565"
"10312(實價)","華廈","台北市信義區莊敬路325巷31~60號","25.5","4房/2廳/1衛","3 /共9層","72.01","7.52","--",0,78.9,5680,"1229"
"10312(實價)","華廈(含車位)","台北市信義區信義路五段14巷1弄1~30號","16.7","3房/2廳/2衛","0 /共8層","52.08","13.6","--",0,88.3,4600,"1229"
"10312(實價)","住宅大樓(含車位)","台北市信義區信義路五段1~30號","25.1","4房/2廳/2衛","9 /共16層","65.53","10.23","11.79",400,123.7,7050,"1229"
"10311(實價)","住宅大樓","台北市信義區松平路61~90號","16.6","3房/2廳/2衛","3 /共13層","25.54","6.26","--",0,47,1200,"1229"
"10311(實價)","華廈(含車位)","台北市信義區松平路31~60號","13.9","3房/2廳/2衛","2 /共8層","86.93","24.82","--",500,118.5,10300,"1229"
"10311(實價)","華廈","台北市信義區松仁路153巷1~30號","13.7","5房/2廳/5衛","1 /共9層","123.78","34.28","--",0,126,15600,"1229"
"10310(實價)","住宅大樓(含車位)","台北市信義區松智路1~30號","12.1","3房/2廳/4衛","13 /共14層","142.65","37.31","27.03",0,151.4,21600,"1229"
"10310(實價)","華廈(含車位)","台北市信義區松勤街31~60號","16.5","3房/2廳/2衛","6 /共8層","52.08","13.6","--",0,83.7,4360,"1229"
"10403(實價)","公寓","台北市士林區至誠路二段31~60號","32.7","3房/2廳/2衛","1 /共5層","32.58","9.99","--",0,73.7,2400,"0163"
"10403(實價)","華廈","台北市士林區中山北路五段811~840號","31.3","3房/2廳/2衛","6 /共7層","46.08","8.03","--",0,57.1,2630,"0163"
"10403(實價)","住宅大樓(含車位)","台北市士林區德行東路91~120號","2.3","3房/2廳/3衛","13 /共14層","117.78","14.73","20.01",0,76.4,9000,"0163"
"10403(實價)","住宅大樓(含車位)","台北市士林區德行東路91~120號","2.3","2房/2廳/2衛","7 /共14層","90.29","10.41","20.01",0,82,7400,"0163"
"10402(實價)","住宅大樓(含車位)","台北市士林區德行東路190巷30弄1~30號","25","2房/3廳/2衛","4 /共12層","55.61","12.8","--",0,68.3,3800,"0163"
"10402(實價)","公寓","台北市士林區中山北路五段860巷1~30號","33.4","5房/2廳/2衛","3 /共5層","41.92","11.13","--",0,69.2,2900,"0163"
"10402(實價)","住宅大樓","台北市士林區中山北路六段31~60號","2.8","5房/2廳/2衛","10 /共13層","65.19","11.85","--",0,107.1,6980,"0163"
"10402(實價)","住宅大樓(含車位)","台北市士林區德行東路91~120號","2.3","4房/2廳/2衛","10 /共14層","108.25","14.73","--",0,84.9,9190,"0163"
"10401(實價)","華廈","台北市士林區忠誠路一段171巷10弄1~30號","22.3","4房/2廳/2衛","6 /共10層","49.36","10.55","--",0,72.9,3600,"0163"
"10401(實價)","華廈","台北市士林區忠義街46巷1~30號","22.7","3房/2廳/2衛","5 /共9層","43.94","11.61","--",0,75,3296,"0163"
"10401(實價)","華廈(含車位)","台北市士林區中山北路六段2巷31~60號","19.8","5房/2廳/2衛","6 /共6層","69.08","15.82","--",0,60.3,4168,"0163"
"10401(實價)","住宅大樓(含車位)","台北市士林區中山北路六段31~60號","2.7","3房/2廳/2衛","7 /共13層","59.35","8.95","10.19",0,97.4,5780,"0163"
"10401(實價)","套房","台北市士林區忠誠路一段16巷1~30號","19.3","1房/1廳/1衛","5 /共5層","11.23","3.14","--",0,86.1,966,"0163"
"10401(實價)","公寓","台北市士林區德行東路104巷1~30號","41.2","3房/2廳/2衛","2 /共4層","29.19","8.92","--",0,55,1606,"0163"
"10401(實價)","公寓","台北市士林區德行東路46巷8弄1~30號","33.8","3房/1廳/2衛","1 /共5層","55.06","11.44","--",0,20.7,1138,"0163"
"10312(實價)","華廈","台北市士林區雨聲街53巷1~30號","28.8","4房/2廳/2衛","2 /共7層","31.14","6.91","--",0,59.4,1850,"0163"
"10312(實價)","公寓","台北市士林區德行東路190巷30弄1~30號","35.8","3房/2廳/2衛","4 /共5層","39.22","10.87","--",0,55.1,2160,"0163"
"10312(實價)","住宅大樓(含車位)","台北市士林區德行東路190巷30弄1~30號","24.8","3房/2廳/2衛","5 /共12層","46.74","10.38","--",0,59.9,2800,"0163"
"10312(實價)","住宅大樓(含車位)","台北市士林區中山北路六段31~60號","2.6","4房/2廳/2衛","7 /共13層","95.46","13.68","20.38",0,92.3,8812,"0163"
"10312(實價)","華廈(含車位)","台北市士林區忠誠路一段147巷1~30號","22.6","3房/2廳/2衛","4 /共9層","43.58","11.61","--",0,73.4,3200,"0163"
"10312(實價)","住宅大樓","台北市士林區忠誠路一段61~90號","26.4","2房/2廳/2衛","3 /共15層","36.31","7.69","--",0,79.6,2890,"0163"
"10312(實價)","住宅大樓(含車位)","台北市士林區德行東路91~120號","2.1","3房/2廳/3衛","9 /共14層","117.78","14.73","20.01",0,83.2,9800,"0163"
"10312(實價)","公寓","台北市士林區德行東路74巷3弄1~30號","41.3","2房/1廳/1衛","2 /共4層","20.17","7.49","--",0,65.4,1320,"0163"
"10312(實價)","華廈(含車位)","台北市士林區忠誠路一段61~90號","29.9","4房/2廳/2衛","5 /共7層","56.36","8.57","--",0,54.3,3060,"0163"
"10312(實價)","公寓","台北市士林區德行東路46巷4弄1~30號","42.3","3房/2廳/2衛","3 /共4層","32.24","12.94","--",0,69.8,2250,"0163"
"10312(實價)","公寓","台北市士林區德行東路93巷1~30號","36.7","3房/1廳/2衛","1 /共5層","32.47","6.84","--",0,81,2630,"0163"
"10312(實價)","華廈","台北市士林區忠誠路一段91~120號","31","0房/0廳/0衛","1 /共7層","31.01","6.81","--",0,20.1,622,"0163"
"10311(實價)","公寓","台北市士林區中山北路六段2巷31~60號","30.5","4房/2廳/2衛","4 /共5層","42.78","12.03","--",0,56.8,2430,"0163"
"10311(實價)","住宅大樓(含車位)","台北市士林區忠誠路一段171巷12弄1~30號","4.9","4房/2廳/2衛","12 /共12層","62.43","19.87","15.89",0,32,2000,"0163"
"10311(實價)","公寓","台北市士林區中山北路六段2巷31~60號","30.5","4房/2廳/2衛","5 /共5層","42.78","12.03","--",0,58.4,2500,"0163"
"10311(實價)","華廈","台北市士林區忠義街46巷1~30號","22.5","3房/2廳/2衛","7 /共9層","43.94","11.61","--",0,73,3207,"0163"
"10311(實價)","公寓","台北市士林區至誠路二段91~120號","31.6","3房/2廳/2衛","4 /共5層","26.93","9.64","--",0,57.4,1545,"0163"
"10311(實價)","套房","台北市士林區忠誠路一段16巷1~30號","19.2","1房/0廳/1衛","3 /共5層","9.01","2.64","--",0,78.7,709,"0163"
"10311(實價)","華廈(含車位)","台北市士林區德行東路190巷31~60號","29","3房/2廳/2衛","6 /共7層","40.84","5.79","8.93",0,60,2450,"0163"
"10311(實價)","華廈(含車位)","台北市士林區忠義街46巷1~30號","22.5","3房/1廳/2衛","3 /共9層","42.33","11.27","--",0,64.5,2730,"0163"
"10311(實價)","華廈","台北市士林區忠誠路一段181~210號","20.4","4房/2廳/2衛","3 /共10層","54.38","10.36","--",0,74.8,4068,"0163"
"10310(實價)","華廈(含車位)","台北市士林區忠誠路一段16巷1~30號","19.1","2房/1廳/1衛","1 /共5層","25.01","6.35","--",0,99.2,2480,"0163"
"10310(實價)","華廈","台北市士林區忠誠路一段31~60號","29.8","3房/2廳/2衛","6 /共7層","33.77","5.84","--",0,56.3,1900,"0163"
"10310(實價)","公寓","台北市士林區至誠路二段1~30號","36.8","3房/2廳/2衛","3 /共4層","35.73","13.91","--",0,47,1680,"0163"
"10310(實價)","住宅大樓(含車位)","台北市士林區德行東路91~120號","1.9","3房/2廳/2衛","8 /共14層","77.71","10.34","10.01",0,83.6,6500,"0163"
"10310(實價)","住宅大樓","台北市士林區忠誠路一段61~90號","26.3","3房/2廳/2衛","9 /共15層","36.46","7.69","--",0,78.4,2860,"0163"
"10310(實價)","公寓","台北市士林區至誠路二段1~30號","32.3","3房/2廳/2衛","2 /共5層","33.69","10.39","--",0,55.7,1875,"0163"
"10403(實價)","住宅大樓(含車位)","台北市內湖區金湖路61~90號","7.4","3房/2廳/2衛","15 /共24層","52.45","4.52","9.5",0,83.7,4390,"0510"
"10403(實價)","華廈","台北市內湖區康寧路一段151~180號","18.9","3房/2廳/1衛","4 /共7層","36.15","9.54","--",0,62.2,2250,"0510"
"10403(實價)","華廈","台北市內湖區內湖路二段481~510號","20.2","2房/1廳/1衛","10 /共10層","27.09","3.01","--",0,70.1,1900,"0510"
"10402(實價)","公寓","台北市內湖區內湖路三段59巷7弄1~30號","","3房/2廳/1衛","2 /共5層","26.04","12.81","--",0,44.2,1152,"0510"
"10402(實價)","住宅大樓(含車位)","台北市內湖區成功路四段167巷1~30號","20.1","3房/2廳/2衛","13 /共18層","49.78","7.01","12.32",0,67.3,3350,"0510"
"10402(實價)","華廈","台北市內湖區內湖路二段391~420號","20.1","1房/1廳/1衛","9 /共10層","18.93","2.26","--",0,69.6,1318,"0510"
"10402(實價)","華廈","台北市內湖區成功路四段30巷1~30號","20.6","3房/2廳/1衛","4 /共10層","24.89","3.21","--",0,67.8,1688,"0510"
"10401(實價)","住宅大樓(含車位)","台北市內湖區星雲街161巷1~30號","7.3","4房/2廳/2衛","9 /共15層","72.47","9.43","16.42",0,80.3,5818,"0510"
"10401(實價)","華廈","台北市內湖區星雲街150巷1~30號","19.4","4房/2廳/2衛","9 /共9層","26.84","8.89","--",0,73,1960,"0510"
"10401(實價)","公寓","台北市內湖區成功路三段187巷35弄1~30號","34.8","3房/2廳/1衛","4 /共5層","25.29","7.77","--",0,50.5,1278,"0510"
"10401(實價)","套房(含車位)","台北市內湖區星雲街168巷1~30號","19.2","1房/1廳/1衛","6 /共16層","32.62","4.92","--",0,52.1,1700,"0510"
"10401(實價)","公寓","台北市內湖區成功路四段211~240號","29.5","2房/1廳/1衛","4 /共5層","25.16","7.31","--",0,49.6,1248,"0510"
"10401(實價)","公寓","台北市內湖區成功路四段223巷23弄1~30號","32.3","3房/2廳/2衛","4 /共5層","37.66","9.37","--",0,17.5,660,"0510"
"10401(實價)","華廈","台北市內湖區內湖路三段72巷1~30號","31.8","3房/2廳/1衛","5 /共7層","28.04","10.44","--",0,49.9,1400,"0510"
"10401(實價)","套房","台北市內湖區成功路四段61~90號","19.3","1房/0廳/1衛","6 /共14層","11.09","1.31","--",0,67.9,753,"0510"
"10401(實價)","住宅大樓(含車位)","台北市內湖區星雲街121~150號","10.1","4房/2廳/2衛","2 /共14層","60.97","8.28","8.48",0,79.5,4850,"0510"
"10401(實價)","住宅大樓(含車位)","台北市內湖區內湖路二段331~360號","21.6","3房/2廳/2衛","6 /共18層","58.93","5.67","14.08",0,54.3,3200,"0510"
"10401(實價)","住宅大樓(含車位)","台北市內湖區成功路四段167巷1~30號","9.6","3房/2廳/2衛","10 /共17層","83.36","10.85","26.95",0,66.4,5535,"0510"
"10312(實價)","華廈(含車位)","台北市內湖區成功路四段121~150號","25.8","4房/2廳/2衛","3 /共8層","54.81","13.15","--",0,36.5,2000,"0510"
"10312(實價)","套房","台北市內湖區內湖路二段339巷1~30號","20.2","1房/1廳/1衛","3 /共10層","14.08","1.83","--",0,63.9,900,"0510"
"10312(實價)","住宅大樓(含車位)","台北市內湖區金湖路31~60號","11.3","4房/2廳/2衛","13 /共14層","51.68","9.02","10.86",0,70.7,3655,"0510"
"10312(實價)","住宅大樓","台北市內湖區康寧路一段151~180號","15.5","3房/2廳/2衛","3 /共12層","43.32","11.08","--",0,50.1,2170,"0510"
"10312(實價)","公寓","台北市內湖區康寧路一段61~90號","34","3房/2廳/1衛","5 /共5層","26.68","8.05","--",0,37.5,1000,"0510"
"10312(實價)","公寓","台北市內湖區內湖路二段253巷7弄1~30號","28.9","3房/2廳/2衛","5 /共5層","33.28","10.24","--",0,51.7,1720,"0510"
"10312(實價)","住宅大樓","台北市內湖區星雲街151~180號","19.2","0房/0廳/0衛","-1 /共16層","1081.59","94.8","--",0,18.5,20000,"0510"
"10312(實價)","透天厝","台北市內湖區內湖路三段115巷1弄1~30號","44.7","4房/2廳/2衛","1 /共2層","43.19","32.37","--",0,39.8,1720,"0510"
"10312(實價)","華廈","台北市內湖區成功路四段30巷1~30號","20.4","2房/1廳/1衛","3 /共10層","23.74","3.04","--",0,19.4,460,"0510"
"10312(實價)","公寓","台北市中山區成功路四段61巷35弄1~30號","34","3房/2廳/2衛","2 /共5層","33.48","10.19","--",0,50,1674,"0510"
"10312(實價)","公寓","台北市內湖區內湖路三段60巷1~30號","","3房/2廳/1衛","4 /共4層","28.75","6.43","--",0,41,1180,"0510"
"10312(實價)","公寓","台北市內湖區金龍路121~150號","33.3","0房/0廳/0衛","1 /共5層","15.78","4.47","--",0,109.7,1730,"0510"
"10312(實價)","公寓","台北市內湖區成功路四段223巷15弄1~30號","32.2","3房/2廳/2衛","5 /共5層","29.82","8","--",0,59,1760,"0510"
"10312(實價)","公寓","台北市內湖區星雲街15巷18弄1~30號","30.9","3房/2廳/1衛","5 /共5層","28.86","7.39","--",0,17.1,494,"0510"
"10312(實價)","公寓","台北市內湖區內湖路三段89巷1~30號","","3房/1廳/1衛","3 /共4層","25.17","8.7","--",0,45.7,1150,"0510"
"10312(實價)","住宅大樓(含車位)","台北市內湖區內湖路二段253巷31~60號","6.2","3房/2廳/2衛","5 /共11層","47.41","8.13","4.53",0,59.1,2800,"0510"
"10312(實價)","住宅大樓(含車位)","台北市內湖區成功路四段61~90號","1.5","4房/2廳/2衛","6 /共12層","93","9.3","21.45",500,88,6800,"0510"
"10312(實價)","套房","台北市內湖區成功路四段30巷28弄1~30號","19.8","1房/1廳/1衛","8 /共13層","14.12","1.84","--",0,56.6,800,"0510"
"10311(實價)","公寓","台北市內湖區成功路四段211~240號","29.3","3房/2廳/2衛","5 /共5層","25.16","7.31","--",0,55.6,1400,"0510"
"10311(實價)","公寓","台北市內湖區成功路三段174巷33弄1~30號","26.9","3房/2廳/2衛","2 /共5層","31.43","7.34","--",0,43.6,1370,"0510"
"10311(實價)","套房","台北市內湖區內湖路三段1~30號","19.8","1房/1廳/1衛","10 /共10層","11.26","1.31","--",0,62.3,701,"0510"
"10311(實價)","公寓","台北市內湖區成功路四段214巷2弄1~30號","30.7","3房/1廳/1衛","3 /共5層","30.02","7.68","--",0,84.9,2550,"0510"
"10311(實價)","公寓","台北市內湖區成功路三段174巷26弄1~30號","35.5","3房/1廳/1衛","1 /共4層","22.83","6.73","--",0,18.4,420,"0510"
"10311(實價)","華廈","台北市內湖區成功路四段61巷22弄1~30號","20.9","2房/1廳/1衛","2 /共9層","17.37","3.52","--",0,67.9,1180,"0510"
"10311(實價)","華廈(含車位)","台北市內湖區內湖路二段391~420號","19.8","3房/2廳/1衛","8 /共10層","37.43","3.83","--",0,44.5,1666,"0510"
"10311(實價)","公寓","台北市內湖區星雲街33巷25弄1~30號","26.4","4房/2廳/2衛","2 /共5層","45.07","14.75","--",0,51.8,2335,"0510"
"10311(實價)","住宅大樓","台北市內湖區成功路四段151~180號","19.8","0房/0廳/1衛","9 /共15層","12.49","1.35","--",0,70.2,877,"0510"
"10311(實價)","公寓","台北市內湖區星雲街33巷1~30號","27.1","3房/2廳/2衛","1 /共5層","34.53","12.08","--",0,64.6,2230,"0510"
"10311(實價)","公寓","台北市內湖區星雲街15巷18弄1~30號","30.8","3房/2廳/2衛","4 /共5層","28.86","7.39","--",0,50.2,1450,"0510"
"10311(實價)","住宅大樓(含車位)","台北市內湖區金湖路61~90號","7.1","2房/2廳/1衛","22 /共24層","53.27","4.59","10.32",0,85.7,4565,"0510"
"10311(實價)","住宅大樓(含車位)","台北市內湖區金湖路65巷1~30號","9.3","3房/2廳/2衛","2 /共14層","55.12","8.35","--",0,51.3,2828,"0510"
"10310(實價)","公寓","台北市內湖區內湖路二段263巷16弄1~30號","","5房/2廳/3衛","3 /共4層","57.1","17.55","--",0,18.2,1039,"0510"
"10310(實價)","公寓","台北市內湖區金龍路31~60號","34.8","3房/1廳/1衛","5 /共5層","27.6","5.42","--",0,65.2,1800,"0510"
"10310(實價)","住宅大樓(含車位)","台北市內湖區成功路四段167巷1~30號","19.8","2房/2廳/1衛","14 /共18層","38.98","4.99","12.33",0,59.7,2328,"0510"
"10310(實價)","住宅大樓","台北市內湖區星雲街161巷1~30號","9.3","4房/2廳/2衛","3 /共14層","30.19","6.36","--",0,77.4,2338,"0510"
"10310(實價)","公寓","台北市內湖區內湖路三段60巷1弄1~30號","","6房/0廳/6衛","2 /共4層","36.83","11.57","--",0,47.5,1750,"0510"
"10310(實價)","公寓","台北市內湖區金龍路67巷1~30號","","3房/2廳/2衛","4 /共4層","36.77","19.51","--",0,68,2500,"0510"
"10310(實價)","住宅大樓","台北市內湖區內湖路二段301~330號","25.8","4房/2廳/2衛","7 /共13層","64.24","6.54","--",0,24.9,1600,"0510"
"10310(實價)","公寓","台北市內湖區內湖路二段263巷15弄1~30號","","3房/2廳/1衛","1 /共4層","30.84","6.78","--",0,58,1788,"0510"
"10310(實價)","透天厝","台北市內湖區內湖路三段31~60號","48.3","5房/2廳/2衛","1 /共2層","14.65","9.07","--",0,129.7,1900,"0510"
"10310(實價)","套房","台北市內湖區星雲街151~180號","15.1","1房/1廳/1衛","4 /共14層","13.13","2.1","--",0,80.4,1055,"0510"
"10310(實價)","公寓","台北市內湖區內湖路三段59巷1~30號","","2房/1廳/1衛","1 /共5層","29.2","6.59","--",0,17.1,500,"0510"
"10310(實價)","公寓","台北市內湖區成功路四段167巷10弄1~30號","34.5","3房/2廳/2衛","2 /共5層","39.42","10.38","--",0,52.4,2065,"0510"
"10310(實價)","公寓","台北市內湖區成功路四段167巷6弄1~30號","34.5","3房/2廳/2衛","4 /共5層","34.27","8.91","--",0,55.7,1910,"0510"
